sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20240052,서울특별시,송파구,삼전동,서울특별시 송파구 삼전동 100-7,37.5037782534443,127.092266544552,20240722,1.00,1.00,0.70,기타,상수관 100mm관 누수로 인한 도로동공발생,0,0,1,복구완료,수도파손으로 원인자복구,0,20240722,00010101,1
20240065,서울특별시,성북구,하월곡동,서울특별시 성북구 하월곡동 88-1,37.6072838820648,127.030863620803,20240727,2.00,5.00,3.00,,집중호우로 인한 공동 발생.,0,0,0,복구완료,공동 발생 구간 되메우기 후 도로 포장 복구,0,20240805,00010101,1
20240077,서울특별시,서대문구,연희동,서울특별시 서대문구 연희동 413-128,37.5665809789955,126.924502820789,20240829,4.00,6.00,2.50,,원인 미상,1,1,1,복구완료,아스팔트 포장,0,20240829,00010101,1
20240078,서울특별시,송파구,풍납동,서울특별시 송파구 풍납동 490-6,37.5345589207168,127.121641425574,20240828,3.00,1.00,0.10,,도로하부 연약지반 장기압밀침하 추정,0,0,0,복구완료,관리청 복구 완료,0,20240828,00010101,1
20240079,서울특별시,서대문구,연희동,서울특별시 서대문구 연희동 413-5,37.5664184921477,126.925722379894,20240830,1.50,1.50,0.08,,하수박스 연결부 채움재 불량,0,0,0,복구완료,아스팔트 포장,0,20240830,00010101,1
20240081,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 650,37.5071221337406,127.034263302485,20240831,1.50,2.00,0.06,,장기 압밀침하,0,0,0,복구완료,입시복구 완료,0,20240831,00010101,1
20240082,서울특별시,구로구,구로동,서울특별시 구로구 디지털로 231,37.48076326519,126.891282956636,20240901,0.80,0.80,1.20,,하수박스 파손,0,0,0,복구완료,아스팔트 복구 완료,0,20240901,00010101,1
20240083,서울특별시,노원구,공릉동,서울특별시 노원구 공릉동 656-2,37.6190117000639,127.079698663271,20240222,2.40,2.00,1.00,,,0,0,0,복구완료,상수도관 정비 후 복구,0,20240223,00010101,1
20240085,서울특별시,종로구,효제동,서울특별시 종로구 효제동 291-9,37.5734681570746,127.002361251814,20240908,0.12,0.12,1.20,기타,체신(통신)맨홀 파손,0,0,0,복구완료,"○ 임시복구 현황
- 2024. 9. 8. 21:30  종로구 상황 접수
- 2024. 9. 8. 23:50  공동내부 골재채움 후 임시포장 완료 및 개통
○ 복구 현황
- 2024. 9. 23. KT(광화문지사)에서 복구 완료",0,20240908,00010101,1
20240088,서울특별시,성동구,용답동,서울특별시 성동구 용답동 63-3,37.5654077435199,127.053880405105,20240913,3.00,1.70,1.30,기타,건축공사장 지하수 유출로 인한 토사유실,0,0,0,복구완료,되메우기 및 방수포 비닐설치로 폐합조치 (임시복구),0,20240913,00010101,1
20240107,서울특별시,동대문구,답십리동,서울특별시 동대문구 답십리동 111,37.5734698133483,127.053366848512,20241107,1.20,1.20,1.00,,수도 누수로 인한 하수관(폐관) 파손,0,0,1,복구완료,2024. 11. 7. 16:30 폐하수관 철거 및 수도공사 완료,0,20241107,00010101,1
20240108,서울특별시,노원구,상계동,서울특별시 노원구 상계동 626,37.6691340218574,127.057453609395,20241026,0.20,0.40,0.90,,지하시설물 및 한전 맨홀 박스 주변 다짐 불량 추정 ,0,1,0,복구완료,기층개량 및 보도포장 완료,0,20241028,00010101,1
20250004,서울특별시,서대문구,연희동,서울특별시 서대문구 연희동 446-92,37.5675913676698,126.91855663325,20250116,1.00,1.20,1.00,기타,"사천 빗물펌프장 유입관로(D=3m, L=32m, 토피 9.6m) 추진공사시(’25.1.2., 굴진 및 매설) 지반 토사 유실로 인한 동공 발생 추정(사고지점 지반 보강 그라우팅 미실시)",0,0,0,복구완료,아스팔트 포장,0,20250317,00010101,1
20250010,서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동 1017,37.5622057682356,126.951051271738,20250305,1.00,0.70,1.80,,신촌힐스테이트 주변 하수관로 접합부 이탈에 따른 토사 유실,0,0,0,복구완료,도로포장,0,20250305,00010101,1
20250012,서울특별시,강북구,미아동,서울특별시 강북구 미아동 793-43,37.6281391630578,127.018201711201,20250116,1.00,1.00,0.60,,하수도 노후화에 의한 침하,0,0,0,임시복구,굴착 후 임시 복구,0,20250116,00010101,1
20250014,서울특별시,송파구,마천동,서울특별시 송파구 마천동 211-142,37.4960338582304,127.154526936365,20250317,1.00,0.50,1.40,기타,원인 불명,0,0,0,복구완료,송파구 치수과 지하매설물 및 하수관로 이상여부 확인 후 복구 완료,0,20250306,00010101,1
20250016,서울특별시,강동구,명일동,서울특별시 강동구 명일동 명일동 216-9,37.545925073039,127.155740403036,20250324,18.00,20.00,20.00,기타,조사중,1,1,1,복구중,사고원인 조사 후 복구예정,0,20250430,00010101,1
20250018,서울특별시,강서구,화곡동,서울특별시 강서구 화곡동 1117-13,37.5520578118007,126.850184202418,20250117,0.30,0.30,0.30,기타,"단순 도로침하
",0,1,0,복구완료,하수관로 및 전력관로 등 지하매설물 점검 및 복구조치,0,20250117,00010101,1
20250024,서울특별시,송파구,잠실동,서울특별시 송파구 잠실동 20,37.5118800951789,127.08199527045,20250328,1.00,2.00,0.10,기타,장기 침하 등 추정,0,0,0,복구완료,"1mx1m , 2개소 아스콘 복구완료",0,20250401,00010101,1
20250033,서울특별시,성북구,정릉동,서울특별시 성북구 정릉동 508-1,37.5995564264726,127.006583328653,20250417,0.25,0.30,2.00,,하수맨홀 하부슬라브 파손 부분으로 하수가 흐르면서 토사 유실되어 동공 발생,0,0,0,복구완료,동공 복구 및 맨홀 인버트 보수 완료,0,20250417,00010101,1
20250039,서울특별시,중랑구,면목동,서울특별시 중랑구 면목동 1066-7,37.5821004086974,127.09499035276,20250423,1.00,1.50,0.50,기타,수도누수로 인한 도로함몰,0,0,0,임시복구,"상수관로 복구, 수질검사 및 아스팔트 포장",2000000,20250424,00010101,1
20250042,서울특별시,강북구,미아동,서울특별시 강북구 미아동 791-3896,37.6284412368816,127.018945267403,20250430,1.00,1.00,1.00,,하수관로 파손에 의한 토사유실 추정,0,0,1,복구완료,하수관로 개량 및 도로포장 복구,0,20250429,00010101,1
20250043,서울특별시,동작구,상도동,서울특별시 동작구 상도동 527-2,37.5056648848452,126.944492553355,20250420,0.25,0.25,1.00,,하수맨홀 구체 파손,0,0,0,복구완료,하수맨홀 교체 및 굴착복구 완료,0,20250420,00010101,1
20250045,서울특별시,강남구,대치동,서울특별시 강남구 대치동 947-3 영동대로 삼탄빌딩,37.5067958134685,127.063072628587,20250427,1.00,2.00,0.90,기타,토양의 압밀 침하로 인한 지반침하,0,0,0,복구완료,지반침하 부분 토사 주입하여 임시복구 완료,0,20250427,00010101,1
20250046,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 835-69,37.4928301510343,127.035330229784,20250426,0.50,0.50,1.00,,"토사 유실로 인한 단순 침하, 인근 지장물 없음",0,0,0,복구완료,토사 주입 후 다짐,0,20250426,00010101,1
20250049,서울특별시,강남구,도곡동,서울특별시 강남구 도곡동 543-7,37.4922748332904,127.043511837517,20250512,1.50,1.20,0.10,,치수과 공사 다짐 불량으로 치수과 연간단가 복구 예정,0,0,0,임시복구,"라바콘, 모래주머니",0,20250512,00010101,1
20250053,서울특별시,동대문구,회기동,서울특별시 동대문구 회기동 60-104,37.5917967992063,127.049936318026,20250516,1.00,1.00,1.00,기타,기존관 및 신설관 이음부 이격으로 인한 토사 유실,0,0,1,복구완료,기존관 및 신설관 관경 확보하여 수밀밸트로 이음부 보강,0,20250516,00010101,1
20250056,서울특별시,서초구,서초동,서울특별시 서초구 서초동 사평대로 376-2,37.5042040311426,127.024123820963,20250507,4.00,10.00,0.10,기타,지하철  가시설 주변 토류판 부식으로 인한 장기 지반침하,0,0,0,복구완료,"아스콘 포설 다짐, 표층 복구",0,20250507,00010101,1
20250057,서울특별시,서초구,서초동,서울특별시 서초구 서초동 사평대로 376-2,37.5042040311426,127.024123820963,20250517,1.50,1.50,0.08,기타,지하철 가시설 주변 장기 지반침하,0,0,1,복구완료,"아스콘 포설 다짐, 표층복구",0,20250518,00010101,1
20250059,서울특별시,동작구,대방동,서울특별시 동작구 대방동 393-62,37.5004059540793,126.927916516232,20250529,0.80,0.80,1.00,,하수관 파손으로 인한 토사 유출 추정,0,0,0,복구중,하수관 교체 및 되메우기,0,20250529,00010101,1
