해당기관,년도,발생일자,세부위치,발생원인,조치결과
부산광역시 중구,2018,2018-03-07,영주동 모노레일 삼거리,해빙기 잦은 우천에 따른 노면수 침투로 지하 내 토사유실로 추정,응급복구공사 및 아스팔트 포장 완료
