saupNo,saupNm,proStage,maxDigDepth,no
20211766,광주광역시 남구 봉선동 624-1번지 주상복합 신축공사 ,제출완료,17.96,3436
20211767,관양동 919 지식산업센터 신축공사,정보수정중,13.44,3437
20211768,남산스퀘어 리모델링 증축공사,제출완료,15.58,3438
20211769,화도읍 묵현리 296-3 주상복합 신축공사(재협의),제출완료,14.68,3439
20211771,동두천 송내동 공동주택 신축공사,제출완료,12.60,3440
20211772,대구시 달서구 본동 741 주상복합 신축공사,제출완료,18.93,3441
20211773,"서교동 363-14,15 근린생활시설 신축공사",제출완료,16.61,3442
20211774,대전광역시 동구 원동 96BL 업무시설 신축공사,사업 등록 완료,19.80,3443
20211775,남도라일락성남황실아파트 주택재건축 정비사업,제출완료,19.06,3444
20211776,안성시 죽산면 당목리 물류센터 신축공사,사업 등록 완료,32.00,3445
20211777,포항 죽도동 주상복합 신축공사,제출완료,18.50,3446
20211778,나라키움 관악 복합관사 개발사업,제출완료,10.90,3447
20211779,수원시 권선구 서둔동 공동주택 신축공사,제출완료,13.12,3448
20211780,김포시 풍무동 풍무2지구 오피스텔 신축공사,정보수정중,17.89,3449
20211781,송파구 오금동 주상복합아파트 신축공사,제출완료,12.97,3450
20211782,위비스뚝섬사옥신축공사,사업 등록 완료,28.10,3451
20211783,서울시 마포구 노고산동 31-77번지 주거복합 신축공사,제출완료,31.95,3452
20211784,송도영남아파트 재건축정비사업,제출완료,11.35,3453
20211785,전남 화순군 화순읍 삼천리 OO주상복합 신축공사,제출완료,18.78,3454
20211786,도곡동 946-14번 업무시설 신축공사,제출완료,13.37,3455
20211788,하남감일지구 자족시설용지 4BL 지식산업센터 신축공사,정보수정중,26.18,3456
20211789,인천부평 저온창고 신축공사,제출완료,19.69,3457
20211790,청주 테크노폴리스 S1블럭 주상복합 신축공사,제출완료,15.14,3458
20211791,"원남동 오피스텔 A,B동 사후지하안전영향조사 용역",사업 등록 완료,24.60,3459
20211792,강남구 역삼동 823-5번지 오피스텔 신축공사,제출완료,11.16,3460
20211793,시흥서울 연결도로 민간투자사업,제출완료,46.20,3461
20211794,수원시 팔달구 인계동 업무시설 및 근린생활시설 신축공사,제출완료,14.63,3462
20211795,청북읍 어연리 일대 물류센터 신축공사,제출완료,15.73,3463
20211796,여수 00주상복합 신축공사,제출완료,13.83,3464
20211797,시화MTV 오피스텔-3 신축공사,제출완료,23.43,3465
20211798,회야계통 송수관로 복선화사업(상개삼거리~명촌교북단) 지하안전영향평가 용역,제출완료,10.76,3466
20211799,대전시 서구 월평동 주상복합 신축공사,제출완료,19.81,3467
20211800,"합정동 378-3,17 공동주택(아파트) 신축공사",사업 등록 완료,15.00,3468
20211801,의왕 고천동 물류센터 신축공사,제출완료,42.70,3469
20211802,양양 생활숙박시설 신축공사,제출완료,27.96,3470
20211803,중앙역세권 [THE 162] 신축공사,제출완료,19.00,3471
20211804,인천 부개동 248번지 공동주택 신축공사,사업 등록 완료,10.31,3472
20211805,대구시 동구 효목동 507-3 일원 공동주택 신축공사,제출완료,17.48,3473
20211806,마포구 동교동 161-3 신축공사,제출완료,16.90,3474
20211807,경북도청이전신도시 아우름타워 신축공사,사업 등록 완료,16.50,3475
20211808,북아현2재정비촉진지구 복합청사,제출완료,16.75,3476
20211809,인천광역시 서구 청라동 152-8 신축공사,제출완료,15.36,3477
20211810,서울시 용산구 서빙고동 4-153번지 일대 공동주택신축공사,제출완료,21.66,3478
20211811,"마포로5구역 제10,11지구 도시정비형 재개발사업",제출완료,32.21,3479
20211812,지식정보타운 1-A-3 신축공사,제출완료,24.33,3480
20211813,울산광역시 동구 일산동 주상복합 신축공사 지하안전영향평가,정보수정중,21.87,3481
20211814,춘천~속초 철도건설 제1공구(T/K),제출완료,62.26,3482
20211815,동대문구 휘경동 역세권 청년주택 신축공사 ,제출완료,23.20,3483
20211816,이천 부악근린공원 조성사업 내 공동주택 신축공사,제출완료,25.41,3484
20211817,(재협의)도마변동11 재정비 촉진구역 주택재개발 정비사업,제출완료,20.53,3485
20211818,용산구 한남동 복합시설 신축설계,제출완료,18.59,3486
20211819,본리동(379-1) 주거복합단지 신축공사,제출완료,21.92,3487
20211820,의정부시 의정부동 9-43번지 주상복합 신축공사 지하안전영향평가서,제출완료,30.90,3488
20211821,대구광역시 도원아파트 가로주택 정비사업,제출완료,25.86,3489
20211823,대구시 동구 효목동 484-4 일원 공동주택 신축공사,제출완료,17.48,3490
20211824,(재협의)남양주 수동면 운수리 물류창고 신축공사,제출완료,31.88,3491
20211825,사상구 모라동 공동주택 신축공사,제출완료,13.80,3492
20211826,"양주 옥정 지원 4-1,2BL 지식산업센터 신축공사",제출완료,21.94,3493
20211827,평택지역 전기공급시설 전력구공사(오산-평택 등),제출완료,44.68,3494
20211828,북천안 입장면 시장리 물류센터 신축공사,제출완료,15.52,3495
20211829,군포역세권 복합개발사업 지식산업센터 신축공사,제출완료,16.07,3496
20211830,군포역세권 복합개발사업 오피스텔 신축공사,제출완료,23.17,3497
20211831,거창군 거창읍 가지리 1323-4번지 일원 포르시엘더샵2차 공동주택  신축공사,제출완료,19.96,3498
20211832,"고양시 덕은지구 업무용지 8,9BL 복합시설 신축공사",제출완료,19.96,3499
20211833,고양시 덕은지구 업무용지 10BL 복합시설 신축공사,제출완료,19.96,3500
20211834,향동지구 (향동7-2BL) 업무시설 신축공사,제출완료,27.01,3501
20211835,광주 남구 장미 주택재건축 신축공사,제출완료,12.01,3502
20211836,국가소유 공공폐수처리시설(여수)노후 폐수관로 정비사업,제출완료,14.10,3503
20211837,양천구 목동서로 387 로프트하우스 신축공사,제출완료,19.95,3504
20211838,춘천 학곡지구 A1-2BL 공동주택 신축공사,제출완료,19.75,3505
20211839,복현동 럭키5차아파트 소규모재건축정비사업,제출완료,18.28,3506
20211840,금오-상계-노원 전력구 지하안전영향평가,제출완료,49.67,3507
20211841,대구광역시 수성구 만촌동 주거복합 신축공사,제출완료,27.87,3508
20211842,종로구 숭인동 1383-2 업무시설 및 근생시설 신축공사,제출완료,15.24,3509
20211843,인천시 부평구 부평동 185-51외 10필지 신축공사,제출완료,26.07,3510
20211845,만수공공하수처리시설 증설 민간투자사업,제출완료,18.83,3511
20211846,수원시 권선구 호매실동 1406-7 ㈜하이페리온 신축공사,제출완료,14.87,3512
20211847,(재협의)화성동탄2지구 A58블록 공동주택 신축공사,제출완료,15.50,3513
20211848,삼성동 오피스텔 신축공사,제출완료,31.47,3514
20211849,고양시 향동동 468번지 신축공사,제출완료,23.29,3515
20211850,신사동 664-12 신축공사,제출완료,34.50,3516
20211851,아산시 용화체육공원 민간개발조성사업 1BL 공동주택 신축공사,사업 등록 완료,17.61,3517
20211852,화성동탄2 여울공원 지하주차장 및 연결보행로 설치공사 소규모 지하안정영향평가 ,제출완료,15.45,3518
20211853,동구 호남동 oo숙박시설 신축공사,제출완료,19.14,3519
20211855,부천시 심곡동 391-1외 4필지 주상복합 신축공사,제출완료,17.32,3520
20211856,부천시 옥길동 793-1번지(자족 3-1) 지식산업센터 신축공사,제출완료,15.14,3521
20211857,장안동 오피스텔 신축공사,제출완료,18.86,3522
20211858,성수동 2가 289-292번지 복합시설 신축공사,제출완료,19.24,3523
20211859,"인천광역시 청라동 152-5,6 오피스텔 신축공사",제출완료,15.86,3524
20211861,노원구 상계동 역세권 청년주택 신축공사,제출완료,23.56,3525
20211862,용두동 255-56번지 신축공사,사업 등록 완료,17.60,3526
20211863,응암동 35-85일원 00아파트 신축공사,제출완료,18.90,3527
20211864,고창군 고창읍 읍내리 616-2 주거복합 신축공사,제출완료,16.25,3528
20211865,동대문구 이문동 346-121번지 오피스텔 신축공사,제출완료,26.10,3529
20211866,"대전 도안지구 상업용지 1-1,2오피스텔 신축공사",제출완료,22.69,3530
20211867,파주 운정3지구 F6-2-1BL OO프라자 신축공사,제출완료,15.19,3531
20211868,검단16호공원 개발행위 특례사업,제출완료,34.70,3532
20211869,오송 바이오폴리스지구 근린생활시설 신축공사,제출완료,15.79,3533
20211870,이천시 안흥동 주상복합 신축공사,사업 등록 완료,30.50,3534
20211871,(재협의)세종 6-4 생활권 UR1-1 개발사업,제출완료,19.90,3535
20211872,(재협의)세종 6-4 생활권 UR1-2 개발사업,제출완료,19.90,3536
20211874,반포동 74-1 근린생활시설 신축공사 ,제출완료,13.00,3537
20211875,오산세교2지구 A-14BL 우미린 공동주택 신축공사,제출완료,14.44,3538
20211876,판교 제2테크노밸리 E8-3블럭 업무시설 신축공사 ,제출완료,23.89,3539
20211877,구로세무서 신축공사,제출완료,13.19,3540
20211878,테헤란로 108 영림빌딩 증축공사,제출완료,18.15,3541
20211879,서울도시철도 9호선 4단계 연장사업(1공구~3공구) 건설공사,제출완료,45.56,3542
20211880,대구광역시 달서구 본리동 380-1일원 주상복합 신축공사,제출완료,19.09,3543
20211881,지오앤지 기장 물류센터 신축공사,제출완료,19.60,3544
20211882,송파구 가락동 99번지 오피스텔 개발사업,제출완료,40.56,3545
20211883,강남세브란스병원 주차장동 증축,제출완료,42.86,3546
20211884,호원 원도봉 체육센터 신축공사,제출완료,11.86,3547
20211885,충청북도 청주시 서원구 현도면 죽암리 273번지 일원 물류센터 신축공사,제출완료,43.13,3548
20211886,신촌 도시형 생활주택 신축공사,제출완료,27.18,3549
20211887,응암동 770-5 건완 아파트 신축공사,제출완료,18.90,3550
20211888,범일2구역 재개발정비사업,제출완료,19.80,3551
20211889,인천시 남동구 논현동 오피스텔 신축공사,제출완료,19.90,3552
20211890,이천시 부발공공하수도시설 설치사업  소규모지하안전영향평가,제출완료,11.70,3553
20211891,관악구 신림동 1424-22번지 외 1필지 복합건축 신축공사,제출완료,24.06,3554
20211892,수원시 권선구 호매실동 1401-3  근생 및 오피스텔 신축공사,제출완료,19.39,3555
20211893,을지로3가 제9지구 도시정비형 재개발사업,제출완료,32.10,3556
20211894,"인천 검단신도시 일상 C2-1-1,2블럭 복합시설 신축공사",제출완료,18.88,3557
20211895,인천 청라국제도시 (157-11) 오피스텔 신축공사,제출완료,16.62,3558
20211896,영등포동8가 59-2 업무시설 신축공사,제출완료,15.25,3559
20211898,시흥시 오복동 도시개발사업조합 1동 신축공사(재협의),제출완료,19.76,3560
20211899,고령군 다산면 좌학리 공동주택 신축공사,제출완료,19.30,3561
20211900,동대문구 휘경동 역세권 청년주택 신축공사,제출완료,19.86,3562
20211901,동두천 주공생연아파트 주택재건축 정비사업,제출완료,14.71,3563
20211902,군포복합문화센터 소규모 지하안전영향평가,제출완료,14.20,3564
20211903,풍산동588-3신축공사,제출완료,19.86,3565
20211904,천안신부 행복주택 건설사업 소규모 지하안전영향평가,제출완료,12.76,3566
20211905,(재협의)노원구 상계동 역세권 청년주택 신축공사,사업 등록 완료,23.56,3567
20211906,여수 만흥동 공동주택 신축사업(만흥동 1441-1번지 일원),제출완료,15.19,3568
20211907,(재협의)㈜우진산전 고덕사옥 신축공사,제출완료,18.69,3569
20211908,강서구 화곡동 987-5외 4필지 오피스텔 신축공사,제출완료,16.45,3570
20211909,미추홀구 용현동 업무시설(오피스텔) 신축공사,제출완료,17.40,3571
20211910,고성군 죽왕면 삼포리 315 생활형 숙박시설 놀이형 운동시설 개발계획 소규모지하안전영향평가용역,제출완료,19.56,3572
20211911,(재협의)천안시 신갈리 물류센터 신축공사,제출완료,14.14,3573
20211913,(재협의)화성동탄 A-60BL 공동주택 신축공사,제출완료,14.76,3574
20211914,안양시 동안구 호계동 주상복합 신축공사,제출완료,13.81,3575
20211915,(긴급)고덕광역도로 1B(국도1호선 접속부~동부우회도로)개설공사 지하안전영향평가,제출완료,27.23,3576
20211916,대전광역시 중구 유천동 주상복합 신축공사,제출완료,23.95,3577
20211917,청담동 91-10번지 업무복합시설 신축공사,제출완료,19.90,3578
20211918,용산구 한남동 이태원랜드 신축공사,제출완료,30.85,3579
20211919,용현·학익 1블럭 도시개발사업 공동주택 신축공사(공동4),제출완료,15.25,3580
20211920,ICN11 김포데이터센터,제출완료,17.06,3581
20211921,"하남미사 자족4-2,3BL 지식산업센터 신축공사",제출완료,19.45,3582
20211922,삼천포 실안 관광지 호텔&amp;리조트 복합시설 신축공사,제출완료,18.81,3583
20211923,화성시 제2동탄신도시 근생28-1블록 근린생활시설 신축공사,사업 등록 완료,13.00,3584
20211924,대구광역시 서구 비산동 주상복합 신축공사,제출완료,16.95,3585
20211925,(재협의)인천도시철도 1호선 검단연장선 1공구 건설공사 ,제출완료,44.38,3586
20211926,동탄2신도시 지원 19BL 복합시설 신축공사,제출완료,19.88,3587
