facilNo,facilNm,startYmd,endYmd,dignGbn,no
ELE1993-000006,신장C/H인출 관로,20210702,20210702,육안조사,929
ELE1993-000007,덕소C/H인출 관로,20191129,20191129,육안조사,930
ELE1993-000007,덕소C/H인출 관로,20201008,20201008,육안조사,931
ELE1993-000007,덕소C/H인출 관로,20210702,20210702,육안조사,932
ELE1993-000008,강남구 관내 전기설비,20191125,20191205,육안조사,933
ELE1993-000008,강남구 관내 전기설비,20201102,20201130,육안조사,934
ELE1993-000010,쌍문-미아 관로,20211025,20211029,육안조사,935
ELE1993-000011,4호선 전력구,20211025,20211029,육안조사,936
ELE1993-000012,미아인출 전력구,20211025,20211029,육안조사,937
ELE1993-000017,전기관로,20220405,20220521,공동조사,938
ELE1994-000002,구공 전력구,20191114,20191114,육안조사,939
ELE1994-000002,구공 전력구,20181116,20181116,육안조사,940
ELE1994-000003,구공 전력구,20191121,20191121,육안조사,941
ELE1994-000003,구공 전력구,20181116,20181116,육안조사,942
ELE1994-000020,신현 전력구,20200915,20200915,육안조사,943
ELE1994-000020,신현 전력구,20211025,20211127,육안조사,944
ELE1994-000021,신현 전력구,20191220,20191220,육안조사,945
ELE1994-000021,신현 전력구,20200915,20200915,육안조사,946
ELE1994-000021,신현 전력구,20211111,20211118,육안조사,947
ELE1994-000022,칠전M23-M32,20190806,20190806,육안조사,948
ELE1994-000023,수서 전력구,20191125,20191125,육안조사,949
ELE1994-000023,수서 전력구,20201014,20201014,육안조사,950
ELE1994-000023,수서 전력구,20210705,20210705,육안조사,951
ELE1994-000024,신장 전력구,20191129,20191129,육안조사,952
ELE1994-000024,신장 전력구,20201008,20201008,육안조사,953
ELE1994-000024,신장 전력구,20210702,20210702,육안조사,954
ELE1994-000026,강동-풍납 관로,20191128,20191128,육안조사,955
ELE1994-000026,강동-풍납 관로,20200721,20200724,육안조사,956
ELE1994-000026,강동-풍납 관로,20210901,20210901,육안조사,957
ELE1994-000034,구명관로,20210901,20210901,육안조사,958
ELE1995-000001,부평 전력구,20191114,20191114,육안조사,959
ELE1995-000001,부평 전력구,20181122,20181122,육안조사,960
ELE1995-000002,부천-신정 관로,20191114,20191114,육안조사,961
ELE1995-000002,부천-신정 관로,20181102,20181102,육안조사,962
ELE1995-000004,북시화서시화 전력구/관로,20191128,20191128,육안조사,963
ELE1995-000004,북시화서시화 전력구/관로,20201127,20201127,육안조사,964
ELE1995-000005,군자 인출 전력구,20191018,20191018,육안조사,965
ELE1995-000005,군자 인출 전력구,20211022,20211028,육안조사,966
ELE1996-000002,154kV 수전선로,20191101,20191120,육안조사,967
ELE1996-000002,154kV 수전선로,20201109,20201122,육안조사,968
ELE1996-000003,두서227 - 두서228,20190101,20191231,육안조사,969
ELE1996-000004,남인천-학익 관로,20191220,20191220,육안조사,970
ELE1996-000004,남인천-학익 관로,20200914,20200914,육안조사,971
ELE1996-000004,남인천-학익 관로,20211111,20211118,육안조사,972
ELE1996-000005,학익-연수 관로,20191220,20191220,육안조사,973
ELE1996-000005,학익-연수 관로,20200914,20200914,육안조사,974
ELE1996-000005,학익-연수 관로,20211111,20211118,육안조사,975
ELE1996-000006,인천-남인천 관로,20191220,20191220,육안조사,976
ELE1996-000006,인천-남인천 관로,20200914,20200914,육안조사,977
ELE1996-000006,인천-남인천 관로,20211111,20211117,육안조사,978
ELE1996-000007,남인천-학익 관로,20191220,20191220,육안조사,979
ELE1996-000007,남인천-학익 관로,20200914,20200914,육안조사,980
ELE1996-000007,남인천-학익 관로,20211111,20211117,육안조사,981
ELE1996-000008,학익-연수 관로,20191220,20191220,육안조사,982
ELE1996-000008,학익-연수 관로,20200914,20200914,육안조사,983
ELE1996-000008,학익-연수 관로,20211103,20211103,육안조사,984
ELE1996-000009,서시화전력구,20191128,20191128,육안조사,985
ELE1996-000009,서시화전력구,20201127,20201127,육안조사,986
ELE1996-000010,시화동시화 관로,20191127,20191127,육안조사,987
ELE1996-000010,시화동시화 관로,20201127,20201127,육안조사,988
ELE1996-000011,구리S/S인출 전력구,20201019,20201019,육안조사,989
ELE1996-000011,구리S/S인출 전력구,20211014,20211014,육안조사,990
ELE1996-000012,미금S/S인출 전력구,20191014,20191014,육안조사,991
ELE1996-000012,미금S/S인출 전력구,20201021,20201021,육안조사,992
ELE1996-000012,미금S/S인출 전력구,20211014,20211014,육안조사,993
ELE1996-000013,영오(전력구),20191109,20191109,육안조사,994
ELE1996-000014,양지-개포 관로,20191126,20191126,육안조사,995
ELE1996-000014,양지-개포 관로,20201021,20201021,육안조사,996
ELE1996-000014,양지-개포 관로,20210705,20210705,육안조사,997
ELE1996-000015,개포-수서 관로,20191126,20191126,육안조사,998
ELE1996-000015,개포-수서 관로,20201014,20201014,육안조사,999
ELE1996-000015,개포-수서 관로,20210705,20210705,육안조사,1000
ELE1996-000017,구의분기 관로,20211022,20211029,육안조사,1001
ELE1996-000018,화양-뚝도 관로,20211022,20211029,육안조사,1002
ELE1996-000019,상계-창동 전력구,20211022,20211101,육안조사,1003
ELE1996-000020,상계-창동 관로,20211025,20211029,육안조사,1004
ELE1996-000021,쌍문-미아 관로,20211025,20211029,육안조사,1005
ELE1996-000022,쌍문-창동 관로,20211025,20211029,육안조사,1006
ELE1996-000029,북부산-남부산전력구(북부산),20210514,20210514,육안조사,1007
ELE1997-000002,임학 배전전력구,20201026,20201026,육안조사,1008
ELE1997-000002,임학 배전전력구,20211001,20211005,육안조사,1009
ELE1997-000003,등촌전력구,20191115,20191215,육안조사,1010
ELE1997-000003,등촌전력구,20181120,20181120,육안조사,1011
ELE1997-000004,양평인출 전력구,20181115,20181115,육안조사,1012
ELE1997-000004,양평인출 전력구,20191120,20191120,육안조사,1013
ELE1997-000005,신현-송현 관로,20200915,20200915,육안조사,1014
ELE1997-000005,신현-송현 관로,20211025,20211127,육안조사,1015
ELE1997-000006,남동-동춘 관로,20191127,20191127,육안조사,1016
ELE1997-000006,남동-동춘 관로,20201125,20201125,육안조사,1017
ELE1997-000007,남춘천 배전전력구(인출),20191205,20191205,육안조사,1018
ELE1997-000008,미금성동 전력구,20201019,20201019,육안조사,1019
ELE1997-000008,미금성동 전력구,20210503,20210610,공동조사,1020
ELE1997-000008,미금성동 전력구,20211014,20211014,육안조사,1021
ELE1997-000009,미금성동 전력구,20191014,20191014,육안조사,1022
ELE1997-000009,미금성동 전력구,20201021,20201021,육안조사,1023
ELE1997-000009,미금성동 전력구,20211014,20211014,육안조사,1024
ELE1997-000010,임학변전소 인출(전력구),20191203,20191203,육안조사,1025
ELE1997-000011,임학변전소 인출(관로),20191203,20191203,육안조사,1026
ELE1997-000012,임학 전력구,20191204,20191204,육안조사,1027
ELE1997-000013,남춘천 배전전력구(좌측),20191205,20191205,육안조사,1028
ELE1997-000014,남춘천 배전전력구(우측),20191205,20191205,육안조사,1029
ELE1997-000015,후평M1-M4,20190821,20190821,육안조사,1030
ELE1997-000016,선릉인출 전력구,20191125,20191125,육안조사,1031
ELE1997-000016,선릉인출 전력구,20200910,20200910,육안조사,1032
ELE1997-000016,선릉인출 전력구,20210901,20210901,육안조사,1033
ELE1997-000018,명장전력구,20210908,20210908,육안조사,1034
ELE1997-000021,구포연결전력구,20210616,20210616,육안조사,1035
ELE1997-000027,임학 전력구,20211104,20211104,육안조사,1036
ELE1998-000001,신광명-영등포 전력구,20191114,20191114,육안조사,1037
ELE1998-000001,신광명-영등포 전력구,20181115,20181115,육안조사,1038
ELE1998-000002,화곡-마곡 관로,20191115,20191115,육안조사,1039
ELE1998-000002,화곡-마곡 관로,20181102,20181102,육안조사,1040
ELE1998-000003,경서전력구,20191128,20191128,육안조사,1041
ELE1998-000003,경서전력구,20201130,20201130,육안조사,1042
ELE1998-000003,경서전력구,20211103,20211103,육안조사,1043
ELE1998-000004,신시흥-남동 관로,20191128,20191128,육안조사,1044
ELE1998-000004,신시흥-남동 관로,20201126,20201126,육안조사,1045
ELE1998-000005,서인천-신부평전력구,20191204,20191204,육안조사,1046
ELE1998-000006,신부평전력구(서인천-신부평),20191204,20191204,육안조사,1047
ELE1998-000007,부평-부흥관로,20191207,20191207,육안조사,1048
ELE1998-000008,중앙M10-M25,20190729,20190729,육안조사,1049
ELE1998-000009,신동M1-M4,20190806,20190806,육안조사,1050
ELE1998-000010,퇴계M64-M81,20190808,20190808,육안조사,1051
ELE1998-000011,후석M3-M12,20190808,20190808,육안조사,1052
ELE1998-000012,후석M12-M18,20190808,20190808,육안조사,1053
ELE1998-000014,후석M18-M40,20190821,20190821,육안조사,1054
ELE1998-000015,후평M6-M7,20190821,20190821,육안조사,1055
ELE1998-000016,영등포-마포(관로),20191108,20191109,육안조사,1056
ELE1998-000018,수서-가락 관로,20191120,20191120,육안조사,1057
ELE1998-000018,수서-가락 관로,20200813,20200813,육안조사,1058
ELE1998-000018,수서-가락 관로,20210709,20210709,육안조사,1059
ELE1998-000020,154kV 신양재-사당T/L,20201101,20201201,육안조사,1060
ELE1998-000020,154kV 신양재-사당T/L,20211001,20211031,육안조사,1061
ELE1998-000021,154kV 신성남-사당T/L,20201101,20201201,육안조사,1062
ELE1998-000021,154kV 신성남-사당T/L,20211001,20211130,육안조사,1063
ELE1998-000023,방어진S/S인출전력구,20191120,20191120,육안조사,1064
ELE1998-000023,방어진S/S인출전력구,20210512,20210512,육안조사,1065
ELE1998-000024,신당-한남 전력구,20211013,20211029,육안조사,1066
ELE1998-000038,신부평 전력구(서구),20201110,20201110,육안조사,1067
ELE1998-000038,신부평 전력구(서구),20211101,20211101,육안조사,1068
ELE1998-000039,임학-계양 관로,20211104,20211104,육안조사,1069
ELE1998-000040,신부평 전력구(계양구),20211104,20211104,육안조사,1070
ELE1998-000041,부평-부흥관로,20201112,20201112,육안조사,1071
ELE1998-000041,부평-부흥관로,20211102,20211102,육안조사,1072
ELE1998-000046,신풍전력구(배전용),20220701,20220718,공동조사,1073
ELE1999-000002,"#1, 2 T/L 지중 선로",20191209,20191212,육안조사,1074
ELE1999-000003,영종전력구,20191129,20191129,육안조사,1075
ELE1999-000004,관교분기 전력구,20191220,20191220,육안조사,1076
ELE1999-000004,관교분기 전력구,20200914,20200914,육안조사,1077
ELE1999-000004,관교분기 전력구,20211025,20211111,육안조사,1078
ELE1999-000005,신가자-신현 관로,20200915,20200915,육안조사,1079
ELE1999-000005,신가자-신현 관로,20211025,20211127,육안조사,1080
ELE1999-000005,신가자-신현 관로,20211025,20211127,육안조사,1081
ELE1999-000006,신가좌-신현 관로,20191220,20191220,육안조사,1082
ELE1999-000006,신가좌-신현 관로,20200915,20200915,육안조사,1083
ELE1999-000006,신가좌-신현 관로,20211111,20211112,육안조사,1084
ELE1999-000008,"서인천-신부평전력구 (서인천-신부평, 지하철병행 및 부평S/S구내 관로)",20191204,20191204,육안조사,1085
ELE1999-000009,강남-선릉 관로,20191125,20191125,육안조사,1086
ELE1999-000009,강남-선릉 관로,20200910,20200910,육안조사,1087
ELE1999-000009,강남-선릉 관로,20210901,20210901,육안조사,1088
ELE1999-000011,154kV 신양재-과천T/L,20201101,20201201,육안조사,1089
ELE1999-000011,154kV 신양재-과천T/L,20211001,20211031,육안조사,1090
ELE1999-000012,신내 전력구,20211022,20211101,육안조사,1091
ELE1999-000013,안암-성동 전력구,20211020,20211028,육안조사,1092
ELE1999-000017,덕포분기관로,20210521,20210521,육안조사,1093
ELE1999-000023,동해화력 인출 지중송전설비,20210823,20211120,공동조사,1094
ELE2000-000002,신부평전력구,20191128,20191128,육안조사,1095
ELE2000-000002,신부평전력구,20201130,20201130,육안조사,1096
ELE2000-000002,신부평전력구,20211117,20211117,육안조사,1097
ELE2000-000004,화곡제2 전력구,20191115,20191115,육안조사,1098
ELE2000-000004,화곡제2 전력구,20181121,20181121,육안조사,1099
ELE2000-000005,중동-화곡 관로,20191115,20191115,육안조사,1100
ELE2000-000005,중동-화곡 관로,20181102,20181102,육안조사,1101
ELE2000-000006,중동압입 전력구,20181121,20181121,육안조사,1102
ELE2000-000006,중동압입 전력구,20191114,20191114,육안조사,1103
ELE2000-000007,중동-화곡 관로,20191114,20191114,육안조사,1104
ELE2000-000007,중동-화곡 관로,20181102,20181102,육안조사,1105
ELE2000-000008,송현인출 전력구,20191220,20191220,육안조사,1106
ELE2000-000008,송현인출 전력구,20200914,20200914,육안조사,1107
ELE2000-000008,송현인출 전력구,20211025,20211127,육안조사,1108
ELE2000-000009,신현-송현 전력구,20200915,20200915,육안조사,1109
ELE2000-000009,신현-송현 전력구,20211025,20211127,육안조사,1110
ELE2000-000010,전기설비,20190101,20191231,육안조사,1111
ELE2000-000011,전기설비,20190101,20191231,육안조사,1112
ELE2000-000012,전기설비,20190101,20191231,육안조사,1113
ELE2000-000013,전기설비,20190101,20191231,육안조사,1114
ELE2000-000014,남시화전력구,20191127,20191127,육안조사,1115
ELE2000-000014,남시화전력구,20201127,20201127,육안조사,1116
ELE2000-000015,"삼산전력구 (삼산지구, 삼산3지구신부평-고강)",20191205,20191205,육안조사,1117
ELE2000-000017,신부평-청천 (청천-부평 전력구 및 관로),20191210,20191210,육안조사,1118
ELE2000-000018,전기설비,20190101,20191231,육안조사,1119
ELE2000-000019,전기설비,20190101,20191231,육안조사,1120
ELE2000-000020,전기설비,20190101,20191231,육안조사,1121
ELE2000-000021,전기설비,20190101,20191231,육안조사,1122
ELE2000-000022,천왕인출 전력구,20191120,20191120,육안조사,1123
ELE2000-000022,천왕인출 전력구,20181116,20181116,육안조사,1124
ELE2000-000023,온수 전력구,20191120,20191120,육안조사,1125
ELE2000-000023,온수 전력구,20181123,20181123,육안조사,1126
ELE2000-000024,신광명-온수 관로,20191120,20191120,육안조사,1127
ELE2000-000024,신광명-온수 관로,20181113,20181113,육안조사,1128
ELE2000-000025,신림분기(전력구),20191104,20191104,육안조사,1129
ELE2000-000029,문정-가락 관로,20191120,20191120,육안조사,1130
ELE2000-000029,문정-가락 관로,20200813,20200813,육안조사,1131
ELE2000-000029,문정-가락 관로,20210709,20210709,육안조사,1132
ELE2000-000030,154kV 신양재-양지T/L,20201101,20201201,육안조사,1133
ELE2000-000030,154kV 신양재-양지T/L,20211001,20211031,육안조사,1134
ELE2000-000031,대림로 배전케이블 관로 ,20191101,20191130,육안조사,1135
ELE2000-000032,문래북로 배전케이블 관로,20191101,20191130,육안조사,1136
ELE2000-000033,영신로 배전케이블 관로,20191101,20191130,육안조사,1137
ELE2000-000034,문래로 배전케이블 관로,20191101,20191130,육안조사,1138
ELE2000-000036,여의나루로 배전케이블 관로,20191101,20191130,육안조사,1139
ELE2000-000037,국제금융로 배전케이블 관로,20191101,20191130,육안조사,1140
ELE2000-000038,의사당대로~은행로 배전케이블 관로,20191101,20191130,육안조사,1141
ELE2000-000039,서부간선도로 배전케이블 관로,20191101,20191130,육안조사,1142
ELE2000-000040,대방로 배전케이블 관로,20191101,20191130,육안조사,1143
ELE2000-000041,국회대로 배전케이블 관로,20191101,20191130,육안조사,1144
ELE2000-000042,신길로 배전케이블 관로 ,20191101,20191130,육안조사,1145
ELE2000-000043,"여의도동,서로 배전케이블 관로",20191101,20191130,육안조사,1146
ELE2000-000044,영등포로 배전케이블 관로,20191101,20191130,육안조사,1147
ELE2000-000045,양평로 배전케이블 관로,20191101,20191130,육안조사,1148
ELE2000-000046,당산로 배전케이블 관로 ,20191101,20191130,육안조사,1149
ELE2000-000047,도림로 배전케이블 관로,20191101,20191130,육안조사,1150
ELE2000-000058,안양-평촌,20211103,20211103,육안조사,1151
ELE2000-000061,영종(구)전력구외(배전관로),20201020,20201030,육안조사,1152
ELE2000-000062,동부산-용호관로,20210903,20210903,육안조사,1153
ELE2000-000074,신부평 전력구(부평구),20201110,20201110,육안조사,1154
ELE2000-000074,신부평 전력구(부평구),20211104,20211104,육안조사,1155
ELE2000-000075,신부평-청천 전력구 및 관로,20201110,20201110,육안조사,1156
ELE2000-000075,신부평-청천 전력구 및 관로,20211101,20211101,육안조사,1157
ELE2000-000077,영종전력구,20211201,20211201,육안조사,1158
ELE2000-000078,사직-봉명(전력구),20211207,20211207,육안조사,1159
ELE2000-000079,사직-북청주(관로),20211207,20211207,육안조사,1160
ELE2000-000080,서청주-사직(관로),20211208,20211208,육안조사,1161
ELE2001-000002,양천 전력구,20191114,20191114,육안조사,1162
ELE2001-000002,양천 전력구,20181122,20181122,육안조사,1163
ELE2001-000003,고강인출 전력구,20191114,20191114,육안조사,1164
ELE2001-000003,고강인출 전력구,20181121,20181121,육안조사,1165
ELE2001-000004,부천-신정 관로,20191114,20191114,육안조사,1166
ELE2001-000004,부천-신정 관로,20181102,20181102,육안조사,1167
ELE2001-000005,신광명-영등포 전력구,20181115,20181115,육안조사,1168
ELE2001-000005,신광명-영등포 전력구,20191120,20191120,육안조사,1169
ELE2001-000006,신광명-영등포 전력구,20191114,20191114,육안조사,1170
ELE2001-000006,신광명-영등포 전력구,20181115,20181115,육안조사,1171
ELE2001-000007,신광명-영등포 전력구,20191120,20191120,육안조사,1172
ELE2001-000007,신광명-영등포 전력구,20181115,20181115,육안조사,1173
ELE2001-000008,154Kv,20191008,20191008,육안조사,1174
ELE2001-000008,154Kv,20211020,20211020,육안조사,1175
ELE2001-000009,도곡분기 관로,20191126,20191126,육안조사,1176
ELE2001-000009,도곡분기 관로,20201021,20201021,육안조사,1177
ELE2001-000009,도곡분기 관로,20210705,20210705,육안조사,1178
ELE2001-000010,154kV 신양재-교대T/L,20201101,20201201,육안조사,1179
ELE2001-000010,154kV 신양재-교대T/L,20211001,20211031,육안조사,1180
ELE2001-000011,154kV 교대-서초T/L,20201101,20201130,육안조사,1181
ELE2001-000012,154kV 신양재-서초T/L,20201101,20201201,육안조사,1182
ELE2001-000012,154kV 신양재-서초T/L,20211001,20211031,육안조사,1183
ELE2001-000013,345kV 신성남-신양재T/L,20201101,20201201,육안조사,1184
ELE2001-000013,345kV 신성남-신양재T/L,20211001,20211031,육안조사,1185
ELE2001-000014,"신내-중계 1,2구간 관로",20211022,20211101,육안조사,1186
ELE2001-000016,수색-능곡 관로,20211014,20211020,육안조사,1187
ELE2002-000001,154kV 전력케이블,20181213,20181213,육안조사,1188
ELE2002-000001,154kV 전력케이블,20190314,20190315,육안조사,1189
ELE2002-000003,신부평 배전전력구,20191212,20191212,육안조사,1190
ELE2002-000003,신부평 배전전력구,20201023,20201023,육안조사,1191
ELE2002-000003,신부평 배전전력구,20211001,20211005,육안조사,1192
ELE2002-000004,[부평구]직경 500mm이상의 전기관로 ,20191212,20191212,육안조사,1193
ELE2002-000004,[부평구]직경 500mm이상의 전기관로 ,20201019,20201019,육안조사,1194
ELE2002-000004,[부평구]직경 500mm이상의 전기관로 ,20211001,20211005,육안조사,1195
ELE2002-000005,활천34 - 활천35,20190101,20191231,육안조사,1196
ELE2002-000006,마곡-가양 관로,20191115,20191115,육안조사,1197
ELE2002-000006,마곡-가양 관로,20181116,20181116,육안조사,1198
ELE2002-000007,신정-목동 관로,20191114,20191114,육안조사,1199
ELE2002-000007,신정-목동 관로,20181101,20181101,육안조사,1200
ELE2002-000009,대방-독산 관로,20191121,20191121,육안조사,1201
ELE2002-000009,대방-독산 관로,20181102,20181102,육안조사,1202
ELE2002-000010,대방-독산 전력구,20191121,20191121,육안조사,1203
ELE2002-000010,대방-독산 전력구,20181119,20181119,육안조사,1204
ELE2002-000011,만수분기 전력구,20191220,20191220,육안조사,1205
ELE2002-000011,만수분기 전력구,20200914,20200914,육안조사,1206
ELE2002-000011,만수분기 전력구,20211025,20211111,육안조사,1207
ELE2002-000012,신현-포스코 관로,20200915,20200915,육안조사,1208
ELE2002-000012,신현-포스코 관로,20211025,20211127,육안조사,1209
ELE2002-000013,인천인출 전력구,20191220,20191220,육안조사,1210
ELE2002-000013,인천인출 전력구,20200915,20200915,육안조사,1211
ELE2002-000013,인천인출 전력구,20211111,20211118,육안조사,1212
ELE2002-000014,신현-포스코 관로,20191220,20191220,육안조사,1213
ELE2002-000014,신현-포스코 관로,20200915,20200915,육안조사,1214
ELE2002-000014,신현-포스코 관로,20211111,20211112,육안조사,1215
ELE2002-000015,한화TP-신현 전력구,20191220,20191220,육안조사,1216
ELE2002-000015,한화TP-신현 전력구,20200915,20200915,육안조사,1217
ELE2002-000015,한화TP-신현 전력구,20211111,20211112,육안조사,1218
ELE2002-000015,한화TP-신현 전력구,20211111,20211112,육안조사,1219
ELE2002-000018,부흥-부개 (부흥분기전력구 및 관로),20191202,20191202,육안조사,1220
ELE2002-000019,대방-독산 전력구,20191121,20191121,육안조사,1221
ELE2002-000019,대방-독산 전력구,20181119,20181119,육안조사,1222
ELE2002-000020,수서-잠실 2차 관로,20191127,20191127,육안조사,1223
ELE2002-000020,수서-잠실 2차 관로,20200813,20200813,육안조사,1224
ELE2002-000020,수서-잠실 2차 관로,20210712,20210712,육안조사,1225
ELE2002-000022,154kV 신성남-염곡T/L,20201101,20201201,육안조사,1226
ELE2002-000022,154kV 신성남-염곡T/L,20211001,20211031,육안조사,1227
ELE2002-000023,154kV 논현-선릉T/L,20201101,20201201,육안조사,1228
ELE2002-000023,154kV 논현-선릉T/L,20211101,20211130,육안조사,1229
ELE2002-000024,154kV 신사-논일T/L,20201101,20201201,육안조사,1230
ELE2002-000024,154kV 신사-논일T/L,20211001,20211031,육안조사,1231
ELE2002-000025,북울산관로,20191112,20191112,육안조사,1232
ELE2002-000025,북울산관로,20210507,20210507,육안조사,1233
ELE2002-000026,중계인출 전력구,20211022,20211101,육안조사,1234
ELE2002-000030,부천-역곡 1차 전력구,20201118,20201118,육안조사,1235
ELE2002-000030,부천-역곡 1차 전력구,20211105,20211105,육안조사,1236
ELE2002-000031,"부천-역곡 2,3차 전력구 및 관로",20201118,20201118,육안조사,1237
ELE2002-000031,"부천-역곡 2,3차 전력구 및 관로",20211105,20211105,육안조사,1238
ELE2002-000032,부천-원미 전력구,20201112,20201112,육안조사,1239
ELE2002-000032,부천-원미 전력구,20211105,20211105,육안조사,1240
ELE2002-000033,부흥-부개 전력구 및 관로,20201112,20201112,육안조사,1241
ELE2002-000033,부흥-부개 전력구 및 관로,20211104,20211104,육안조사,1242
ELE2003-000001,계양전력구,20191127,20191127,육안조사,1243
ELE2003-000001,계양전력구,20201127,20201127,육안조사,1244
ELE2003-000001,계양전력구,20211108,20211108,육안조사,1245
ELE2003-000002,직동1 - 직동2,20190101,20191231,육안조사,1246
ELE2003-000003,직동2 - 직동3,20190101,20191231,육안조사,1247
ELE2003-000004,직동3 - 직동4,20190101,20191231,육안조사,1248
ELE2003-000005,직동4 - 직동5,20190101,20191231,육안조사,1249
ELE2003-000006,직동5 - 직동6,20190101,20191231,육안조사,1250
ELE2003-000007,직동6- 직동7,20190101,20191231,육안조사,1251
ELE2003-000008,직동7 - 직동8,20190101,20191231,육안조사,1252
ELE2003-000009,직동8 - 직동9,20190101,20191231,육안조사,1253
ELE2003-000010,직동9 - 직동10,20190101,20191231,육안조사,1254
ELE2003-000011,영목 전력구,20191114,20191114,육안조사,1255
ELE2003-000011,영목 전력구,20181122,20181122,육안조사,1256
ELE2003-000012,영등포-목동 관로,20191114,20191114,육안조사,1257
ELE2003-000012,영등포-목동 관로,20181102,20181102,육안조사,1258
ELE2003-000013,계양-북변(1차) 관로,20191127,20191127,육안조사,1259
ELE2003-000013,계양-북변(1차) 관로,20201127,20201127,육안조사,1260
ELE2003-000013,계양-북변(1차) 관로,20211101,20211101,육안조사,1261
ELE2003-000014,동춘-동송도 관로,20191127,20191127,육안조사,1262
ELE2003-000014,동춘-동송도 관로,20201125,20201125,육안조사,1263
ELE2003-000015,덕소S/S인출 전력구,20191014,20191014,육안조사,1264
ELE2003-000015,덕소S/S인출 전력구,20201021,20201021,육안조사,1265
ELE2003-000015,덕소S/S인출 전력구,20211020,20211020,육안조사,1266
ELE2003-000016,덕소인출(덕소-팔당) 관로,20191014,20191014,육안조사,1267
ELE2003-000016,덕소인출(덕소-팔당) 관로,20201021,20201021,육안조사,1268
ELE2003-000016,덕소인출(덕소-팔당) 관로,20211020,20211020,육안조사,1269
ELE2003-000017,덕소인출(신장-덕소) 관로,20191014,20191014,육안조사,1270
ELE2003-000017,덕소인출(신장-덕소) 관로,20201021,20201021,육안조사,1271
ELE2003-000017,덕소인출(신장-덕소) 관로,20211020,20211020,육안조사,1272
ELE2003-000018,구공-독산 전력구,20191121,20191121,육안조사,1273
ELE2003-000018,구공-독산 전력구,20181116,20181116,육안조사,1274
ELE2003-000019,154kV 신양재-도곡T/L,20201101,20201201,육안조사,1275
ELE2003-000019,154kV 신양재-도곡T/L,20211001,20211031,육안조사,1276
ELE2003-000020,154kV 신양재-개포T/L,20201101,20201201,육안조사,1277
ELE2003-000020,154kV 신양재-개포T/L,20211001,20211031,육안조사,1278
ELE2003-000023,울산-매암관로,20191113,20191113,육안조사,1279
ELE2003-000023,울산-매암관로,20201029,20201029,육안조사,1280
ELE2003-000023,울산-매암관로,20210510,20210510,육안조사,1281
ELE2003-000024,울산-매암전력구,20191113,20191113,육안조사,1282
ELE2003-000024,울산-매암전력구,20201029,20201029,육안조사,1283
ELE2003-000024,울산-매암전력구,20210510,20210510,육안조사,1284
ELE2003-000027,수색-능곡,20211015,20211015,육안조사,1285
ELE2003-000028,능곡-상암 관로(2),20211015,20211015,육안조사,1286
ELE2003-000029,능곡-상암 관로(3),20211015,20211015,육안조사,1287
ELE2003-000037,삼산전력구,20201111,20201111,육안조사,1288
ELE2003-000037,삼산전력구,20211102,20211102,육안조사,1289
ELE2004-000002,송림오거리 서측방향,20191209,20191228,육안조사,1290
ELE2004-000002,송림오거리 서측방향,20201201,20201224,육안조사,1291
ELE2004-000003,서인천복합인출 관로,20191128,20191128,육안조사,1292
ELE2004-000003,서인천복합인출 관로,20201130,20201130,육안조사,1293
ELE2004-000003,서인천복합인출 관로,20211115,20211115,육안조사,1294
ELE2004-000005,동춘-동송도 관로,20191127,20191127,육안조사,1295
ELE2004-000005,동춘-동송도 관로,20201125,20201125,육안조사,1296
ELE2004-000006,동송도-송도 관로,20191127,20191127,육안조사,1297
ELE2004-000006,동송도-송도 관로,20191127,20191127,육안조사,1298
ELE2004-000006,동송도-송도 관로,20201125,20201125,육안조사,1299
ELE2004-000007,시흥-독산 전력구,20191121,20191121,육안조사,1300
ELE2004-000007,시흥-독산 전력구,20181122,20181122,육안조사,1301
ELE2004-000009,영등포-의사당(관로),20191108,20191108,육안조사,1302
ELE2004-000010,천호 전력구,20191126,20191126,육안조사,1303
ELE2004-000010,천호 전력구,20200721,20200721,육안조사,1304
ELE2004-000010,천호 전력구,20210901,20210901,육안조사,1305
ELE2004-000011,천호분기 관로,20191126,20191126,육안조사,1306
ELE2004-000011,천호분기 관로,20200717,20200717,육안조사,1307
ELE2004-000011,천호분기 관로,20210901,20210901,육안조사,1308
ELE2004-000021,전력관로,20210323,20211130,육안조사,1309
ELE2004-000022,전력관로,20210323,20211130,육안조사,1310
ELE2005-000001,154kV 수전선로,20191101,20191222,육안조사,1311
ELE2005-000001,154kV 수전선로,20201109,20201222,육안조사,1312
ELE2005-000003,[계양구]직경 500mm 이상의 전기관로,20201020,20201020,육안조사,1313
ELE2005-000003,[계양구]직경 500mm 이상의 전기관로,20211001,20211005,육안조사,1314
ELE2005-000004,양곡인출관로,20191114,20191114,육안조사,1315
ELE2005-000005,신가좌-주안 관로,20191220,20191220,육안조사,1316
ELE2005-000005,신가좌-주안 관로,20200914,20200914,육안조사,1317
ELE2005-000005,신가좌-주안 관로,20211111,20211111,육안조사,1318
ELE2005-000006,신주 전력구,20191220,20191220,육안조사,1319
ELE2005-000006,신주 전력구,20200924,20200924,육안조사,1320
ELE2005-000006,신주 전력구,20211111,20211111,육안조사,1321
ELE2005-000007,오봉-동춘 관로,20191128,20191128,육안조사,1322
