facilNo,facilNm,startYmd,endYmd,dignGbn,no
RCT2016-000065,가재울역,20191021,20191031,육안조사,4396
RCT2016-000065,가재울역,20201020,20201119,육안조사,4397
RCT2016-000065,가재울역,20211026,20211124,육안조사,4398
RCT2016-000066,주안국가산단역,20180921,20181031,육안조사,4399
RCT2016-000066,주안국가산단역,20191021,20191031,육안조사,4400
RCT2016-000066,주안국가산단역,20201020,20201119,육안조사,4401
RCT2016-000066,주안국가산단역,20211026,20211124,육안조사,4402
RCT2016-000067,신분당선,20200406,20200424,육안조사,4403
RCT2016-000067,신분당선,20210405,20210430,육안조사,4404
RCT2016-000068,신분당선,20200406,20200424,육안조사,4405
RCT2016-000068,신분당선,20210405,20210430,육안조사,4406
RCT2016-000069,신분당선,20200406,20200424,육안조사,4407
RCT2016-000069,신분당선,20210405,20210430,육안조사,4408
RCT2018-000001,서울지하철 9호선 터널(강동구),20190920,20191031,육안조사,4409
RCT2018-000001,서울지하철 9호선 터널(강동구),20200901,20201031,육안조사,4410
RCT2018-000002,서울지하철 9호선 터널(송파구),20190915,20191115,육안조사,4411
RCT2018-000002,서울지하철 9호선 터널(송파구),20200901,20201031,육안조사,4412
RCT2018-000003,김포도시철도 1공구 터널,20200901,20200921,육안조사,4413
RCT2018-000003,김포도시철도 1공구 터널,20210823,20210920,육안조사,4414
RCT2018-000004,김포도시철도 2공구 터널,20200901,20200921,육안조사,4415
RCT2018-000004,김포도시철도 2공구 터널,20210823,20210920,육안조사,4416
RCT2018-000005,김포도시철도 3공구 터널,20200901,20200921,육안조사,4417
RCT2018-000005,김포도시철도 3공구 터널,20210823,20210920,육안조사,4418
RCT2018-000006,김포도시철도 5공구 터널,20200901,20200921,육안조사,4419
RCT2018-000006,김포도시철도 5공구 터널,20210823,20210920,육안조사,4420
RCT2018-000007,양촌역사,20210823,20210920,육안조사,4421
RCT2018-000008,구래역사,20210823,20210920,육안조사,4422
RCT2018-000009,마산역사,20210823,20210920,육안조사,4423
RCT2018-000010,장기역,20210823,20210920,육안조사,4424
RCT2018-000011,운양역,20210823,20210920,육안조사,4425
RCT2018-000012,걸포북변역,20210823,20210920,육안조사,4426
RCT2018-000013,사우(김포시청)역,20210823,20210920,육안조사,4427
RCT2018-000013,사우(김포시청)역,20210823,20210920,육안조사,4428
RCT2018-000014,풍무역,20210823,20210920,육안조사,4429
RCT2018-000016,고촌역사,20210823,20210920,육안조사,4430
RCT2018-000017,김포도시철도 4공구 터널,20200901,20200921,육안조사,4431
RCT2018-000017,김포도시철도 4공구 터널,20210823,20210920,육안조사,4432
RCT2018-000018,김포도시철도 5공구 터널,20200901,20200921,육안조사,4433
RCT2018-000018,김포도시철도 5공구 터널,20210823,20210920,육안조사,4434
RCT2018-000019,김포공항역사,20210823,20210920,육안조사,4435
ROT0000-000001,병영성 지하차도,20200120,20200123,육안조사,4436
ROT0203-000001,아름지하차도,20191211,20191212,육안조사,4437
ROT0203-000001,아름지하차도,20201203,20201208,육안조사,4438
ROT1936-000001,약수지하차도,20191010,20191011,육안조사,4439
ROT1936-000001,약수지하차도,20201019,20201019,육안조사,4440
ROT1936-000002,중리산지하차도,20201019,20201019,육안조사,4441
ROT1943-000001,성현터널,20191015,20191015,육안조사,4442
ROT1943-000001,성현터널,20201022,20201022,육안조사,4443
ROT1963-000001,중화지하도2,20191015,20191101,육안조사,4444
ROT1963-000001,중화지하도2,20201015,20201028,육안조사,4445
ROT1968-000001,제천지하도,20190703,20190703,육안조사,4446
ROT1968-000001,제천지하도,20200922,20200923,육안조사,4447
ROT1973-000001,마장지하보차도,20211109,20211109,육안조사,4448
ROT1974-000003,비행장RC지하도,20191015,20191101,육안조사,4449
ROT1974-000003,비행장RC지하도,20201020,20201020,육안조사,4450
ROT1975-000001,예술공원 지하차도,20211001,20211020,육안조사,4451
ROT1976-000003,중화지하도1,20191015,20191101,육안조사,4452
ROT1976-000003,중화지하도1,20201015,20201028,육안조사,4453
ROT1977-000005,서안양우체국사거리 지하보도,20211001,20211020,육안조사,4454
ROT1977-000006,동일로지하차도,20211111,20211111,육안조사,4455
ROT1978-000003,성동지하차도,20211116,20211116,육안조사,4456
ROT1979-000002,만안초교 앞 지하보도,20211001,20211020,육안조사,4457
ROT1980-000001,번영로 예술대 통로박스(좌),20210823,20210917,육안조사,4458
ROT1980-000002,번영로 동천고 통로박스,20210823,20210917,육안조사,4459
ROT1981-000001,반포지하차도,20190102,20191113,육안조사,4460
ROT1981-000001,반포지하차도,20201001,20201115,육안조사,4461
ROT1981-000001,반포지하차도,20211001,20211110,육안조사,4462
ROT1981-000002,산북제2(지하보도),20201029,20201029,육안조사,4463
ROT1981-000004,주접지하차도,20211001,20211020,육안조사,4464
ROT1982-000001,오봉지하도,20191015,20191101,육안조사,4465
ROT1982-000001,오봉지하도,20201020,20201020,육안조사,4466
ROT1983-000001,군자교동측지하차도,20211111,20211111,육안조사,4467
ROT1984-000003,월계역지하도,20191015,20191101,육안조사,4468
ROT1984-000003,월계역지하도,20201015,20201028,육안조사,4469
ROT1984-000004,옥수터널,20211117,20211117,육안조사,4470
ROT1985-000002,방학지하차도,20200224,20200313,육안조사,4471
ROT1985-000002,방학지하차도,20210518,20210609,육안조사,4472
ROT1985-000003,풍덕(지),20201020,20201020,육안조사,4473
ROT1985-000004,순천(지),20210120,20210120,육안조사,4474
ROT1985-000005,대치지하차도,20160419,20160912,육안조사,4475
ROT1985-000005,대치지하차도,20171101,20171101,육안조사,4476
ROT1985-000005,대치지하차도,20180604,20180605,육안조사,4477
ROT1985-000005,대치지하차도,20180426,20181022,육안조사,4478
ROT1985-000007,대치지하차도,20210524,20210524,육안조사,4479
ROT1986-000003,도담지하도,20190703,20190703,육안조사,4480
ROT1986-000003,도담지하도,20200922,20200922,육안조사,4481
ROT1987-000003,월계지하차도,20200224,20200313,육안조사,4482
ROT1987-000003,월계지하차도,20210518,20210609,육안조사,4483
ROT1987-000004,대야미보차도교,20191017,20191023,육안조사,4484
ROT1987-000004,대야미보차도교,20201029,20201029,육안조사,4485
ROT1988-000002,우정지하차도,20191101,20191129,육안조사,4486
ROT1988-000002,우정지하차도,20201101,20201130,육안조사,4487
ROT1988-000005,마들지하차도,20191001,20191031,육안조사,4488
ROT1988-000005,마들지하차도,20211001,20211130,육안조사,4489
ROT1988-000006,노원지하차도,20191001,20191031,육안조사,4490
ROT1988-000006,노원지하차도,20211001,20211130,육안조사,4491
ROT1988-000007,상계지하차도,20191001,20191031,육안조사,4492
ROT1988-000007,상계지하차도,20211001,20211130,육안조사,4493
ROT1989-000005,신태인(지하차도),20201029,20201029,육안조사,4494
ROT1989-000006,경인1지하차도,20190102,20191113,육안조사,4495
ROT1990-000002,번영교강북지하차도,20191101,20191129,육안조사,4496
ROT1990-000002,번영교강북지하차도,20201101,20201130,육안조사,4497
ROT1990-000005,하계지하차도,20200224,20200313,육안조사,4498
ROT1990-000005,하계지하차도,20210518,20210609,육안조사,4499
ROT1991-000001,조치원지하차도,20191211,20191212,육안조사,4500
ROT1991-000001,조치원지하차도,20201203,20201208,육안조사,4501
ROT1991-000006,당동지하차도,20190325,20190607,육안조사,4502
ROT1991-000006,당동지하차도,20200921,20200929,육안조사,4503
ROT1991-000007,입석리지하도,20190703,20190703,육안조사,4504
ROT1991-000007,입석리지하도,20200922,20200922,육안조사,4505
ROT1992-000002,창동지하차도,20200224,20200313,육안조사,4506
ROT1992-000002,창동지하차도,20210518,20210609,육안조사,4507
ROT1992-000004,초평지하도,20191015,20191101,육안조사,4508
ROT1992-000004,초평지하도,20201020,20201020,육안조사,4509
ROT1992-000008,석수대림아파트 앞 지하보도,20211001,20211020,육안조사,4510
ROT1992-000009,청원지하차도,20211001,20211020,육안조사,4511
ROT1993-000003,도장터널,20190325,20190607,육안조사,4512
ROT1993-000004,구반포지하차도,20190102,20191113,육안조사,4513
ROT1993-000004,구반포지하차도,20201001,20201115,육안조사,4514
ROT1993-000004,구반포지하차도,20211001,20211110,육안조사,4515
ROT1993-000005,녹천지하차도,20200224,20200313,육안조사,4516
ROT1993-000005,녹천지하차도,20210518,20210609,육안조사,4517
ROT1993-000006,용림지하차도,20201020,20201020,육안조사,4518
ROT1993-000007,경인2지하차도,20190102,20191113,육안조사,4519
ROT1993-000008,범계지하차도,20211101,20211130,육안조사,4520
ROT1993-000009,비산지하차도,20211101,20211130,육안조사,4521
ROT1993-000010,호계지하차도,20211101,20211130,육안조사,4522
ROT1993-000011,평촌지하차도,20211101,20211130,육안조사,4523
ROT1993-000013,안양7동 건영공업사 앞 지하차도,20211001,20211020,육안조사,4524
ROT1994-000003,학성교 강남지하차도,20191101,20191129,육안조사,4525
ROT1994-000003,학성교 강남지하차도,20201101,20201130,육안조사,4526
ROT1994-000004,학성교 강북지하차도,20191101,20191129,육안조사,4527
ROT1994-000004,학성교 강북지하차도,20201101,20201130,육안조사,4528
ROT1994-000007,수락지하차도,20191001,20191031,육안조사,4529
ROT1994-000007,수락지하차도,20211001,20211130,육안조사,4530
ROT1994-000008,하송지하도,20190703,20190703,육안조사,4531
ROT1994-000008,하송지하도,20200922,20200922,육안조사,4532
ROT1994-000009,관악역 앞 지하보도,20211001,20211020,육안조사,4533
ROT1994-000010,터널(군도10호),20211025,20211105,육안조사,4534
ROT1994-000011,지하통로(군도4호),20211025,20211105,육안조사,4535
ROT1994-000011,지하통로(군도4호),20211025,20211105,육안조사,4536
ROT1995-000002,"월계2,3지하차도",20200224,20200313,육안조사,4537
ROT1995-000002,"월계2,3지하차도",20210518,20210609,육안조사,4538
ROT1995-000004,청계터널(일산),20211025,20211025,육안조사,4539
ROT1995-000005,청계터널(판교),20211025,20211025,육안조사,4540
ROT1995-000006,청계터널(일산),20211025,20211025,육안조사,4541
ROT1995-000007,청계터널(판교),20211025,20211025,육안조사,4542
ROT1995-000008,능산지하보차도,20211116,20211116,육안조사,4543
ROT1996-000002,삼호지하차도,20191101,20191129,육안조사,4544
ROT1996-000002,삼호지하차도,20201101,20201130,육안조사,4545
ROT1996-000005,구로지하차도제2,20201020,20201020,육안조사,4546
ROT1996-000006,구로지하차도제4,20201020,20201020,육안조사,4547
ROT1996-000007,구로지하도제1,20201020,20201020,육안조사,4548
ROT1996-000008,구로지하도제3,20201020,20201020,육안조사,4549
ROT1996-000009,도봉산역지하도,20191015,20191101,육안조사,4550
ROT1996-000009,도봉산역지하도,20201015,20201028,육안조사,4551
ROT1996-000013,대덕터널(천안),20211011,20211029,육안조사,4552
ROT1996-000013,대덕터널(천안),20211011,20211029,육안조사,4553
ROT1996-000013,대덕터널(천안),20211011,20211029,육안조사,4554
ROT1996-000014,대덕터널(순천),20211011,20211029,육안조사,4555
ROT1996-000014,대덕터널(순천),20211011,20211029,육안조사,4556
ROT1996-000014,대덕터널(순천),20211011,20211029,육안조사,4557
ROT1997-000002,금당터널,20200201,20200229,육안조사,4558
ROT1997-000002,금당터널,20190325,20190607,육안조사,4559
ROT1997-000004,천호지하차도,20160422,20160918,육안조사,4560
ROT1997-000004,천호지하차도,20180426,20181022,육안조사,4561
ROT1997-000004,천호지하차도,20170620,20170630,육안조사,4562
ROT1997-000008,천호지하차도,20210528,20210528,육안조사,4563
ROT1998-000001,능내터널,20190325,20190607,육안조사,4564
ROT1998-000002,당말지하차도,20190325,20190607,육안조사,4565
ROT1998-000002,당말지하차도,20200921,20200929,육안조사,4566
ROT1998-000003,도랫말지하차도,20190325,20190607,육안조사,4567
ROT1998-000003,도랫말지하차도,20200921,20200929,육안조사,4568
ROT1999-000005,번영교강남지하차도,20191101,20191129,육안조사,4569
ROT1999-000005,번영교강남지하차도,20201101,20201130,육안조사,4570
ROT1999-000006,명촌IC 1지하차도,20191101,20191129,육안조사,4571
ROT1999-000006,명촌IC 1지하차도,20201101,20201130,육안조사,4572
ROT1999-000007,명촌IC 2지하차도,20191101,20191129,육안조사,4573
ROT1999-000007,명촌IC 2지하차도,20201101,20201130,육안조사,4574
ROT1999-000008,명촌본선지하차도,20191101,20191129,육안조사,4575
ROT1999-000008,명촌본선지하차도,20201101,20201130,육안조사,4576
ROT1999-000009,당정지하차도,20190325,20190607,육안조사,4577
ROT1999-000009,당정지하차도,20200921,20200929,육안조사,4578
ROT1999-000012,보문터널(부산),20211011,20211029,육안조사,4579
ROT1999-000012,보문터널(부산),20201007,20201010,육안조사,4580
ROT1999-000013,보문터널(춘천),20211011,20211029,육안조사,4581
ROT1999-000013,보문터널(춘천),20201007,20201010,육안조사,4582
ROT1999-000023,지하통로1(군도18호),20211025,20211105,육안조사,4583
ROT1999-000024,지하통로2(군도18호),20211025,20211105,육안조사,4584
ROT1999-000025,지하통로3(군도18호),20211025,20211105,육안조사,4585
ROT1999-000026,지하통로4(군도18호),20211025,20211105,육안조사,4586
ROT1999-000029,진부1터널(강릉),20211018,20211029,육안조사,4587
ROT1999-000030,진부1터널(인천),20211018,20211029,육안조사,4588
ROT1999-000031,보문터널(부산),20201007,20201010,육안조사,4589
ROT1999-000031,보문터널(부산),20211011,20211029,육안조사,4590
ROT1999-000031,보문터널(부산),20220707,20221004,공동조사,4591
ROT1999-000032,보문터널(춘천),20201007,20201010,육안조사,4592
ROT1999-000032,보문터널(춘천),20211011,20211029,육안조사,4593
ROT1999-000032,보문터널(춘천),20220707,20221004,공동조사,4594
ROT1999-000033,둔내터널(강릉),20211018,20211029,육안조사,4595
ROT1999-000034,둔내터널(인천),20211018,20211029,육안조사,4596
ROT2000-000001,잠두봉지하차도,20200107,20200117,육안조사,4597
ROT2000-000002,신내지하보차도,20211112,20211112,육안조사,4598
ROT2000-000003,매송지하차도,20211013,20211116,육안조사,4599
ROT2000-000003,매송지하차도,20220518,20220712,공동조사,4600
ROT2001-000002,옥현지하차도,20191101,20191129,육안조사,4601
ROT2001-000002,옥현지하차도,20201101,20201130,육안조사,4602
ROT2001-000004,인수봉로지하차도,20200224,20200313,육안조사,4603
ROT2001-000004,인수봉로지하차도,20210518,20210609,육안조사,4604
ROT2001-000006,구남지하차도,20191011,20191011,육안조사,4605
ROT2001-000006,구남지하차도,20201022,20201022,육안조사,4606
ROT2001-000009,죽령터널(부산),20211011,20211029,육안조사,4607
ROT2001-000009,죽령터널(부산),20201007,20201010,육안조사,4608
ROT2001-000009,죽령터널(부산),20220707,20221004,공동조사,4609
ROT2001-000010,죽령터널(춘천),20211011,20211029,육안조사,4610
ROT2001-000010,죽령터널(춘천),20201007,20201010,육안조사,4611
ROT2001-000010,죽령터널(춘천),20220707,20221004,공동조사,4612
ROT2001-000011,적성터널(부산),20211004,20211031,육안조사,4613
ROT2001-000014,적성터널(춘천),20211004,20211031,육안조사,4614
ROT2001-000015,산곡터널(이천),20211020,20211029,육안조사,4615
ROT2001-000018,영광2터널(목포),20211101,20211110,육안조사,4616
ROT2001-000019,영광2터널(서울),20211101,20211110,육안조사,4617
ROT2001-000020,죽령터널(부산),20201007,20201010,육안조사,4618
ROT2001-000020,죽령터널(부산),20211011,20211029,육안조사,4619
ROT2001-000020,죽령터널(부산),20220707,20221004,공동조사,4620
ROT2001-000021,죽령터널(춘천),20201007,20201010,육안조사,4621
ROT2001-000021,죽령터널(춘천),20211011,20211029,육안조사,4622
ROT2001-000021,죽령터널(춘천),20220707,20221004,공동조사,4623
ROT2001-000022,대관령7터널(강릉),20211018,20211029,육안조사,4624
ROT2001-000023,대관령7터널(인천),20211018,20211029,육안조사,4625
ROT2002-000003,명촌강남 지하차도,20191101,20191129,육안조사,4626
ROT2002-000003,명촌강남 지하차도,20201101,20201130,육안조사,4627
ROT2002-000004,삼산지하차도,20191101,20191129,육안조사,4628
ROT2002-000004,삼산지하차도,20201101,20201130,육안조사,4629
ROT2002-000009,삼막지하차도,20211001,20211020,육안조사,4630
ROT2002-000011,평택터널(평택),20211011,20211030,육안조사,4631
ROT2002-000013,평택터널(제천),20211011,20211030,육안조사,4632
ROT2002-000013,평택터널(제천),20211011,20211030,육안조사,4633
ROT2003-000001,대야지하차도,20190325,20190607,육안조사,4634
ROT2003-000001,대야지하차도,20200921,20201229,육안조사,4635
ROT2004-000002,상방지하차도,20191101,20191129,육안조사,4636
ROT2004-000002,상방지하차도,20201101,20201130,육안조사,4637
ROT2004-000003,공릉교,20191015,20191101,육안조사,4638
ROT2004-000003,공릉교,20201015,20201028,육안조사,4639
ROT2004-000004,공덕교,20191015,20191101,육안조사,4640
ROT2004-000004,공덕교,20201015,20201028,육안조사,4641
ROT2004-000005,송곡지하차도,20191015,20191101,육안조사,4642
ROT2004-000005,송곡지하차도,20201015,20201028,육안조사,4643
ROT2005-000007,일번가지하차도,20211001,20211020,육안조사,4644
ROT2005-000008,무지개터널,20211116,20211116,육안조사,4645
ROT2005-000009,고성3터널(통영),20211018,20211105,육안조사,4646
ROT2005-000010,고성3터널(하남),20211018,20211105,육안조사,4647
ROT2005-000011,서울숲1지하차도,20211116,20211116,육안조사,4648
ROT2005-000012,서울숲2지하차도,20211116,20211116,육안조사,4649
ROT2006-000002,동천지하차도,20191101,20191129,육안조사,4650
ROT2006-000002,동천지하차도,20201101,20201130,육안조사,4651
ROT2007-000005,중산지구지하차도,20191101,20191129,육안조사,4652
ROT2007-000005,중산지구지하차도,20201101,20201130,육안조사,4653
ROT2007-000009,B(강)흥선,20201015,20201028,육안조사,4654
ROT2007-000010,응봉지하차도,20211111,20211111,육안조사,4655
ROT2007-000011,수리티터널(영덕),20211011,20211031,육안조사,4656
ROT2007-000012,수리티터널(청주),20211011,20211031,육안조사,4657
ROT2009-000007,동김해지하차도,20220126,20220525,공동조사,4658
ROT2009-000008,불암지하차도,20220121,20220525,공동조사,4659
ROT2010-000013,명법제2,20191008,20191008,육안조사,4660
ROT2010-000013,명법제2,20201102,20201102,육안조사,4661
ROT2010-000014,소수지하차도,20191015,20191015,육안조사,4662
ROT2010-000014,소수지하차도,20201021,20201021,육안조사,4663
ROT2010-000015,삼랑진지하차도,20191015,20191015,육안조사,4664
ROT2010-000015,삼랑진지하차도,20201022,20201022,육안조사,4665
ROT2010-000017,삼평지하차도,20211011,20211029,육안조사,4666
ROT2011-000001,중봉지하차도,20181130,20181130,육안조사,4667
ROT2011-000001,중봉지하차도,20190408,20190408,육안조사,4668
ROT2011-000001,중봉지하차도,20191101,20191101,육안조사,4669
ROT2011-000001,중봉지하차도,20200720,20200724,육안조사,4670
ROT2011-000002,소계지하차도,20191015,20191015,육안조사,4671
ROT2011-000002,소계지하차도,20201021,20201021,육안조사,4672
ROT2011-000003,합성지하차도,20191014,20191014,육안조사,4673
ROT2011-000003,합성지하차도,20201021,20201021,육안조사,4674
ROT2011-000004,근화지하보도,20201015,20201028,육안조사,4675
ROT2011-000005,신남지하차도,20201015,20201028,육안조사,4676
ROT2011-000006,신설지하차도,20191015,20191101,육안조사,4677
ROT2011-000006,신설지하차도,20201015,20201028,육안조사,4678
ROT2011-000007,도촌지하보도,20191025,20191025,육안조사,4679
ROT2011-000007,도촌지하보도,20201015,20201028,육안조사,4680
ROT2011-000008,사능지하차도,20191025,20191025,육안조사,4681
ROT2011-000008,사능지하차도,20201015,20201028,육안조사,4682
ROT2011-000009,향매지하차도,20201020,20201020,육안조사,4683
ROT2011-000015,천마터널(순천),20211011,20211029,육안조사,4684
ROT2011-000015,천마터널(순천),20211011,20211029,육안조사,4685
ROT2011-000016,천마터널(완주),20211011,20211029,육안조사,4686
ROT2011-000017,남양터널,20220518,20220712,공동조사,4687
ROT2012-000004,나릿재지하차도,20191211,20191212,육안조사,4688
ROT2012-000004,나릿재지하차도,20201203,20201208,육안조사,4689
ROT2012-000005,새롬지하차도,20191211,20191212,육안조사,4690
ROT2012-000005,새롬지하차도,20201203,20201208,육안조사,4691
ROT2012-000006,사름지하차도,20191211,20191212,육안조사,4692
ROT2012-000006,사름지하차도,20201203,20201208,육안조사,4693
ROT2012-000007,주추지하차도,20191211,20191212,육안조사,4694
ROT2012-000007,주추지하차도,20201203,20201208,육안조사,4695
ROT2012-000011,화봉지하차도,20191101,20191129,육안조사,4696
ROT2012-000011,화봉지하차도,20201101,20201130,육안조사,4697
ROT2012-000013,수영리지하차도,20211013,20211116,육안조사,4698
ROT2012-000013,수영리지하차도,20220518,20220712,공동조사,4699
ROT2012-000013,수영리지하차도,20220518,20220712,공동조사,4700
ROT2012-000014,못재터널(천안),20211011,20211029,육안조사,4701
ROT2012-000015,못재터널(순천),20211011,20211029,육안조사,4702
ROT2013-000002,해찬나래지하차도,20181001,20181031,육안조사,4703
ROT2013-000002,해찬나래지하차도,20191119,20191226,육안조사,4704
ROT2013-000002,해찬나래지하차도,20200911,20201109,육안조사,4705
ROT2013-000002,해찬나래지하차도,20210913,20211111,육안조사,4706
ROT2013-000003,푸른나래지하차도,20181001,20181031,육안조사,4707
ROT2013-000003,푸른나래지하차도,20191119,20191226,육안조사,4708
ROT2013-000003,푸른나래지하차도,20200911,20201109,육안조사,4709
ROT2013-000003,푸른나래지하차도,20210913,20211111,육안조사,4710
ROT2013-000004,두빛나래지하차도,20181001,20181031,육안조사,4711
ROT2013-000004,두빛나래지하차도,20191119,20191226,육안조사,4712
ROT2013-000004,두빛나래지하차도,20200911,20201109,육안조사,4713
ROT2013-000004,두빛나래지하차도,20210913,20211111,육안조사,4714
ROT2013-000005,그린나래지하차도,20181001,20181031,육안조사,4715
ROT2013-000005,그린나래지하차도,20191119,20191226,육안조사,4716
ROT2013-000005,그린나래지하차도,20200911,20201109,육안조사,4717
ROT2013-000005,그린나래지하차도,20210913,20211111,육안조사,4718
ROT2013-000006,사오리지하차도,20191211,20191212,육안조사,4719
ROT2013-000006,사오리지하차도,20201203,20201208,육안조사,4720
ROT2013-000013,송부터널,20190325,20190607,육안조사,4721
ROT2013-000014,송정지하차도,20191011,20191011,육안조사,4722
ROT2013-000014,송정지하차도,20201022,20201022,육안조사,4723
ROT2013-000015,청계산지하차도,20160417,20160912,육안조사,4724
ROT2013-000015,청계산지하차도,20180427,20181023,육안조사,4725
ROT2013-000016,신원지하차도,20160417,20160912,육안조사,4726
ROT2013-000016,신원지하차도,20170602,20170602,육안조사,4727
ROT2013-000016,신원지하차도,20180427,20181023,육안조사,4728
ROT2013-000018,신원지하차도,20210524,20210524,육안조사,4729
ROT2013-000019,청계산지하차도,20210524,20210524,육안조사,4730
ROT2013-000020,내곡지하차도,20210524,20210524,육안조사,4731
ROT2013-000021,하길지하차도,20211013,20211206,육안조사,4732
ROT2013-000021,하길지하차도,20220518,20220908,공동조사,4733
ROT2013-000022,육령8교(제천),20211011,20211029,육안조사,4734
ROT2013-000023,육령8교(평택),20211011,20211029,육안조사,4735
ROT2014-000001,청라지하차도,20181130,20181130,육안조사,4736
ROT2014-000001,청라지하차도,20190408,20190408,육안조사,4737
ROT2014-000001,청라지하차도,20191101,20191101,육안조사,4738
ROT2014-000001,청라지하차도,20200720,20200724,육안조사,4739
ROT2014-000002,성금지하차도,20191211,20191212,육안조사,4740
ROT2014-000002,성금지하차도,20201203,20201208,육안조사,4741
ROT2014-000003,어진지하차도,20191211,20191212,육안조사,4742
ROT2014-000003,어진지하차도,20201203,20201208,육안조사,4743
ROT2014-000006,위례터널,20190422,20190425,육안조사,4744
ROT2014-000006,위례터널,20190326,20190920,육안조사,4745
ROT2014-000006,위례터널,20170515,20170919,육안조사,4746
ROT2014-000007,구룡지하차도,20211001,20211110,육안조사,4747
ROT2014-000008,위례터널,20210526,20210526,육안조사,4748
ROT2014-000009,대동3터널(김해),20211018,20211029,육안조사,4749
ROT2014-000010,대동3터널(양산),20211018,20211029,육안조사,4750
ROT2014-000011,노은4터널(평택),20211011,20211029,육안조사,4751
ROT2014-000012,노은4터널(제천),20211011,20211029,육안조사,4752
ROT2015-000003,중구청지하차도,20191101,20191129,육안조사,4753
ROT2015-000003,중구청지하차도,20201101,20201130,육안조사,4754
ROT2015-000005,하남제2,20201022,20201022,육안조사,4755
ROT2015-000006,송정제1(지),20201006,20201006,육안조사,4756
ROT2015-000007,신덕지하차도,20201022,20201022,육안조사,4757
ROT2015-000008,소촌지하차도,20201006,20201006,육안조사,4758
ROT2015-000009,대구역지하차도,20191014,20191014,육안조사,4759
ROT2015-000010,연현지하차도,20211001,20211020,육안조사,4760
ROT2015-000011,남원터널(광주),20211101,20211110,육안조사,4761
ROT2015-000012,남원터널(대구),20211101,20211110,육안조사,4762
ROT2015-000013,번암2터널,20211101,20211110,육안조사,4763
ROT2015-000014,외동2터널(부산),20211110,20211110,육안조사,4764
ROT2015-000015,외동2터널(포항),20211110,20211110,육안조사,4765
ROT2015-000016,문무대왕5터널(부산),20211110,20211110,육안조사,4766
ROT2015-000016,문무대왕5터널(부산),20211110,20211110,육안조사,4767
ROT2015-000017,문무대왕5터널(포항),20211110,20211110,육안조사,4768
ROT2015-000017,문무대왕5터널(포항),20211110,20211110,육안조사,4769
ROT2015-000018,살피재터널(대구),20211011,20211029,육안조사,4770
ROT2015-000019,살피재터널(광주),20211011,20211029,육안조사,4771
ROT2015-000020,가조터널(광주),20211011,20211029,육안조사,4772
ROT2015-000021,가조터널(대구),20211011,20211029,육안조사,4773
ROT2015-000022,천등산1터널(평택),20211011,20211029,육안조사,4774
ROT2015-000023,천등산1터널(제천),20211011,20211029,육안조사,4775
ROT2015-000024,화산터널,20220314,20220531,공동조사,4776
ROT2016-000003,원유곡지하차도,20191101,20191129,육안조사,4777
ROT2016-000003,원유곡지하차도,20201101,20201130,육안조사,4778
ROT2016-000004,구남지하차도,20191101,20191129,육안조사,4779
ROT2016-000004,구남지하차도,20201101,20201130,육안조사,4780
ROT2016-000005,내곡2,20191015,20191101,육안조사,4781
ROT2016-000005,내곡2,20201023,20201023,육안조사,4782
ROT2016-000006,공전지하차도,20190930,20190930,육안조사,4783
ROT2016-000007,곡산지하차도,20191015,20191101,육안조사,4784
ROT2016-000007,곡산지하차도,20201023,20201023,육안조사,4785
ROT2016-000008,성내B(함),20191023,20191023,육안조사,4786
ROT2016-000008,성내B(함),20201029,20201029,육안조사,4787
ROT2016-000009,공전지하차도,20190930,20190930,육안조사,4788
ROT2016-000009,공전지하차도,20200901,20200901,육안조사,4789
ROT2016-000011,상개지하차도,20201019,20201019,육안조사,4790
ROT2017-000003,반천산단진입도로 지하차도,20191101,20191129,육안조사,4791
ROT2017-000003,반천산단진입도로 지하차도,20201001,20201130,육안조사,4792
ROT2017-000005,래미안힐스테이트고덕,20191129,20191203,육안조사,4793
ROT2017-000005,래미안힐스테이트고덕,20181130,20181205,육안조사,4794
ROT2017-000006,문단지하차도,20191015,20191015,육안조사,4795
ROT2017-000006,문단지하차도,20200924,20200924,육안조사,4796
ROT2017-000006,문단지하차도,20201008,20201008,육안조사,4797
ROT2017-000007,온골지하차도,20191008,20191008,육안조사,4798
ROT2017-000007,온골지하차도,20201019,20201019,육안조사,4799
ROT2017-000010,오름지하차도,20191213,20191213,육안조사,4800
ROT2017-000012,남양지하차도,20211012,20211116,육안조사,4801
ROT2017-000012,남양지하차도,20220518,20220712,공동조사,4802
ROT2017-000013,금정산터널(기장),20211004,20211022,육안조사,4803
ROT2017-000014,금정산터널(기장),20211004,20211022,육안조사,4804
ROT2017-000015,금정산터널(창원),20211004,20211022,육안조사,4805
ROT2017-000016,금정산터널(창원),20211004,20211022,육안조사,4806
ROT2017-000017,노포JCT교,20211004,20211022,육안조사,4807
ROT2017-000018,오름지하차도,20211007,20211116,육안조사,4808
ROT2017-000018,오름지하차도,20220518,20220712,공동조사,4809
ROT2017-000019,기장JCT7교,20211004,20211022,육안조사,4810
ROT2017-000020,구리터널(구리),20211013,20211030,육안조사,4811
ROT2017-000021,구리터널(포천),20211013,20211030,육안조사,4812
ROT2017-000022,구리터널(구리),20211013,20211030,육안조사,4813
ROT2017-000023,구리터널(포천),20211013,20211030,육안조사,4814
