evalNo,evalNm,maxDigDepth,proStage,no
E00203000088,구리시 갈매동 605 오피스텔 신축공사 소규모지하안전평가,19.25,진행중,3014
E00056000020,강남구 논현동 98-5번지 신축공사 소규모 지하안전영향평가 용역,15.52,진행중,3015
E00141000029,소규모 지하안전영향평가,14.45,진행중,3016
E10091000015,"검단신도시 근생4 1블록 3,4로트 근린생활시설 계획안 소규모 지하안전평가(선택과업포함)",14.88,진행중,3017
E00102000143,청담동 44-14 근린생활시설 신축공사 중 소규모지하안전평가 용역,19.60,진행중,3018
E10009000015,제주시 연동 263-12외 2필지 주상복합 신축 소규모지하안전영향평가,19.38,진행중,3019
E00021000024,하남시 위례택지개발지구 C3-3BL 신축공사 소규모지하안전평가용역,18.87,진행중,3020
E10009000016,교육진료동 증축에 따른 소규모 지하안전영향평가용역,19.46,진행중,3021
E00072000007,삼척 교동아파트 신축공사,14.11,진행중,3022
E00164000032,TYM 동빙고사옥 신축공사,13.34,진행중,3023
E10085000017,보령시 동대동 홍리주상복합 신축공사,17.28,진행중,3024
E00060000060,신경주역세권 G1블럭 주상복합 신축공사 소규모지하안전평가 용역,15.84,진행중,3025
E00232000007,"길동 412-9,15 의료시설 신축공사 소규모지하안전영향평가서 작성",18.25,진행중,3026
E00249000007,수성구 만촌동 1036-2 복합시설 신축공사 소규모 지하안전영향평가,12.30,진행중,3027
E00080000056,"서초구 잠원동 13-3, 12 신축공사",17.94,진행중,3028
E00066000124,울산역세권특화용지 S2BL 오피스텔 신축공사,18.00,진행중,3029
E00098000040,대전스타트업파크 앵커건물 건립 소규모 지하안전영향 평가,16.83,진행중,3030
E00095000029,이천시 대월면 초지리(503-5일원) 00물류창고 소규모 지하안전영향평가 용역,19.76,진행중,3031
E00228000040,마포구 신정동 66-2번지 공동주택신축공사 소규모지하안전영향평가용역,15.49,진행중,3032
E00096000043,"송파구 석촌동 295-8, 15번지 근린생활시설 신축공사",17.35,진행중,3033
E10120000002,HM로지스 평택복합물류센터 개발사업 중 소규모지하안전평가용역,14.44,진행중,3034
E00036000031,더 케이 병점(화성시 병점동 가 4-141번지 복합시설) 신축공사 지하안전영향평가(소규모) 용역,19.84,진행중,3035
E10053000031,"파주시 와동동 1436, 1436-1 신축공사  소규모지하안전평가 용역",15.27,진행중,3036
E10000000005,음성 금왕지구 도시개발사업 소규모 지하안전영향평가,17.95,진행중,3037
E00022000084,전주시 덕진구 호성동2가 공동주택 신축공사,12.62,진행중,3038
E10128000006,용인 동천2지구 B-7블럭(동천동 107-9) 오피스텔 신축공사,19.88,진행중,3039
E10006000024,부산광역시 해운대구 우동 637-12번지 일원 지하안전영향평가서 작성 및 협의,19.55,진행중,3040
E10044000030,성남시 금광동 635외 근린생활시설 신축공사 소규모지하안전영향평가,16.41,진행중,3041
E10091000017,"설악동 생활형 숙박시설 신축사업 소규모 지하안전영향평가, 지반조사, 하수관로CCTV조사, 현황측량 용역 등 지하안전영향평가를 위한 일체의 용역",17.91,진행중,3042
E00142000010,범일2구역 재개발정비사업 소규모지하안전평가,19.80,진행중,3043
E00027000039,대구시 감삼동 공동주택(2단지) 신축공사 소규모지하안전영향평가,12.91,진행중,3044
E00233000003,부산 강서구 명지동 3588-1번지 00호텔 신축공사,18.65,진행중,3045
E00055000103,동두천시 생연동 636번지 00복합시설 신축공사 지하안전평가,19.68,진행중,3046
E10080000008,오산시 세교동 602-4 오피스텔 신축공사 소규모 지하안전영향평가,14.84,진행중,3047
E00190000069,21년 천연가스 공급시설 건설공사 (청주~괴산 천연가스 공급시설),14.46,진행중,3048
E00131000059,"인천시 남동구 고잔동 634-7, 8번지 신축공사",16.92,진행중,3049
E00143000040,"화곡동 921-15, 16번지 오피스텔 신축공사 소규모 지하안전평가 용역",19.30,진행중,3050
E10104000016,충북 천안시 서북구 두정동 1411 오피스텔 및 근린생활시설 신축공사 중 토목설계용역,19.45,진행중,3051
E00179000010,세종시 조치원배수구역 도시침수예방사업 소규모 지하안전영향평가,10.85,진행중,3052
E00015000010,남문주거복합신축공사 소규모지하안전평가보고서 작성,15.11,진행중,3053
E10005000013,"화성 태안3지구 상업 1-1, 2BL  신축공사 소규모지하안전평가",16.96,진행중,3054
E00190000070,원주기업도시 복합체육센터 건립공사 소규모 지하안전영향평가용역,13.55,진행중,3055
E00149000051,천안시 서북구 성정동 1532 근린생활시설 신축공사 소규모지하안전영향평가,15.30,진행중,3056
E00155000008,"송죽동 380-1, 7 오피스텔 신축공사",19.60,진행중,3057
E00012000063,영종하늘도시 B5블록 복합시설 신축공사 소규모 지하안전영향평가,15.80,진행중,3058
E00164000034,도곡중학교 다목적관 건립 지하안전영향평가,19.72,진행중,3059
E00102000144,KTX 울산역 역세군 복합용지 M5 블록 주상복합  소규모지하안전영향평가 용역,15.21,진행중,3060
E00044000048,양주 옥정지구 oo지식산업센터 신축공사에 따른 소규모지하안전영향평가 용역,16.22,진행중,3061
E00120000002,정림 재해위험지구 정비사업 소규모 지하안전평가,13.40,진행중,3062
E00083000032,부산광역시 동구 수정동 111번지 일원 주상복합 신축공사,19.40,진행중,3063
E10097000033,홍천 갈마곡리 공동주택 신축공사 지하안전영향평가,15.50,진행중,3064
E00106000046,만년동 주상복합 신축공사 소규모지하안전평가,17.86,진행중,3065
E00247000029,이천시 부발읍 응암리 물류창고 신축공사,11.46,진행중,3066
E00178000007,서울시 성동구 성수동2가 309-59 업무시설 신축공사 소규모지하안전평가,17.05,진행중,3067
E00017000078,서울시 성동구 성수동 2가 284-8 업무시설 신축공사,19.40,진행중,3068
E00082000026,광주 제네시스 신축공사,19.70,진행중,3069
E10097000034,서울시 강남구 논현동 33-16번지 신축공사 소규모지하안전영향평가,19.90,진행중,3070
E00164000035,양주 광적물류센터 신축 개발사업 PM(양주로지스리_양주시),16.51,진행중,3071
E10006000025,부산 프리미엄아울렛 Phase 2.0 지하안전영향평가 및 지반조사 용역,18.76,진행중,3072
E00139000039,도안 갑천지구 친수구역 상업용지 2B-3L 업무시설 신축공사,15.00,진행중,3073
E00116000049,서울시 송파구 삼전동 182-7 오피스텔 신축공사,18.51,진행중,3074
E00042000046,신영동 다세대주택 신축공사 소규모지하안전영향평가 용역,11.83,진행중,3075
E00248000020,등촌역 지식산업센터 개발사업 소규모 지하안전영향평가,19.94,진행중,3076
E10091000019,시흥시 MTV 공원 오피스텔 신축공사 소규모지하안전영향평가(선택과업포함),16.54,진행중,3077
E10053000032,수택동 근생및오피스텔 신축공사 [소규모지하안전평가],19.35,진행중,3078
E00055000104,송파구 장지동 834-3번지 주차전용시설부지 소규모지하안전평가 용역,18.82,진행중,3079
E00200000043,춘천시 삼천동 22-19  공동주택 신축공사 소규모 지하안전평가 용역,17.50,진행중,3080
E00061000021,서초구 서초동1622-8일대 가로주택정비사업 소규모 지하안전영향평가,13.81,진행중,3081
E00083000033,대구 신암동 삼정그린코아 더베스트 신축공사,19.90,진행중,3082
E00018000021,시흥정왕 행복주택 건설사업 소규모 지하안전영향평가용역,14.00,진행중,3083
E00184000024,거제동 1498-1 업무시설 신축공사 소규모지하안전영향평가 용역,18.70,진행중,3084
E00139000040,대전시 서구 월평동 주상복합 신축공사,19.81,진행중,3085
E00243000061,서초구 서초동 1304-4번지 신축공사 소규모지하안전평가,17.98,진행중,3086
E10047000020,서울시 양천구 신월동 48-7 가로주택정비사업,15.35,진행중,3087
E00109000029,"마포구 서교동 331-15 ,26 근린생활시설 신축공사 / 사전조사 및 소규모지하안전영향평가 용역",19.83,진행중,3088
E00174000010,해운대 오피스텔 개발사업 소규모 지하안전영향평가 용역,17.09,진행중,3089
E00227000005,광안동 1283번지 주상복합 신축공사 소규모 지하안전평가,12.00,진행중,3090
E00023000074,부천시 오정동 부촌3차 아파트 외 정비사업 소규모 지하안전평가 용역,12.17,진행중,3091
E00131000062,부천시 심곡동 391-1외 4필지 주상복합 신축공사 소규모지하안전영향평가 용역,17.32,진행중,3092
E00098000041,충북 음성 대소 삼정지구 A2BL 공공지원 민간임대주택 민간제안사업 소규모 지하안전영향평가(재협의) 용역,10.91,진행중,3093
E00098000042,충북 음성 대소 삼정지구 A3BL 공공지원 민간임대주택 민간제안사업 소규모 지하안전영향평가(재협의) 용역,12.22,진행중,3094
E00098000043,대전 유성구 용계동 677-11 오피스텔 신축공사 소규모 지하안전영향평가 용역,11.75,진행중,3095
E00203000090,중랑구 면목동 115-2외 4필지 신축공사 소규모지하안전영향평가,13.82,진행중,3096
E10056000019,(재협의)송정1교 재해복구공사,13.10,진행중,3097
E00063000079,김포시 북변동 329-2번지 북변3구역 주택재개발정비사업,17.35,진행중,3098
E00063000080,(재협의)북변3구역 주택재개발 정비사업,17.11,진행중,3099
E00109000030,부천시 소사본동 진양아파트 소규모재건축사업 소규모지하안전평가,10.76,진행중,3100
E00106000047,충남 아산시 탕정면 용두리 711번지 숙박시설 신축공사,17.95,진행중,3101
E00186000027,성남동 2314번지 외 6필지 오피스텔 신축공사 소규모지하안전평가,17.95,진행중,3102
E00141000031,중곡3동 배나무터공원 공영주차장 건설공사 소규모 지하안전영향평가(재협의) 용역,14.85,진행중,3103
E00055000105,강동구 강일동 726번지 주차전용시설부지 소규모지하안전평가,18.89,진행중,3104
E00102000145,서대문구 창천동 주거복합시설 신축공사 중 소규모 지하안전영향평가 용역,16.48,진행중,3105
E10053000033,원주시 지정면 가곡리 1295 신축공사 소규모지하안전영향평가 용역,17.84,진행중,3106
E10099000007,대구광역시 달서구 송현동 세강병원 증축공사중 소규모 지하안전평가 및 지반조사 용역,12.05,진행중,3107
E10103000001,"청주 오창 양청리 제 1-2종 근, 생 지식산업센터 신축공사 소규모 지하안전영향평가 용역",17.82,진행중,3108
E00049000023,양평동 복합시설 신축공사 중 소규모 지하안전영향평가 용역,19.69,진행중,3109
E10135000001,경기도 여주시 연라동 물류창고 신축공사 ,17.33,진행중,3110
E10006000026,발리 352일원 지하안전영향평가 작성 및 협의(소규모),15.52,진행중,3111
E00243000063,여수 학동 1차 주상복합 소규모지하안전영향평가 용역,19.96,진행중,3112
E00133000077,수원시 영통구 원천동 347번지 지식산업센터 신축공사,13.84,진행중,3113
E00117000015,하남 보바스 재활병원 신축공사 설계 및 인허가 용역,17.11,진행중,3114
E00061000022,구미 봉곡동 공동주택 신축공사 소규모 지하안전영향평가,15.26,진행중,3115
E00189000013,송곡리 물류창고 신축공사(1차부지) 소규모지하안전영향평가,13.87,진행중,3116
E10104000017,하남시 망월동 1146근생+업무시설(오피스텔) 신축공사,18.62,진행중,3117
E00248000021,동탄2 지원 27-1BL 지식산업센터 개발사업,16.20,진행중,3118
E00030000037,부산시 사하구 신평동 648-2 지식산업센터 신축공사 중 소규모 지하안전 평가용역,18.98,진행중,3119
E00013000024,서초동 영화교회 신축공사 소규모자하안전영항평가,19.99,진행중,3120
E00036000034,"고양덕은 업무시설 6,7블록 지식산업센터 신축공사",19.63,진행중,3121
E00022000089,오산세교 A-17블록 공공지원 민간임대 주택건설사업,13.51,진행중,3122
E00071000003,함양스포츠파크 조성사업(2단계),11.80,진행중,3123
E00218000033,창원아트리움시티 신축공사 지하안전영향평가 용역,17.10,진행중,3124
E00140000006,상수도 고도정수처리시설사업(3단계) 설치공사 소규모 지하안전평가,13.71,진행중,3125
E10047000021,경기도 파주시 운정3지구 근생4-7 신축공사,15.08,진행중,3126
E00141000032,방배신동아아파트 재건축정비사업에 따른 소규모 지하안전평가 용역,16.45,진행중,3127
E00063000081,반포동 가든B722 업무시설 신축공사,19.95,진행중,3128
E00043000046,수원고등지구 C-4-3BL 소규모지하안전영향평가용역,19.54,진행중,3129
E10007000016,고양시 일산동구 설문동 89-10번지 소규모지안평 재설계 용역,17.06,진행중,3130
E00108000003,농협은행 부평금융센터 신축공사 소규모 지하안전평가 용역,15.30,진행중,3131
E00036000035,경남 진주 혁신도시 상업5블럭 생활형숙박시설 개발계획,19.86,진행중,3132
E10097000035,서울시 중구 신당동 160-31번지 외 1필지 신축공사 소규모지하안전영향평가,11.61,진행중,3133
E00137000021,쌍암동 694-77번지 주상복합 신축공사 소규모 지하안전영향평가,15.35,진행중,3134
E00065000049,울산광역시 남구 삼산동 224-1 외 2필지 ,16.74,진행중,3135
E10115000007,오산시 양산2구역 공동주택 신축공사 기술용역(소규모지하안전영향평가),19.56,진행중,3136
E10104000018,크래비스 사옥 증축공사 중 소규모 지하안전영향평가용역,14.45,진행중,3137
E10006000027,창원중앙역세권 지하안전영향평가,16.90,진행중,3138
E00143000041,양평동1가 218 지식산업센터 신축공사 소규모 지하안전평가 용역,19.61,진행중,3139
E10092000003,대구광역시 수성구 범어동 주상복합 신축공사,17.70,진행중,3140
E10092000004,대구광역시 서구 비산동 1247-1 일대 주상복합 신축공사 소규모지하안전영향평가 용역,19.44,진행중,3141
E10047000022,남광로얄아파트 재건축정비사업 신축공사 소규모지하안전영향평가 용역,14.30,진행중,3142
E00018000022,중리지구아파트 재건축정비사업 신축공사,14.95,진행중,3143
E10083000013,부산항(북항) 재개발사업 내 C-1블럭 신축공사,19.00,진행중,3144
E00134000092,(재협의)대구광역시 수성구 만촌동 주상복합 신축공사 중 소규모 지하안전영향평가,17.75,진행중,3145
E00226000023,대명동 주거복합 신축공사,19.86,진행중,3146
E00055000106,계림 1구역 도시환경정비사업 소규모지하안전평가,15.26,진행중,3147
E00190000071,양주시 용암3지구 공동주택 신축공사,14.60,진행중,3148
E00096000044,인천시 서구 당하동 C4-1-2BL 근생 및 업무 신축공사,16.35,진행중,3149
E00246000004,서울시 노동자복지관 복합화사업 ,19.73,진행중,3150
E10125000002,호원 원도봉 국민체육센터 건립공사 소규모 지하안전영향 평가 용역,11.86,진행중,3151
E00102000149,장충동 2가 192-16 근린생활시설 신축공사 소규모 지하안전평가 용역,17.98,진행중,3152
E00247000031,중랑구 중화동 도시형생활주택 신축공사,19.92,진행중,3153
E00109000031,동천안로지스틱스 물류센터 신축공사,12.51,진행중,3154
E10075000008,고덕공공하수처리시설 총인처리시설공사 소규모 지하안전영향평가 용역,14.20,진행중,3155
E00042000048,대치동(주)비피도 마이크로바이옴센터 신축공사 소규모지하안전영향평가 용역,19.50,진행중,3156
E10008000024,산성유원지 숲속커뮤니티센터 건립공사 소규모지하안전평가 용역,11.85,진행중,3157
E10122000001,블루핀 임당제니스 오피스텔 신축공사 중 소규모지하안전영향평가 용역,11.17,진행중,3158
E00131000063,부천시 심곡동 139-6번지 외 4필지 소규모지하안전영향평가 용역,17.76,진행중,3159
E00155000009,"매교동 77-104, 108번지 근린생활시설 소규모 지하안전평가",19.00,진행중,3160
E00228000042,기독교 한국침례회 중앙교회 신축공사 소규모 지하안전영향평가 용역,16.86,진행중,3161
E10047000023,화성시 병점행정복합타운  복합시설 신축공사,18.52,진행중,3162
E00192000003,남면 통합하수처리장 신설공사 소규모지하안전영향평가 용역,17.83,진행중,3163
E10091000021,"평택 오성면 죽리 물류유통시설 계획안 지반조사, 소규모지하안전영향평가, 하수관로 CCTV조사 용역",19.61,진행중,3164
E00200000047,고덕비즈밸리 아주스마트타워 설계용역(소규모지하안전영향평가),19.32,진행중,3165
E00163000026,고척동 주상복합신축공사 소규모 지하안전평가 용역,14.04,진행중,3166
E00143000042,구리시 교문동 근린생활시설 신축공사,11.28,진행중,3167
E00109000032,이천 증포동 공동주택 신축공사,12.72,진행중,3168
E00066000139,서울 동대문구 동부청과 가로공원 지하주차장 조성공사,19.41,진행중,3169
E00017000081,충북 청주시 용암동 2944-14 예수열방교회 새성전 신축설계,19.77,진행중,3170
E10006000028,부산광역시 중구 동광동1가 1-2번지 일원 오피스텔 신축공사 소규모지하안전평가,12.21,진행중,3171
E00239000012,울산광역시 북구 중산동 공동주택 신축공사,17.76,진행중,3172
E00001000059,삼덕진주아파트 소규모 재건축 정비사업,10.90,진행중,3173
E00042000049,군산 미룡동 공동주택 신축공사 소규모지하안전영향평가 용역,13.21,진행중,3174
E00045000028,대구 달서구 본동 보광병원 신축공사,18.90,진행중,3175
E00131000064,"부천시 송내동 577-6,7번지 000오피스텔 신축공사 소규모지하안전영향평가용역",14.32,진행중,3176
E10099000008,동탄2신도시 근상 47-1블럭 근린생활시설 신축공사,19.81,진행중,3177
E10099000009,동탄2신도시 근상 47-2블럭 근린생활시설 신축공사,19.81,진행중,3178
E00055000107,수원시 팔달구 인계동 248-16 주상복합 오피스텔 신축공사  소규모 지하안전평가,15.36,진행중,3179
E00021000025,부산광역시 명륜동 공동주택 신축공사 (소규모지하안전평가용역),19.60,진행중,3180
E00080000057,서교동 351-26 요거프레소빌딩 신축공사 소규모 지하안전평가,13.20,진행중,3181
E00121000049,신사동 Kaka 스튜디오&매장 신축공사,19.95,진행중,3182
E00198000039,병점 복합타운 상10-3블럭 근린생활시설 신축공사 중 소규모 지하안전 영향평가 용역,18.92,진행중,3183
E00109000034,안산시 단원구 고잔동 복합시설 신축공사,19.95,진행중,3184
E10097000037,서울시 강남구 삼성동 158-21번지 신축공사 소규모지하안전평가,19.94,진행중,3185
E00165000012,"SDR 신축공사 관련 그린동, Infra 도로지하차도 지하안전평가",19.13,진행중,3186
E00116000051,가좌 진주 1차아파트구역 재건축정비사업,13.36,진행중,3187
E00042000050,광주광역시 서구 마륵동 조합아파트 신축공사 소규모지하안전영향평가 용역,19.60,진행중,3188
E10078000006,세종시 장군면 금암리 153-3번지 일원 소규모지하안전영향평가 용역,17.94,진행중,3189
E10115000008,속초시 조양동 1452번지 외 4필지 생활형 숙박시설 신축공사,18.50,작성중,3190
E10063000043,(주)올품 공장동 증축공사 소규모 지하안전평가,11.35,진행중,3191
E00134000094,화성동탄2 C18블럭 주상복합 건설에 따른 지하안전영향평가용역,15.60,진행중,3192
E00098000044,대전보건대학교 여자기숙사 건립 소규모 지하안전영향평가,10.42,진행중,3193
E00080000058,"서교동 351-26외 1필지 근린생활시설, 업무시설 신축공사 소규모 지하안전평가",17.95,진행중,3194
E00047000110,"남양주 별내택지개발지구 특별계획구역2 상업3,4,5BL 복합시설 신축공사",19.07,진행중,3195
E00131000065,인천시 간석동 123-23번지 외 6필지 주상복합 신축공사,16.69,진행중,3196
E00114000031,서울시 마포구 서교동 372-9번지 신축공사에 따른 지하안전평가 용역,19.80,진행중,3197
E10047000024,금천구 독산동 1077번지 신축공사 소규모지하안전평가,11.80,진행중,3198
E00041000008,구로동 609-9 외 3필지 지식산업센터 신축공사 (소규모지하안전영향평가 용역 및 지반조사),18.97,진행중,3199
E10051000012,평택 드림테크 산업단지 4BL 소규모지하안전영향평가,14.10,진행중,3200
E00017000082,도시안전종합시설 건립 소규모 지하안전평가 용역,12.64,진행중,3201
E10051000013,평택 드림테크 산업단지 7BL 소규모지하안전영향평가,14.30,진행중,3202
E00218000034,밀양시 삼문동 204 주상복합시설 신축공사,15.31,진행중,3203
E00243000064,평택시 비전동 833-1번지 소규모지하안전평가,16.21,진행중,3204
E10006000029,신평 지식산업센터 지하안전영향평가,18.90,진행중,3205
E00205000034,군산 경장동 518-1번지 일원 공동주택 신축공사,17.76,진행중,3206
E00243000065,목포시 호남동 복합시설 신축공사,19.96,진행중,3207
E00149000052,천안시 서북구 성정동 1328 외1필지 근린생활시설 신축공사 소규모지하안전영향평가,18.97,진행중,3208
E10048000001,무지개아파트 일대 주택재건축 정비사업,19.17,진행중,3209
E10053000034," 인천검단지구 C3-1-2, 3BL 신축공사 소규모지하안전영향평가 용역",19.91,진행중,3210
E10048000002,울산역 KTX S3부지 개발사업 신축공사,19.01,진행중,3211
E00198000040,삼성동 9-21 근린생활시설 신축공사 중 소규모 지하안전 영향평가 용역,19.68,진행중,3212
E00066000141,대구 달성군 매곡리 00주상복합 신축공사,14.36,진행중,3213
E00203000091,경기도 안성시 옥산동 590 근린생활시설 신축공사 소규모 지하안전평가,14.93,진행중,3214
E00133000080,경기도 의왕시 고천동 316일원 지식산업센터 신축공사,16.59,진행중,3215
E10097000038,서울시 용산구 문배동 40-20번지 신축공사 소규모지하안전평가,19.45,진행중,3216
E00055000108,천안 입장면 신두리 102-1 일원 물류창고 부지조성(n부지),16.15,진행중,3217
E10097000039,문경 신기동 67-121 아파트 신축공사 지하안전평가(소규모),12.32,진행중,3218
E00247000032,봉천동 심정병원 신축공사,19.94,진행중,3219
E00033000030,양양군 손양면 수산리 29-1번지 일원 공동주택 신축공사,12.66,진행중,3220
E10063000044,"고덕국제화지구 근상 12-1-1,4BL 신축공사 소규모 지하안전평가",14.66,진행중,3221
E10099000010,대구광역시 중구 남산동 근린생활시설 신축공사중 소규모 지하안전평가 및 지반조사 용역,18.35,진행중,3222
E10086000026,익산시 함열 제일 오투그란데아파트 신축공사 소규모지하안전평가,12.55,진행중,3223
E00063000083,계림3구역 도시환경정비사업,19.33,진행중,3224
E00102000151,KB골든라이프케어 은평빌리지 신축공사 소규모 지하안전평가 용역,13.28,진행중,3225
E00239000013,김해 의전리 물류센터 1블럭 신축공사,15.81,진행중,3226
E10047000025,영종하늘도시 생활형숙박시설 신축공사,19.91,진행중,3227
E00239000014,김해 의전리 물류센터 2블럭 신축공사,12.41,진행중,3228
E00023000078,인천 중산동 1886-23 근린생활시설 신축공사 소규모 지하안전영향평가 관련 용역,17.00,진행중,3229
E00047000112,동탄2신도시 테크노밸리 지52블럭 지식산업센터 건립사업,15.36,진행중,3230
E00066000142,천안 삼룡동 공동주택 신축공사,19.20,진행중,3231
E00095000031,트루본 본사사옥 소규모 지하안전영향평가 용역,18.24,진행중,3232
E00186000029,Hicon 신사옥 신축공사 소규모 지하안전평가,19.84,진행중,3233
E00056000021,강남구 역삼동 736-9번지 신축공사 소규모 지하안전평가,19.96,진행중,3234
E00049000024,오산시 세교1지구 지식산업센터 신축공사 중 소규모지하안전영향평가 용역,14.60,진행중,3235
E10009000017,"제주시 연동 276-13, 279번지(미림주택) 소규모 재건축사업 소규모지하안전영향평가",19.15,진행중,3236
E00080000059,서초구 반포동 93-2 신축공사,19.45,진행중,3237
E00203000092,인천광역시 중구 중산동 1954-5 신축공사 소규모지하안전평가,15.05,진행중,3238
E10083000015,사하구 장림동 주거복합 신축공사,19.50,진행중,3239
E00114000033,봉천동 1718-5호 도시형생활주택 및 오피스텔 신축공사 중 소규모지하안전영향평가,13.28,진행중,3240
E00042000051,암사동 근린생활시설 신축공사  소규모지하안전영향평가 용역,13.34,진행중,3241
E00065000050,현대  하이테크센터 신축공사 소규모 지하안전평가 ,18.51,진행중,3242
E00060000063,군산 지곡동 공동주택 소규모 지하안전영향평가 용역,17.26,진행중,3243
E10047000026,광주광역시 방림삼일구역 주택재건축정비사업 소규모지하안전영향평가,12.94,진행중,3244
E00068000006,광양 국가산업단지 완충저류시설 설치사업 소규모 지하안전영향평가 용역,16.80,진행중,3245
E00080000060,"용인시 신대지구 B1-3, 4 오피스텔 신축공사",18.56,진행중,3246
E10044000031,이매1동 복합청사 신축공사 소규모 지하안전영향평가 용역,16.02,진행중,3247
E00139000042,4-2생활권 복합4-3-1BL 신축공사,13.04,진행중,3248
E00031000054,북구 매천동 공동주택 신축공사,11.41,진행중,3249
E00060000064,경기도 양주시 양주역세권지구 공동2블록 중흥S클래스 아파트 신축공사 소규모 지하안전평가 용역,12.39,진행중,3250
E00088000025,광양시 광영동 934번지 외4필지 근린생활시설 신축공사 소규모 지하안전평가 용역,11.45,진행중,3251
E10135000002,평택 포승지역주택조합 아파트 신축공사  지하안전영향평가용역,19.76,진행중,3252
E10004000008,모라동 공동주택(아파트) 신축공사 소규모지하안전평가용역,13.95,진행중,3253
E00101000005,자양4동 전통시장 공영주차장 건설,13.38,진행중,3254
E00131000066,부천시 괴안동 114-2번지 외 2필지 신축공사 소규모지하안전평가용역 계약서,19.82,진행중,3255
E00033000031,서울시 광진구 자양동 690번지 일원 공동주택 신축공사,18.46,진행중,3256
E00033000032,서울시 광진구 자양동 690번지 일원 어린이공원 신축공사,12.56,진행중,3257
E10047000027,"파주운정3 F7-1-8 제1종,제2종 근린생활시설 신축공사",14.35,진행중,3258
E00172000005,단월정수장(통합) 현대화사업 소규모 지하안전평가용역,14.70,진행중,3259
E00039000030,대구 서구 내당동(965번지 일대) 주거복합 신축공사 소규모지하안전영향평가 용역,18.21,진행중,3260
E00066000143,음성군 두성리 지식산업센터 개발사업,13.34,진행중,3261
E10060000005,철원군 생활폐기물 소각시설 설치사업,12.00,진행중,3262
E00134000098,대연평 하수처리시설 확충 소규모 지하안전영향평가용역,14.67,진행중,3263
E00109000035,서부 녹번동 개발사업 지반조사 및 소규모지하안전평가,14.36,진행중,3264
E10063000046,"방이동 47-4, 12번지 신축공사 소규모지하안전평가",17.00,진행중,3265
E00208000017,동화댐광역상수도 관로복선화사업 소규모 지하안전영향평가 용역,11.38,진행중,3266
E00134000099,하남시 망월동 1147-1 오피스텔 신축공사 소규모 지하안전영향평가용역,19.67,진행중,3267
E00133000081,"하남 감일 근생 5-②-(1,2,3)블록 근린생활시설 신축공사",19.43,진행중,3268
E00122000024,"파주운정3지구 근생 Ni 8,9BL 신축공사",15.32,진행중,3269
E00243000066,아산시 남성리 594-1번지 일원 골드클래스 아파트 신축공사,12.98,진행중,3270
E00157000012,한남동 739-28 근린생활시설 신축공사,18.31,진행중,3271
E10099000011,경상남도 함양 백연리 134 공동 주택건설사업중 소규모 지하안전평가 용역,14.38,진행중,3272
E00149000053,아산탕정지구 상업용지 4-1-3 오피스텔 신축공사 소규모지하안전평가,18.59,진행중,3273
E00187000012,행복도시 어울림 플랫폼 북구보건소 및 트라우마센터 건립공사 소규모 지하안전영향평가용역,10.51,진행중,3274
E00122000025,안양동 413-1외 9필지 주상복합 신축공사,14.96,진행중,3275
E00203000093,경기도 평택시 고덕신도시 중상 6-2-1 지오빌딩 신축공사 소규모 지하안전평가,14.42,진행중,3276
E00043000048,인천광역시 중구 운서동 3094-4번지 근린생활시설 및 오피스텔 신축공사,19.91,진행중,3277
E00186000030,심곡동 주상복합 신축공사 소규모지하안전평가,16.55,진행중,3278
E10053000035,경기도 이천시 마장면 마장지구 오피스텔 신축공사[소규모 지하안전영향평가],17.46,진행중,3279
E00236000003,화명동 일신기독병원(한솔동) 신축공사,18.80,진행중,3280
E00181000003,강릉시 노암동 공동주택(연립) 신축공사 소규모 지하안전평가,12.72,진행중,3281
E00043000049,경의선 서강대역 복합역사 개발사업,18.18,진행중,3282
E00080000062,수원시 인계동 952-19 동도센트리움 신축공사,14.43,진행중,3283
E00131000067,양주시 고암동 616-6번지 외 1필지 신축공사 소규모지하안전평가용역 계약서,19.59,진행중,3284
E10063000047,고덕국제화지구 중상 5-1-2BL 신축공사 소규모 지하안전평가,14.97,진행중,3285
E00066000144,호남대 쌍촌캠퍼스 공동주택 신축공사,12.35,진행중,3286
E00218000036,동구 범일동 주거복합시설 신축공사,12.50,진행중,3287
E00203000094,동탄 ERIDU 오피스텔 신축공사(산척동 735-1),19.95,진행중,3288
E00163000028,다산신도시 별내선 지하연결통로 소규모 지하안전평가,16.95,진행중,3289
E10086000028,평택시 고덕국제화지구 근린생화시설 신축공사(근상 10-1-6) 소규모지하안전평가서,14.66,진행중,3290
E10086000029,평택시 고덕국제화지구 근린생활시설 신축공사(근상 10-1-4)소규모지하안전평가서,13.66,진행중,3291
E00057000049,아산탕정 매곡리 공공지원 민간임대주택 신축공사,15.00,진행중,3292
E00083000035,북창원 센텀 신축공사,13.65,진행중,3293
E10116000004,평택시 고덕동 1979-3번지 근생시설 신축공사 지하안전평가 용역,14.43,진행중,3294
E00084000025,오송2단지(992번지) 복합빌딩 신축공사 소규모 지하안전영향평가,15.73,진행중,3295
E00010000053,전북 군산 경장동 517-4 일원 주상복합 신축공사,18.26,진행중,3296
E00172000006,음성 대풍산업단지 공공폐수처리시설 증설사업 소규모 지하안전평가 용역,11.50,진행중,3297
