evalNo,evalNm,maxDigDepth,proStage,no
E00017000032,화성 동탄2지구 A-61BL 공동주택 신축공사소규모지하안전영향평가,12.34,진행중,1363
E00203000019,파주운정3지구 근린상가시설(F7-1-13BL) 신축공사,17.06,진행중,1364
E10013000003,송파방이 일자리연계형 창업지원주택 복합개발사업 소규모 지하안전영향평가용역,15.76,진행중,1365
E00224000007,"경기도 광주시 태전7지구 E-7,-8,-9획지 근린생활시설 신축",16.11,진행중,1366
E00150000007,부산 초량오피스텔 개발사업 소규모지하안전영향평가 (재협의),19.69,진행중,1367
E00102000060,시립강동 실버케어센터 건립공사,13.47,진행중,1368
E00149000034,대전광역시 서구 용문동 589-14 외2필지 주상복합 신축공사,19.42,진행중,1369
E00184000013,금사도시재생어울림센터 소규모 지하안전영향평가용역,12.00,진행중,1370
E00049000007,양주시 덕계동 656-10 신축공사,18.31,진행중,1371
E00102000061,강남구 삼성동 범화빌라 재건축사업,16.55,진행중,1372
E00062000012,바바리안 모터스 일산 서비스센터 증축공사 소규모지하안전영향평가,13.84,진행중,1373
E00102000062,서초동 1308-7번지 복합시설 신축공사,17.13,진행중,1374
E00102000064,인천 검단 원당동 근린생활시설 신축공사,12.17,진행중,1375
E00024000007,오산시 갈곶동 현대지역주택조합 아파트 신축공사,17.56,진행중,1376
E00106000023,강릉유천 행복주택 건설사업,13.26,진행중,1377
E00203000020,인천광역시 서구 검단신도시 C8-1-3 근린생활시설/업무시설 신축공사,13.07,진행중,1378
E00047000039,"인천검단신도시 RC3BL, RC4BL 주상복합 신축공사",13.69,진행중,1379
E00102000066,신사동 630-30 신축공사,19.88,진행중,1380
E00047000041,"인천검단신도시 RC3BL, RC4BL 주상복합 신축공사",13.69,진행중,1381
E00102000067,민주인권기념관 건립사업,13.33,진행중,1382
E00143000014,부천시 오정구 여월동 주상복합 신축공사 소규모 지하안전영향평가 용역,15.40,진행중,1383
E00025000020,독립문 문화공원 지하주차장 신축공사 소규모 지하안전영향평가,14.96,진행중,1384
E00066000039,구로구 개봉동 역세권 청년주택 신축공사,17.91,진행중,1385
E10044000012,광주광역시 서구 화정동 00건물 신축공사 소규모 지하안전영향평가,18.85,진행중,1386
E00176000007,"경기도 파주시 운정3지구 F3-2-1,2 근린생활시설 소규모 지하안전영향평가",13.97,진행중,1387
E00189000004,대구광역시 달서구 본동 하이엔드 주거복합 신축공사,18.91,진행중,1388
E00121000029,내발산동 649-3번지 아파트 신축공사,15.17,진행중,1389
E00203000021,파주운정3지구 근린상가시설(F3-1-10) 신축공사,16.03,진행중,1390
E00117000002,교촌에프앤비(주) 판교 신사옥 신축공사 지하안전영향평가 용역(변경),17.31,진행중,1391
E00102000069,창원시 사림동 SH타워 신축공사,15.94,진행중,1392
E00141000019,성동구 송정동 공공복합청사 건립공사,14.51,진행중,1393
E00055000043,두촌리 2478 오피스텔 신축공사 소규모지하안전영향평가,16.00,진행중,1394
E00098000009,대전 동구 대성지구 공동주택 신축공사 소규모지하안전영향평가,10.73,진행중,1395
E00179000008,볼보 서비스센타 대전점 신축공사 (궁동448-1번지),13.41,진행중,1396
E00178000002,인천시 서구 원창동 381-63 근린생활 및 위락시설 신축공사 지하안정 영향평가,15.70,진행중,1397
E00083000015,거창군 거창읍 가지리 1323-9번지 일원 공동주택 신축공사,18.86,진행중,1398
E00163000011,영산수련원 별관증축공사 소규모 지하안전영향평가,13.96,진행중,1399
E00084000008,대전 중구 선화동 115-5 의료시설 신축공사,18.95,진행중,1400
E00088000014,고양시 지축지구 C1-2-2 신축공사 소규모지하안전영향평가 용역,18.46,진행중,1401
E00027000013,용인시 처인구 북리 31-8 물류센터 소규모지하안전영향평가,13.36,진행중,1402
E00155000003,하남산단 완충저류시설 설치사업 소규모지하안전영향평가,18.40,진행중,1403
E00012000033,경기도 고양시 지축지구 일반상업용지 C1-4-4BL 지석프라자 신축공사 소규모 지하안전영향평가,14.50,진행중,1404
E00164000005,대웅제약 마곡DIC 건립 설계용역중 [소규모지하안전영향평가] 용역,17.48,진행중,1405
E00049000008,수원시 팔달구 인계동 1119-5외 1필지 엘리시아 근생시설 신축공사,13.74,진행중,1406
E00018000009,영등포 공공복합시설 건립공사,15.74,진행중,1407
E00010000024,용인시 서천동 810 근린생활시설 신축공사 소규모지하안전영향평가,14.78,진행중,1408
E00043000013,강남구 도곡동 PXG 사옥 신축공사 지하안전영향평가,18.58,진행중,1409
E00163000012,신용보증재단중앙회 사옥 건립공사 소규모지하안전영향평가,11.56,진행중,1410
E00208000011,시흥시 클린에너지센터 민간투자사업 소규모 지하안전영향평가,17.76,진행중,1411
E00208000012,분당선 미금역 외 5개역사 승강설비설치 소규모지하안전영향평가(미금역),14.55,진행중,1412
E00208000013,왕송 공공하수처리시설 증설사업 소규모 지하안전영향평가,13.10,진행중,1413
E00208000014,분당선 미금역 외 5개역사 승강설비설치 소규모지하안전영향평가(대공원역)  ,16.96,진행중,1414
E10008000012,수내도서관 건립공사 소규모 지하안전영향평가,14.26,진행중,1415
E00164000006,하남 IT센터 신축공사 중 소규모 지하안전영향평가,15.00,진행중,1416
E00243000030,정조 테마공연장 건립공사,12.10,진행중,1417
E00109000012,신사동 도시형생활주택 신축공사/현황측량 및 소규모지하안전영향평가 용역,19.06,진행중,1418
E00122000008,인덕원 주상복합 신축공사,12.50,진행중,1419
E00228000015,천안 삼룡동 호반써밋 공동주택 신축공사,10.43,진행중,1420
E10003000008,청주시 남주동8구역 가로주택정비사업,16.79,진행중,1421
E00228000016,청담동 132-16 복합빌딩 신축공사,19.00,진행중,1422
E00043000014,"다산지금지구 지식산업센터 신축공사 지하안전영향평가, 현황측량",19.30,진행중,1423
E10062000003,이천역세권개발사업 W_1BL 공동주택 신축공사,11.13,진행중,1424
E00043000015,서울 송파 위례지구 준주거용지 소규모 지하안전영향평가,15.25,진행중,1425
E10062000004,이천역세권개발사업 W_2BL 공동주택 신축공사,19.06,진행중,1426
E00106000025,서북구 성정동 소형아파트 및 근린생활시설 신축공사,16.59,진행중,1427
E00022000027,자곡동 주차전용빌딩 신축공사,19.76,진행중,1428
E00004000012,신흥동 35-22 신축공사,14.16,진행중,1429
E00205000018,광주 서구 쌍촌동 00주상복합 신축공사,18.54,진행중,1430
E00121000030,논현동 CC컴퍼니사옥 신축공사,11.08,진행중,1431
E00203000022,인천 서구 검단신도시 C10-2-1 근린생활시설 신축공사,16.05,진행중,1432
E00083000016,부산광역시 동래구 온천동 드림아파트 신축공사 ,14.10,진행중,1433
E00017000034,송파구방이동46-6번지 근생 및 업무시설 신축공사,18.86,진행중,1434
E00062000013,춘천시 효자동 644번지 일원 생활숙박시설 소규모지하안전영향평가,19.80,진행중,1435
E00062000014,화곡동 1097-5번지 업무시설(오피스텔)신축공사 소규모지하안전영향평가,11.95,진행중,1436
E00203000023,고양지축지구 C1-1-3블럭 신축공사,17.80,진행중,1437
E10007000004,문화동 100-3외 2필지 오피스텔 신축공사 소규모지하안전영향평가,19.85,진행중,1438
E00149000035,홍성군 홍북읍 신경리 907 근린생활시설 및 오피스텔 신축공사 소규모지하안전영향평가,17.82,진행중,1439
E00228000017,청라동 OO프라자 신축공사 소규모지하안전영향평가,15.36,진행중,1440
E00084000009,홍천군 홍천읍 희망리 329-5외3 오피스텔 및 근린생활시설 신축공사,18.20,진행중,1441
E00080000025,성동구 용답동 238-6 오피스텔 신축공사,17.48,진행중,1442
E00027000014,경산시 압량읍 공동주택 신축공사 소규모 지하안전영향평가,11.81,진행중,1443
E00075000012,"인천광역시 서구 가정동 루원시티 준4-3, 4 근린생활시설 신축공사 소규모 지하안전영향평가",14.98,진행중,1444
E00203000024,인천 검단신도시 C7-3-2블럭 00프라자 신축공사,18.38,진행중,1445
E10056000003,남이천 물류센터 소규모지하안전영향평가 보고서 작성 용역,19.25,진행중,1446
E10006000004,범일동(상록) 주상복합 신축공사 중 지하안전영향평가 및 기존구조물조사,19.81,진행중,1447
E00055000044,양원지구 근생 2-4 제일프라자 신축공사,12.97,진행중,1448
E00066000040,대구 칠성동2가 725 주상복합 신축공사,19.24,진행중,1449
E00102000073,"논현동 122-5,6,7번지 W빌딩 신축공사",10.50,진행중,1450
E00102000074,남양주시 마석우리 주상복합 신축공사,19.21,진행중,1451
E00080000026,성동구 하왕십리동 983-1 외 1필지 단지형다세대주택 신축공사 소규모 지하안전영향평가,10.78,진행중,1452
E10004000003,김해 외동주공아파트 지하안전영향평가(소규모),17.50,진행중,1453
E00032000004,율동 공공임대주택(10년) 건설사업 소규모 지하안전영향평가 용역,15.44,진행중,1454
E00200000029,신갈동 복합시설 지반조사 및 소규모 지하안전영향평가 용역,18.01,진행중,1455
E00068000001,지원배수지 증설공사,11.40,진행중,1456
E00061000013,고덕강일 자족6BL 지식산업센터 신축공사,19.69,진행중,1457
E00133000022,"구리갈매 자족유통시설용지3 3-1, 2BL 지식산업센터 신축공사",13.62,진행중,1458
E00243000031,고양지축지구 C1-1-2BL(스타스퀘어) 신축공사,12.30,진행중,1459
E10073000002,학익3지구 주택재개발정비사업(지하안전성 영향평가 용역),14.31,진행중,1460
E00043000016,인천청라지구 노인복지 주택 신축공사,14.45,진행중,1461
E00150000008,사상구 괘법동 신축공사 소규모지하안전영향평가 용역,16.40,진행중,1462
E00042000028,구의동 역세권 청년주택 신축공사 소규모 지하안전영향평가,13.24,진행중,1463
E00134000026,인천 동춘2구역 1-1BL 공동주택 신축공사 중 소규모 지하안전영향평가,18.05,진행중,1464
E00154000025,시흥시 장현지구 업무용지 8-1BL 복합시설 신축공사,18.31,진행중,1465
E00154000026,시흥시 장현지구 업무용지 8-2BL 복합시설 신축공사,18.31,진행중,1466
E00154000027,"강남구 역삼동 746-11,12번지 브릭스타워 신축공사",13.98,진행중,1467
E00030000012,시흥시 대야동(418-57) 전문병원 신축공사,19.94,진행중,1468
E00020000013,광안동 도시형 생활주택 신축공사 소규모 지하안전영향평가 용역,19.80,진행중,1469
E10006000005,해운대구 우동 637-2번지 생활형숙박시설 신축공사 지하안전영향평가,17.00,진행중,1470
E00031000027,파동 공동주택 신축에 따른 소규모지하안전영향평가 용역,19.91,진행중,1471
E00203000025,검단신도시 C10-1-3 근린생활시설 신축공사,15.78,진행중,1472
E00088000016,삼성동 142-28번지 주상복합 신축사업,15.66,진행중,1473
E00052000011,수원시 곡반정동 준주거용지(상가) 신축공사 소규모 지하안전영향평가,13.81,진행중,1474
E00190000026,금곡동 329-3외 2필지 자동차관련시설 신축공사 소규모지하안전영향평가,17.00,진행중,1475
E00044000018,광진구 광장동 공동주택 신축공사,16.51,진행중,1476
E00066000042,고양시 향동지구 도시지원시설 6블럭 복합시설 신축공사(재협의),14.91,진행중,1477
E00057000017,경기도 평택시 통복지구 B-1 주상복합 신축공사,18.49,진행중,1478
E00198000017,고양지축 공공주택지구 업무B1-1-3 근린생활시설 신축공사,14.08,진행중,1479
E00114000020,제주 서귀포시 중문동 1805-1번지 일원 공동주택 신축공사,13.91,진행중,1480
E00065000026,천안 오색당리 도시개발사업 00아파트 신축공사 소규모 지하안전영향평가,16.32,진행중,1481
E00041000004,강동구 성내동 387-47 허리나은병원 신축공사,19.84,진행중,1482
E10063000008,"경기도 광주 태전7지구 E3-4,5,6 근린생활시설 신축공사 소규모 지하안전영향평가",13.63,진행중,1483
E00243000032,경기도 광주시 목동 189-1번지 일원 창고 신축공사 소규모지하안전영향평가 용역,19.75,진행중,1484
E00203000026,동대문구 장안동 384-8호 근생 및 오피스텔 신축공사,15.07,진행중,1485
E00225000003,남구로역 외부 E/L 설치공사 소규모 지하안전영향평가 용역,11.16,진행중,1486
E00190000027,충남서부권 광역상수도사업 소규모 지하안전영향평가,11.00,진행중,1487
E00116000017,여수 오림동 연립주택 신축공사,19.96,진행중,1488
E00218000017,수영구 광안동 776-18번지 업무시설 신축공사 소규지하안전영향평가,14.70,진행중,1489
E00080000027,횡성읍 읍하리 191-1 주상복합 신축공사 소규모 지하안전영향평가,18.15,진행중,1490
E00066000043,호남대학교 쌍촌캠퍼스 공동주택 신축공사,13.40,진행중,1491
E00002000030,분당동 101번지 공영주차장 소규모 지하안전영향평가 용역,12.30,진행중,1492
E00102000077,안양동 622-62 외16필지 주상복합 신축공사,13.24,진행중,1493
E00066000044,화성동탄 2신도시 지원시설용지 39BL 복합시설 개발계획,16.36,진행중,1494
E00102000078,동서울 자가주유소 오염토 제거공사,18.25,진행중,1495
E00010000027,IBK 하남데이터센터 신축공사,13.30,진행중,1496
E10007000005,구리전통시장 제2공영주차빌딩 건립사업 소규모 지하안전영향평가 용역,15.50,진행중,1497
E00227000003,나라키움 부산 남구 복합청사 개발사업 소규모 지하안전영향평가용역,14.06,진행중,1498
E00134000027,청라C6-5블록(청라동152-18번지) 복합시설 신축공사 소규모 지하안전영향평가 용역계약,15.36,진행중,1499
E10071000001,익산 센트럴캐슬 신축공사 소규모 지하안전영향평가,14.10,진행중,1500
E00130000007,익산시관내 국도대체우회도로(서수~평장2공구) 도로건설공사 소규모 지하안전영향평가 용역,11.69,진행중,1501
E00135000002,구의2동 복합청사 건립 소규모 지하안전영향평가,17.26,진행중,1502
E10080000002,시흥동 999-50번지 주상복합 신축공사 소규모지하안전영향평가,19.04,진행중,1503
E00131000019,부천시 소사본동 70-8번지 일대 주상복합 신축공사,19.95,진행중,1504
E00057000019,광양황금지구 2-2블럭 공동주택신축공사,13.19,진행중,1505
E00190000028,문경시 문경읍 상초리 288-4 숙박시설 신축공사,19.00,진행중,1506
E00005000012,종로구 신문로2가 업무시설 신축공사,19.00,진행중,1507
E00102000079,고양시 백석동 1297 업무시설 신축공사,15.46,진행중,1508
E00224000008,범어동 복합상업시설 신축공사,16.34,진행중,1509
E00169000005,춘천시 근화동 센트럴파크 신축공사,16.59,진행중,1510
E00157000003,장기동 1614 근린생활시설 신축공사,16.00,진행중,1511
E00134000028,소래구역 우수저류시설 설치사업 외 1개소 소규모 지하안전영향평가 용역,12.90,진행중,1512
E00109000013,수원역세권2 특별계획구역 4BL 1LT 오피스텔신축공사,19.09,진행중,1513
E00038000085,성북동 168-276외 1필지 공동주택 신축공사 소규모 지하안전영향평가,19.90,진행중,1514
E00137000008,프라임시티 지역주택조합 아파트 신축공사(재협의),11.00,진행중,1515
E10053000003,시흥동 999-50번지 주상복합 신축공사,19.04,진행중,1516
E10053000004,고양시 고양지축지구 C1-3-2  jm빌딩 신축공사 ,19.42,진행중,1517
E00141000020,면목동 1362번지 용마산역세권 장기전세주택 신축공사,19.73,진행중,1518
E00222000005,이천 부발읍 신원리 617-16번지 물류창고 신축공사 소규모 지하안전영향평가서,10.60,진행중,1519
E00060000017,광주광역시 동구 수기동 오피스텔 신축공사,15.82,진행중,1520
E00060000018,대구 용계동 도시개발사업 공동주택 신축공사,11.21,진행중,1521
E00149000036,아산탕정지구 복합빌딩 신축공사,14.98,진행중,1522
E00043000017,나무기술 마곡 R&D센터 신축공사,16.13,진행중,1523
E00203000027,아산 탕정지구 상업4-6-2B/L 근린생활시설 신축공사,15.55,진행중,1524
E00203000030,아산 탕정지구 상업4-3-2B/L 근린생활시설 신축공사,15.59,진행중,1525
E00127000003,고덕강일10BL공공주택 신추공사 소규모 지하안전영향평가,11.03,진행중,1526
E00080000028,인천 계양 효성동 동도센트리움 신축공사,11.20,진행중,1527
E00021000005,강남구 역삼동 도시형생활주택 신축공사 소규모지하안전영향평가,13.60,진행중,1528
E00203000032,"하남위례지구 C3-1-8, 9BL 신축공사",13.26,진행중,1529
E00203000033,"하남위례지구 C3-1-10, 11BL",13.26,진행중,1530
E00066000045,인천청라 국제금융단지 B5-2BL 업무시설 신축공사,19.66,진행중,1531
E00203000034,구리시 수택동 숙박시설 신축공사,17.83,진행중,1532
E00203000035,인천광역시 검단 신도시(C6-2-3) 근린생활시설 신축공사,14.53,진행중,1533
E00203000036,인천광역시 검단 신도시 (C6-2-1) 근린생활시설 신축공사,13.75,진행중,1534
E00203000037,인천광역시 검단 신도시(C7-1-1) 복합시설 신축공사,13.36,진행중,1535
E00203000038,인천광역시 검단 신도시(C7-2-1)복합시설 신축공사,13.91,진행중,1536
E00203000039,검단신도시 C7-3-1 근린생활시설 신축공사,15.15,진행중,1537
E00010000028,한국은행 경기본부 행사 신축공사,19.17,진행중,1538
E00033000012,강남역 대준빌딩 개발사업,19.86,진행중,1539
E00095000015,양주옥정 물류센터 1BL(지원1) 신축공사에 따른 소규모 지하안전영향평가 용역,18.11,진행중,1540
E00247000005,고양 향동 도시지원시설 용지 9블럭 지식산업센터 신축공사,17.02,진행중,1541
E10003000009,충북대학교병원 의생명진료연구동 건립공사,18.99,진행중,1542
E00203000040,고양지축 상업용지 C3-1-1 근린생활시설 신축공사,16.41,진행중,1543
E00060000019,대구 용계동 도시개발사업 공동주택 신축공사 A2BL,11.21,진행중,1544
E00139000019,청주 가경동 1034번지 외 호텔 신축공사 소규모 지하안전영향평가,19.50,진행중,1545
E00134000031,영종하늘도시 공동주택 A8블럭 신축공사 중 소규모 지하안전영향평가,11.70,진행중,1546
E00134000032,대구광역시 중구 수창동 47-1번지 주상복합 신축공사 소규모 지하안전영향평가,17.30,진행중,1547
E00116000018,수원 팔달1구역 재건축조합 공동주택 신축공사,15.08,진행중,1548
E00134000033,강동구 고덕·강일 공공주택지구 1블록 신축공사 소규모 지하안전영향평가,10.80,진행중,1549
E00047000044,속초시 동명동 436-1번지 일원 공동주택 신축공사,16.31,진행중,1550
E00117000003,나라키움 종로 복합청사 개발사업 소규모 지하안전영향평가용역,16.13,진행중,1551
E00044000021,평창동 주택단지 신축공사에 따른 지하안전영향평가 용역,17.35,진행중,1552
E00157000004,안국프라퍼티 도산사옥 프로젝트 신축공사,19.71,진행중,1553
E00154000028,양양 주청리(낙산) 숙박시설 신축공사,17.45,진행중,1554
E10004000004,울산 남구 신정동 공동주택 신축공사 중 소규모 지하안전영향평가 설계,14.15,진행중,1555
E10063000009,자양동 766-15 근린생활시설 신축공사 소규모 지하안전영향평가,12.54,진행중,1556
E00049000009,이천시 설성면 상봉리(21-1) 물류센터 신축공사 소규모 지하안전영향평가,11.65,진행중,1557
E00129000006,울산 우정동 뉴시티지역주택조합 공동주택 신축공사,11.35,진행중,1558
E00230000002,부산광역시 부전동 573-5 주거복합시설 신축공사 지하안전영향평가 용역,13.88,진행중,1559
E00123000002,(주) 한국카본 마곡R&D센터 신축공사 소규모지하안전영향평가,13.08,진행중,1560
E00047000045,성동구 장미아파트 주택재건축 정비사업,14.86,진행중,1561
E10006000007,해운대구 중동 1260-16번지 오피스텔 신축공사 소규모 지하안전영향평가,19.81,진행중,1562
E00061000014,고려대학교 의료원 청담캠퍼스 신축공사 사후 지하안전영향평가,29.40,진행중,1563
E00056000008,지하철 승강편의시설 설치 지하안전영향평가 용역(3-2)(영등포구청역 #4 출구),11.00,작성중,1564
E00056000009,서울 중부경찰서 청사 신축공사,16.88,진행중,1565
E00056000010,서울 강남구 논현동 16-23 신축공사,15.80,진행중,1566
E00203000041,아산 탕정지구 상업4-5-1B/L 근린생활시설 신축공사,14.59,진행중,1567
E00203000042,아산 탕정지구 상업4-5-2B/L 근린생활시설 신축공사,14.62,진행중,1568
E00143000016,"염창동 260 외 1필지 근생, 오피스텔 및 도시형 생활주택 신축공사 지하안전영향평가 용역",19.94,진행중,1569
E00027000016,송도역세권 도시개발사업 A2BL 공동주택 신축공사,11.56,진행중,1570
E00049000010,수원시 팔달구 인계동 1040번지외 2필지 근린생활시설 및 업무시설 신축공사,18.99,진행중,1571
E00043000018,의정부시 용현동 공동주택 신축공사,17.46,진행중,1572
E10085000002,강남구 대치동 991-2번지 근생 및 교육연구시설 신축공사,19.70,진행중,1573
E10013000004,수원시 공공업무시설 1단계 건립사업(시의회) 소규모 지하안전영향평가 용역,18.40,진행중,1574
E00027000017,북리 134-1 물류센터 신축공사,14.28,진행중,1575
E00023000036,서초구 방배동 주상복합 신축공사,19.00,진행중,1576
E00044000024,여의도동 27-2 업무시설 신축관련 지하철연결통로 설치공사,13.95,진행중,1577
E00239000003,삼청동 142외1 신축공사,18.65,진행중,1578
E00121000031,천안 성성동 지식산업센터 신축공사,16.05,진행중,1579
E10063000010,경기도 고양시 덕양구 지축지구 상업C1블럭3-3로트 근린생활시설 신축공사 소규모 지하안전영향평가,18.45,진행중,1580
E00157000005,강남구 논현동211-6 외 3필지 신축공사,16.15,진행중,1581
E00088000017,수성구 만촌동 849-6외 1필지 공동주택 신축공사 소규모지하안전영향평가 용역,17.52,진행중,1582
E00102000080,㈜우진산전 고덕사옥 신축공사,18.88,진행중,1583
E00102000082,영등포동4가 55외 1필지 복합시설 신축공사,18.16,진행중,1584
E00047000046,"대전광역시 유성구 용계동 667-4,5번지(4BL), 667-1,2번지(7BL)오피스텔 신축공사 소규모 지하안전영향평가(재협의))",17.56,진행중,1585
E00023000037,마포구 동교동 역세권 청년주택 신축공사,19.88,진행중,1586
E00023000038,인천 검단신도시 C12-2-1BL 상업시설 신축공사,14.02,진행중,1587
E10006000008,온양발리스타 지역주택조합 지하안전영향평가서(소규모) 작성 및 협의,17.50,진행중,1588
E00023000039,안양시 호원초등학교 주변지구 재개발 아파트(3획지) 신축공사,13.12,진행중,1589
E00023000040,주안동 24-68번지 외 2필지 오피스텔 및 근생 신축공사,19.71,진행중,1590
E00203000044,구리시 수택동 419-19외 2필지 오피스텔 및 다세대주택 신축공사,15.85,진행중,1591
E00066000048,광주광역시 방림동 송림주택 재건축 정비사업,12.95,진행중,1592
E10053000006,"파주 운정3지구 F7-1-4,5BL 신축공사",16.07,진행중,1593
E00131000020,인천광역시 부평구 부평동 134-5번지 외 3필지 주상복합 신축공사,15.41,진행중,1594
E10086000001,용인시 처인구 김량장동 186-69번지 외 4필지 다세대주택+오피스텔 신축공사 소규모지하안전영향평가,16.36,진행중,1595
E00047000047,속초 동명동 436-1번지 일원 공동주택 신축공사 소규모 지하안전영향평가(재협의),16.31,진행중,1596
E00098000011,대전 유성구 용계동 677-9 오피스텔 신축공사,19.35,진행중,1597
E00098000012,대전 유성구 용계동 677-8 오피스텔 신축공사,19.35,진행중,1598
E10086000002,용인시 처인구 김량장동 186-71번지 외 1필지 다세대주택+오피스텔 신축공사 소규모지하안전영향평가,16.36,진행중,1599
E00021000007,배양동 지역주택조합 아파트 신축공사 소규모지하안전영향평가,19.31,진행중,1600
E00017000036,운정3지구 상F3-1 3BL 근린생활시설 신축공사,16.58,진행중,1601
E00017000037,월계동 410-3역세권 청년주택 신축공사,19.06,진행중,1602
E00176000009,인천광역시 경서3구역 25블럭 1롯트 오피스텔 신축공사 소규모 지하안전영향평가,17.01,진행중,1603
E00031000029,상인동 공동주택 신축에 따른 소규모지하안전영향평가(재평가) 용역,10.31,진행중,1604
E10086000003,용인시 처인구 김량장동 186-79번지 외 5필지 다세대주택+오피스텔 신축공사 소규모지하안전영향평가,16.36,진행중,1605
E00065000027,가산동 371-63 지식산업센터 개발사업,17.41,진행중,1606
E00126000033,부평 데이터센터 신축공사,19.53,진행중,1607
E00060000020,공성아파트 소규모 재건축사업,12.16,진행중,1608
E10063000011,도곡동 청년주택 신축공사 소규모 지하안전영향평가,13.57,진행중,1609
E00150000010,남천2구역 주택재개발정비사업 2호선 남천역 출입구 등 시설물 이설공사에 따른 소규모 지하안전영향평가,13.40,진행중,1610
E10053000007,청주시 오창읍 양청리 794-2 생활형숙박시설 소규모지하안전영향평가,18.20,진행중,1611
E00080000030,서울특별시 양천구 목동 615-1 일대 역세권 청년주택 신축공사 소규모 지하안전영향평가,14.37,진행중,1612
E00055000046,공공형 지식산업센터 및 건설형 도전숙 복합개발사업(도전숙),19.96,진행중,1613
E00055000047,공공형 지식산업센터 및 건설형 도전숙 복합개발사업(지식산업센터),19.96,진행중,1614
E00149000037,천안시 부성2동 복합주민센타 건립공사,12.47,진행중,1615
E00203000045,인천광역시 서구 검단신도시 C11-3-2 상업시설 신축공사,18.60,진행중,1616
E00143000017,수원시 장안구 정자동 지식산업센터 신축공사 소규모지하안전평가 용역,18.11,진행중,1617
E00122000010,대전효자구역 민간참여 주거환경개선사업,19.38,진행중,1618
E10063000012,태전4지구 E1-2 근린생활시설 신축공사 소규모 지하안전영향평가,19.95,진행중,1619
E00239000004,"강남구 논현동 242-52,49번지 오피스텔 신축공사",19.46,진행중,1620
E00228000020,논현동 89-10 복합시설 신축공사,18.36,진행중,1621
E10086000004,서울시 서초구 방배동 751-11 주상복합 신축공사 소규모지하안전영향평가,11.56,진행중,1622
E00031000030,황금동 디에이치홀딩스 주거복합 신축공사 소규모지하안전영향평가,17.44,진행중,1623
E00198000018,하남시 하남감일공공주택지구 상2-1블록 근린생활시설 및 의료시설 신축공사,19.60,진행중,1624
E00222000006,이천 부발읍 신원리 617-16번지 물류창고 신축공사 소규모 지하안전영향평가서,10.60,진행중,1625
E00042000029,남원시 월락동 공동주택 신축공사 소규모지하안전영향평가,15.73,진행중,1626
E00023000041,논현동 근생 및 업무시설 신축공사,19.93,진행중,1627
E00226000014,구수산공원 화성파크드림 공동주택 신축공사,12.65,진행중,1628
E00116000020,안양 호계동 데이터센터 신축공사,17.22,진행중,1629
E00243000033,"성남고등지구 상업지역 2-2, 3 오피스텔 신축공사 소규모지하안전영향평가 용역",19.09,진행중,1630
E00203000046,안산시 단원구 선부동 1071번지 근린생활시설 신축공사,15.89,진행중,1631
E00024000008,풍원화학(주) 마곡연구소 신축공사 소규모 지하안전영향평가(재협의),18.59,진행중,1632
E00113000007,인천 부평구 삼산동 325-370외 부평정수장 도수관로 정비공사,12.00,진행중,1633
E00243000034,마곡일반산업단지 D32-8 연구시설 신축공사 중 소규모지하안전영향평가 용역,13.82,진행중,1634
E00137000009,양동 지역주택조합아파트 신축공사,14.49,진행중,1635
E00137000010,남구 월산동 36-8번지 일원 주상복합 신축공사 소규모 지하안전영향평가,12.80,진행중,1636
E00149000038,천안시 서북구 불당동 1486번지 업무시설 신축공사,19.57,진행중,1637
E10053000008,미추홀구 도화동 986-2 번지 근린생활시설 신축공사,17.77,진행중,1638
E00012000034,만안구 안양동 688-22 외 3필지 신축공사 소규모 지하안전영향평가,15.61,진행중,1639
E00131000021,서울 충정수도 주택건설사업 소규모지하안전영향평가,19.98,진행중,1640
E00010000029,공덕 역세권 청년주택 신축공사,19.88,진행중,1641
E00102000087,금곡역 지역주택조합 아파트 신축공사,19.36,진행중,1642
E00097000010,중구 대봉동 공동주택 신축공사 소규모지하안전영향평가,15.46,진행중,1643
E00084000011,고당지구 수리시설 개보수사업,14.57,진행중,1644
E00224000009,평택합정주공주택재건축정비사업,14.91,진행중,1645
E00117000004,5호선 방이외 2역 승강편의시설 설치공사 지하안전영향평가 - 5호선 방이역 ,12.60,진행중,1646
E10063000013,(고덕국제화계획지구)여염리 4328-1번지 근생 및 업무시설 신축공사 소규모 지하안전영향평가,16.20,진행중,1647
E00117000005,5호선 방이외 2역  승강편의시설 설치공사 지하안전영향평가 - 6호선 화랑대역 ,14.97,진행중,1648
E00084000012,아산 배방읍 장재리 1717 복합시설 신축공사,19.70,진행중,1649
E00155000004,교문동 244-5 복합 오피스텔 신축공사 소규모 지하안전영향평가,19.85,진행중,1650
E00012000035,"청라동 152-16, 17번지 오피스텔 신축공사 소규모 지하안전영향평가",18.90,진행중,1651
E00102000088,반포동 94-3외 1필지 주거복합 신축공사,19.80,진행중,1652
E00060000021,화성동탄 2 C2-BL,19.88,진행중,1653
E00222000007,기흥구 영덕동 974-2 근？생 업무시설 신축공사 소규모 지하안전영향평가,14.62,진행중,1654
E00012000036,케이씨 마곡R&D센터 신축공사 소규모 지하안전영향평가,18.19,진행중,1655
E10047000005,경기도 광주시 신월리 651-2 냉동창고 신축공사,19.44,진행중,1656
