evalNo,evalNm,constCost,maxDigDepth,digCapacity,startYmd,endYmd,evalCost,proStage,digArea,no
E00190000058,덕양구 향동동 477 근생 및 업무시설 신축공사 소규모 지하안전영향평가,21000.00,19.56,0.00,20211116,20211224,45100.00,진행중,718,1
E00127000011,서초구 양재동 224 KCTC 부지 신축공사,300000.00,17.12,0.00,20210930,20220222,71500.00,진행중,0,1
E10063000034,"고덕국제화지구 중상4-2블럭 1-1,2롯트 신축공사 소규모 지하안전영향평가",20500.00,15.30,0.00,20211216,20220415,25000.00,작성중,0,1
E10063000035,수원고등지구 C-6-3블럭 근린생활시설 신축공사 소규모 지하안전영향평가,24000.00,19.92,0.00,20211215,20220413,30000.00,진행중,1286,1
E00247000022,역삼동 718번지 업무시설 신축공사,8700.00,19.96,0.00,20211108,20220418,44000.00,진행중,0,1
E00131000052,인천 서구 원당동 3202-103 근생 및 오피스텔 신축공사 소규모지하안전영향평가 용역,21400.00,19.59,0.00,20211005,20220222,77000.00,진행중,1431,1
E00178000006,수원시 권선구 호매실동 1395-4번지 신축공사,15000.00,17.86,0.00,20190702,20200325,33000.00,진행중,0,1
E10008000020,판교수질복원센터 하수처리용량 증설사업 소규모 지하안전영향가 용역,48200.00,13.80,0.00,20210623,20220331,139870.00,진행중,12523,1
E10055000003,길치근린공원 내 복합문화체육센터 건립공사 소규모지하안전영향평가,8400.00,17.88,0.00,20210901,20220506,22000.00,진행중,2900,1
E00045000027,고대안산병원 지하주차장 증축공사 소규모 지하안전영향평가 용역,14000.00,15.44,0.00,20211201,20220415,44000.00,진행중,3557,1
E00126000060,의왕 복합몰 B부지 신축공사 (가칭),50000.00,19.16,0.00,20210801,20220107,41800.00,진행중,10455,1
E00133000066,경기도 안양시 동안구 관양동 지식산업센터 신축공사,40500.00,18.86,0.00,20211025,20220225,38500.00,진행중,4188,1
E10056000017,울산 남구 신정동 1267-6번지 일원 소규모지하안전영향평가,814000.00,19.09,0.00,20210701,20220301,44000.00,진행중,0,1
E00186000022,인계동 1025-1외 2필지 신축공사 소규모지하안전영향평가,17000.00,14.63,0.00,20211123,20220303,42000.00,진행중,744,1
E00028000006,부안군 폐기물처리시설 설치사업,13990.00,16.00,0.00,20211026,20220123,45230.00,진행중,57549,1
E00224000020,㈜아하정보통신 R&D센터 신축공사,15600.00,13.90,0.00,20211107,20220110,52800.00,진행중,1554,1
E00017000072,동작구 사당동155-4번지일대 공동주택 건설사업,480000.00,13.51,0.00,20180731,20200514,29645.00,진행중,25397,1
E00010000048,포항 죽도동 주상복합 신축공사,94644.00,18.50,0.00,20211108,20220110,38000.00,진행중,2983,1
E00047000101,인천 도화동 물류터미널 조성사업 지하안전평가 용역,430000.00,19.75,0.00,20210228,20210729,253000.00,진행중,43805,1
E00054000003,서울시 50플러스 동부캠퍼스 건립사업 소규모지하안전영향평가,44700.00,16.46,0.00,20191030,20210113,33030.00,진행중,2809,1
E10053000026,"수원 고등지구 C6-1,5BL 오피스텔 신축공사 소규모 지하안전영향평가",26100.00,18.79,0.00,20211001,20220223,38500.00,진행중,2413,1
E10104000012,강남구 청담동78-14외1필지 신축공사 중 소규모 지하안전평가용역,6500.00,19.94,0.00,20210621,20220222,77000.00,진행중,3453,1
E10055000004,"효제동 315-1,6 오피스텔 신축공사 소규모 지하안전영향평가",20000.00,13.40,0.00,20210929,20211029,66000.00,진행중,0,1
E00033000026,"인천광역시 청라동 152-5,6 오피스텔 신축공사",21300.00,15.86,0.00,20211101,20220115,40000.00,진행중,0,1
E10006000022,두산동 근린생활시설 지하안전영향평가,11600.00,19.90,0.00,20211015,20220131,55000.00,진행중,0,1
E00023000072,"서교동 395-45번지 근린생활시설, 의료시설 소규모 지하안전평가 관련 용역",11000.00,18.89,0.00,20211201,20220802,82500.00,진행중,448,1
E00118000011,본동 741번지 주상복합 신축공사,51600.00,18.93,0.00,20211005,20220425,32000.00,진행중,3736,1
E00020000025,포항시 북구 죽도동 주상복합 신축사업 소규모 지하안전영향평가 용역,161300.00,17.50,0.00,20210428,20220523,99000.00,진행중,96477,1
E00163000020,성북동 168-276외 공동주택 신축공사 소규모 지하안전영향평가(2차 재협의),25000.00,19.90,0.00,20210913,20211220,49500.00,진행중,0,1
E00122000016,금정동 78-2외 4필지 오피스텔 신축공사,9900.00,19.66,0.00,20210917,20211231,37000.00,진행중,0,1
E00118000012,새동산 재건축 주상복합 신축공사 소규모 지하안전영향평가 및 흙막이 설계 용역,40100.00,18.93,0.00,20220106,20220412,20000.00,진행중,2220,1
E00122000017,여수시 하수처리수 재이용 민간투자사업,76000.00,11.25,0.00,20211115,20220107,51700.00,진행중,132321,1
E00203000085,수원시 권선구 호매실동 1401-3 근생 및 오피스텔 소규모 지하안전영향평가,16500.00,19.39,0.00,20211130,20220401,66000.00,진행중,0,1
E00060000051,대전 동구 대성동 산내지역주택조합 공동주택 신축공사(소규모 지하안전영향평가),210000.00,18.71,0.00,20200229,20220405,60500.00,진행중,34233,1
E00028000007,순화 우수저류시설 설치사업 소규모 지하안전영향평가 용역,9800.00,13.20,0.00,20211109,20220407,30150.00,진행중,0,1
E00031000048,두류동 공동주택 신축에 따른 소규모지하안전영향평가 재작성 용역,150000.00,12.10,0.00,20211130,20220314,52800.00,진행중,21032,1
E00042000043,오산시 궐동 609-6번지 오피스텔 신축공사 소규모지하안전영향성 평가,250000.00,19.79,0.00,20211201,20220223,46200.00,작성중,0,1
E00015000008,제주 MICE 다목적 복합시설 확충사업에 따른 소규모 지하안전평가용역,53300.00,12.91,0.00,20190220,20220331,50330.00,진행중,39401,1
E00164000026,인천 송도 G5-4블럭 주상복합 신축공사,70700.00,14.65,0.00,20200825,20220114,44000.00,진행중,15458,1
E00164000027,인천 송도 G5-5블럭 주상복합 신축공사,69700.00,13.99,0.00,20200825,20220114,44000.00,진행중,0,1
E00075000020,인천대입구역 롯데몰 방면 신규 출입구 공사 소규모 지하안전영향평가,4500.00,14.41,0.00,20210831,20220331,55000.00,진행중,0,1
E10063000036,방이동 38-5번지 오피스텔 신축공사 소규모 지하안전영향평가,20000.00,14.89,0.00,20220111,20220331,35000.00,진행중,209,1
E10053000027,"파주시 와동동 1438, 1438-1 신축공사 소규모지하안전영향평가 용역",12700.00,15.06,0.00,20211216,20220303,50600.00,진행중,1536,1
E10097000021,인천광역시 서구 원창동 381-56번지 근린생활시설 신축공사 소규모지하안전영향평가,10000.00,15.55,0.00,20210616,20220118,48510.00,진행중,132096,1
E00088000023,남양주 호평지구 주상복합 신축공사 소규모 지하안전영향평가,60000.00,19.80,0.00,20211220,20220727,34100.00,진행중,1318,1
E10097000022,인천광역시 서구 원창동 381-60번지 근린생활시설 신축공사 소규모지하안전영향평가,11000.00,16.09,0.00,20210616,20211027,48510.00,진행중,0,1
E10047000016,강남구 삼성동 썬타워Ⅲ 신축공사,8100.00,19.73,0.00,20210629,20220112,58300.00,진행중,322,1
E00149000049,유성 봉명동 오피스텔 신축공사 소규모지하안전영향평가,111000.00,17.87,0.00,20211119,20220318,85624.00,진행중,4611,1
E10097000023,안성공도 양기2지구 공동주택 신축공사 소규모지하안전영향평가서 용역,95200.00,12.01,0.00,20210616,20210809,55000.00,진행중,0,1
E00144000017,이천시 군량리 물류센터 신축공사,22600.00,12.26,0.00,20190703,20200228,38500.00,작성중,0,1
E10097000024,경기도 고양시 일산동구 풍동 1282번지 신축공사 소규모 지하안전영향평가,74700.00,19.00,0.00,20210817,20220307,41800.00,진행중,7779,1
E00116000044,경기도 화성시 남양읍 개발사업,59000.00,19.77,0.00,20211031,20220303,71500.00,진행중,11676,1
E10097000025,수원시 권선구 고색동 1181-3 오피스텔 신축공사 소규모지하안전영향평가(재협의),10000.00,19.60,0.00,20210723,20220314,45100.00,진행중,0,1
E00060000053,속초시 금호동 622-40 공동주택 신축공사(지하안전영향평가),195200.00,18.62,0.00,20210524,20220518,160600.00,진행중,33670,1
E00096000039,화성시 병점복합타운 일상15-1BL 업무시설 신축공사,25000.00,19.22,0.00,20211101,20220117,46200.00,진행중,1368,1
E00096000040,화성시 병점복합타운 일상17-1BL 업무시설 신축공사,24800.00,19.09,0.00,20211101,20220117,46200.00,진행중,1405,1
E00156000007,화성 동탄2 A-61BL 소규모 지하안전영향평가 용역,140700.00,12.97,0.00,20211215,20220303,82500.00,진행중,32044,1
E10063000038,마포구 망원동 439-5번지 일대(성도서광 가로주택정비사업) 소규모 지하안전영향평가,200000.00,12.70,0.00,20211001,20220531,40000.00,작성중,3091,1
E00131000053,인천시 남동구 간석동 173-7번지 외 2필지 소규모 지하안전영향평가 용역,20500.00,13.35,0.00,20211123,20220401,60500.00,진행중,1286,1
E00232000005,강일동 720번지 일원 근린생활시설 신축공사 소규모지하안전영향평가서 작성,7600.00,19.49,0.00,20220131,20220310,37180.00,진행중,0,1
E00163000021,아산신도시 공공하수처리시설 증설 민간투자사업 인허가(소규모 지하안전평가) 용역,63600.00,18.40,0.00,20211109,20220530,44000.00,진행중,12231,1
E00176000017,방배동 오피스텔 도시형생활주택 신축공사 중 소규모 지하안전영향평가서,36000.00,17.85,0.00,20190520,20201130,30765.00,진행중,0,1
E00012000053,안양동 395-11번지 주상복합신축공사 소규모 지하안전영향평가,6000.00,14.30,0.00,20211005,20220405,45100.00,진행중,0,1
E00095000028,캠프 라과디아 도시개발사업 지하안전영향평가 용역,370000.00,17.51,0.00,20201224,20220311,110000.00,진행중,32407,1
E00012000054,안양시 만안구 안양동 518-39번지 외 6필지 신축공사 소규모 지하안전영향평가,13000.00,16.60,0.00,20211202,20220601,58300.00,진행중,753,1
E00030000034,남양주 별내 892-7 지식산업센터 신축공사중 소규모 지하안전 평가용역,76000.00,18.66,0.00,20211108,20220302,41800.00,진행중,2748,1
E00133000070,성동구 용답동 229-4 업무시설 신축공사,15000.00,15.52,0.00,20210806,20220304,47300.00,진행중,596,1
E00129000011,양정 산호아파트 소규모재건축 정비사업 소규모지하안전영향평가,180201.00,17.91,0.00,20201020,20220418,48600.00,진행중,0,1
E00012000056,월성본부 비상대응거점  지하안전영향평가 용역,40000.00,15.92,0.00,20210721,20230531,36502.00,진행중,1251,1
E00176000018,고양시 향동 상업 8-1블럭 복합시설 소규모 지하안전영향평가서,43000.00,19.56,0.00,20190808,20190917,49500.00,진행중,0,1
E10053000028,향남읍 상신리 1295-3 오피스텔 신축공사 소규모지하안전영향평가 용역,28000.00,16.40,0.00,20211214,20220323,62700.00,진행중,1297,1
E00146000010,창원시 강소개발특구 기업입주공간 신축사업,37737.00,11.21,0.00,20220107,20220605,35195.00,작성중,0,1
E00098000033,충남 보령시 명천동 오피스텔 신축공사 소규모 지하안전영향평가 및 지반조사 용역,70000.00,14.10,0.00,20211022,20220516,58300.00,진행중,2616,1
E00012000057,주안동 주상복합 신축공사 소규모 지하안전영향평가,11000.00,15.66,0.00,20211129,20220530,48400.00,진행중,1148,1
E00083000031,대연지구 공공지원 민간임대주택 공급촉진지구 신축공사,464100.00,19.15,0.00,20211101,20220121,45000.00,진행중,71000,1
E00190000062,"21년 천연가스 공급시설 건설공사 지하안전관리 용역(완주군 천연가스 공급시설, 전주시)",29500.00,14.46,588.00,20211101,20220121,84277.00,진행중,0,1
E00018000018,제주시 일도일동 주상복합 신축공사,10637.00,15.40,0.00,20211129,20220411,35300.00,진행중,0,1
E00122000018,광명시 일직동 510 신축공사,10000.00,12.61,0.00,20211122,20220331,40000.00,진행중,861,1
E00122000019,아산시 탕정 시네파크 신축공사,35000.00,14.87,0.00,20211126,20220401,66000.00,진행중,2121,1
E00190000063,"21년 천연가스 공급시설 건설공사 지하안전관리 용역(완주군 천연가스 공급시설, 완주군)",29500.00,14.46,588.00,20211101,20220121,84277.00,진행중,0,1
E10078000003,천안시 노태근린공원 공동주택 신축공사,346300.00,15.65,0.00,20210503,20211012,59400.00,진행중,28519,1
E00146000011,양산시 북정동 97-14번지 일원 창고 신축공사,30000.00,19.00,0.00,20211101,20220530,66000.00,작성중,0,1
E10078000004,천안시 노태근린공원 공동주택 신축공사,338700.00,14.61,0.00,20210503,20211012,59400.00,진행중,30414,1
E10085000015,용산구 한남동 미토 262 복합빌딩 신축공사 소규모지하안전영향평가 용역,9320.00,18.59,0.00,20211201,20220318,38500.00,진행중,659,1
E00063000070,신사동 642-14 근린생활시설 신축공사 소규모 지하안전영향평가,4000.00,13.62,0.00,20211223,20220125,70700.00,진행중,315,1
E00082000024,오금지구 근린생활시설 신축공사,16700.00,15.16,0.00,20210730,20220317,44000.00,진행중,1805,1
E00198000034,화성시 제2동탄신도시 근생28-1블록 근린생활시설 신축 중 소규모 지하안전 영향평가 용역,7000.00,15.06,0.00,20211207,20220310,49500.00,진행중,1061,1
E00116000046,서초구 서초동 근린생활시설 및 오피스텔(1337-18 : A대지),9200.00,15.32,0.00,20210630,20220310,44000.00,진행중,560,1
E00116000047,서초구 서초동 근린생활시설 및 오피스텔(1337-19 : B대지),9200.00,15.32,0.00,20210630,20220310,44000.00,진행중,0,1
E00047000103,전농동 청년주택 신축공사 중 지하안전영향평가 용역계약,23000.00,19.10,0.00,20211005,20220730,74800.00,진행중,1131,1
E00063000071,보은아파트·연립주택 소규모재건축사업,55100.00,12.04,0.00,20220110,20220121,132000.00,진행중,0,1
E00036000029,음성군 대소면 성본리 산54-1번지 일원 물류센터 신축공사 지하안전영향평가(소규모) 용역,34000.00,14.86,0.00,20210331,20211213,77000.00,진행중,1614500,1
E10010000003,고양관광문화단지 공영주차장 건립 지반조사 및 소규모 지하안전영향평가용역,36000.00,15.41,0.00,20210412,20230922,165431.00,진행중,4193,1
E00078000004,"양주시 옥정동 978-1,-2번지 오피스텔 신축공사 소규모 지하안전영향평가",90200.00,19.17,0.00,20210530,20210929,19800.00,진행중,3882,1
E00249000006,아양교역 #3출입구 E/L설치공사 소규모 지하안전영향평가 용역,2500.00,18.56,0.00,20210624,20220305,35395.00,진행중,0,1
E00078000005,양주시  옥정동 978-3번지 오피스텔 신축공사 소규모 지하안전영향평가,50500.00,19.74,0.00,20210530,20210929,19800.00,진행중,2389,1
E10097000026,서울시 강남구 논현동 209-2 근린생활시설 신축공사 소규모지하안전영향평가,6500.00,19.85,0.00,20211108,20220310,41800.00,진행중,0,1
E00036000030,숭의동 복합B/D 신축공사 ,2600.00,17.98,0.00,20190410,20190710,49500.00,진행중,0,1
E00198000035,병점복합단지 상15-2 근린생활시설 신축공사 중 소규모 지하안전 영향평가 용역,19000.00,18.85,0.00,20210716,20220311,55000.00,진행중,1640,1
E00012000059,병점복합타운 업무용지 4-1 오피스텔 신축공사 소규모 지하안전영향평가,20000.00,14.01,0.00,20211209,20220609,58300.00,진행중,0,1
E00012000060,여주시 능서면 왕대리 물류 신축공사 소규모 지하안전영향평가,56000.00,15.35,0.00,20220101,20220630,92400.00,진행중,27719,1
E00198000036,마산 석전동 주상복합 신축공사 중 소규모 지하안전 영향평가 용역,50000.00,15.11,0.00,20210827,20220530,85800.00,진행중,1793,1
E00122000020,안양동 689-100번지 외 2필지 그랜드지오 오피스텔 신축공사,13000.00,12.46,0.00,20211110,20220127,37400.00,진행중,792,1
E00190000065,구리시 인창동 지역조합아파트 신축공사 소규모 지하안전영향평가,127200.00,11.30,0.00,20201130,20210624,66000.00,진행중,8107,1
E00143000037,시흥시 대야동 653-1번지 신축공사 소규모 지하안전영향평가 용역,25000.00,18.95,0.00,20220107,20220324,33000.00,진행중,963,1
E00084000024,오산세교2지구 상업용지 C1-3-3 근린생활시설 신축공사,22000.00,18.60,0.00,20211117,20220517,37400.00,진행중,1596,1
E00039000025,성균관대학교 자과캠 신축관련 소규모 지하안전영향평가용역,100000.00,18.08,0.00,20211111,20220317,55000.00,진행중,0,1
E00004000028,천안 삼룡1지구 공동주택 신축공사,200000.00,10.73,0.00,20211028,20220120,49500.00,진행중,29115,1
E10053000029,성사동 00복합시설 신축공사,48000.00,18.86,0.00,20211116,20220321,19800.00,진행중,1032,1
E00042000045,의정부 복합문화융합단지 물류창고 신축공사 소규모지하안전영향평가 용역,80000.00,13.54,0.00,20211015,20220321,90200.00,진행중,13416,1
E00131000055,동소문동5가 75번지 일원 주상복합 신축공사,85000.00,15.37,0.00,20210726,20220204,39600.00,진행중,1174,1
E00056000018,"강남구 논현동 98, 98-1번지  신축공사 소규모 지하안전영향평가 용역",20000.00,19.65,0.00,20211220,20220317,38500.00,진행중,746,1
E10085000016,서초구 서초동 1657-3호 소규모지하안전영향평가 용역 ,7800.00,19.96,0.00,20210430,20211116,77000.00,진행중,314,1
E10006000023,괘법동 복합시설 지하안전영향평가,53000.00,17.65,0.00,20210928,20220331,47300.00,진행중,1463,1
E00122000021,안양동 622-29외 8필지 오피스텔 신축공사,9900.00,19.98,0.00,20211209,20220204,41800.00,진행중,0,1
E00143000038,동대문구 전농동 295-501 오피스텔 신축공사 소규모 지하안전영향평가 용역,21500.00,19.99,0.00,20220107,20220323,77000.00,진행중,1249,1
E00247000024,대전학하 공공지원 민간임대주택 2단지 조성사업 신축공사,142900.00,13.96,0.00,20210713,20220425,46200.00,진행중,25665,1
E00247000025,호계동 555-26 지식산업센터 신축공사,192000.00,14.61,0.00,20211119,20220324,41800.00,진행중,0,1
E00022000079,화성시 향남2지구 M1BL 오피스텔 신축공사,500000.00,16.28,0.00,20220105,20220207,114400.00,진행중,28040,1
E00066000110,안성 당왕지구 2블록 공동주택 신축공사,345000.00,14.59,0.00,20220110,20220208,75000.00,진행중,46746,1
E00033000027,춘천 학곡지구 A1-2BL 공동주택 신축공사,267000.00,19.85,0.00,20190702,20191220,52800.00,진행중,0,1
E10044000027,천안시 오룡동 20번지 주거복합 신축공사 소규모지하안전영향평가 (재평가),86000.00,19.50,0.00,20220131,20220523,38500.00,진행중,10117,1
E10097000027,송도 M2-9-6 어린이병원 신축공사 소규모지하안전영향평가,10000.00,14.98,0.00,20211104,20220407,41800.00,진행중,0,1
E00066000111,포항 펜타시티 A2블록 한신더휴 신축공사,596000.00,14.14,0.00,20211203,20220210,89400.00,진행중,75821,1
E00066000112,포항 펜타시티  A4블록 한신더휴 신축공사,213000.00,11.50,0.00,20211203,20220210,59600.00,진행중,22949,1
E10128000001,양평동 3가 오피스텔 신축공사에 따른 소규모 지하안전영향평가,30000.00,13.68,0.00,20220103,20220331,44000.00,진행중,779,1
E10129000001,시흥장현지구 업무13블럭 업무시설 소규모지하안전영향평가용역,37000.00,19.20,0.00,20220105,20220324,44000.00,진행중,3337,1
E10068000005,괴정지역주택조합 공동주택 신축공사 소규모 지하안전영향평가,89000.00,18.30,0.00,20211210,20220126,30000.00,진행중,0,1
E00173000009,인동배수분구 하수도정비 중점관리지역 도시침수예방사업 소규모 지하안전영향 평가용역,30900.00,12.90,0.00,20220107,20220614,35301.00,진행중,1389,1
E10097000028,대전 도안택지개발사업지구상 16BL 오피스텔 신축공사(소규모),35000.00,16.34,0.00,20210720,20220510,55000.00,진행중,6177,1
E00184000022,강서구 범방동 C2-1 오피스텔 신축공사,37600.00,19.80,0.00,20220201,20220630,33000.00,진행중,1930,1
E00184000023,강서구 범방동 C1-1 오피스텔 신축공사,28268.00,17.80,0.00,20220201,20220630,33000.00,진행중,1636,1
E00031000050,달자01지구 주택재건축 정비사업,226800.00,13.51,0.00,20210601,20220128,53900.00,진행중,29516,1
E00062000037,"화성시 비봉면 상4-4,5번지 근린생활시설 신축공사 소규모 지하안전영향평가 등 기술용역",17000.00,17.20,0.00,20211206,20220330,63800.00,진행중,0,1
E00023000073,신월리 공동주택 신축공사 소규모 지하안전영향평가 용역,170000.00,14.00,0.00,20211228,20220516,52800.00,진행중,26187,1
E00063000074,(재협의)천안시 두정동 반도유보라 공동주택 신축공사 소규모지하안전평가 용역,263600.00,13.91,0.00,20210901,20220210,55000.00,진행중,33853,1
E10077000003,여주 점봉동(178-4번지 외 6필지)물류센터 신축공사,68000.00,13.26,0.00,20220105,20220214,68000.00,진행중,0,1
E10091000013,답십리동 266-1 근린생활시설 신축공사 소규모 지하안전영향평가 용역,1000.00,12.01,0.00,20211231,20220325,39600.00,진행중,0,1
E00248000017,동대문 주상복합 신축사업 소규모 지하안전영향평가,122000.00,19.79,0.00,20210913,20220517,41800.00,진행중,1832,1
E00005000033,용인축산농협 종합청사 신축공사,41000.00,15.70,0.00,20211231,20220215,47300.00,진행중,0,1
E10047000017,안성시 공도읍 승두리 67-10 주상복합 신축공사,42000.00,17.76,0.00,20211126,20220215,44000.00,진행중,0,1
E00078000006,둔곡동 419-3 오피스텔 소규모 지하안전영향평가,28500.00,19.66,0.00,20210615,20220331,80300.00,진행중,1766,1
E00066000113,수원시 장안구 파장동 공원 지하주차장 신축공사,10000.00,12.85,0.00,20210901,20220117,45000.00,진행중,3617,1
E10128000002,인디고로지스 화성 물류센터 신축공사 소규모 지하안전영향평가,120000.00,19.62,0.00,20211231,20220401,88000.00,진행중,15088,1
E00049000022,(주)휴네시온 사옥 신축공사,10000.00,15.03,0.00,20210615,20220216,38500.00,진행중,784,1
E00055000101,도곡삼호아파트 재건축정비사업(재협의),166300.00,13.65,0.00,20211107,20220215,121000.00,진행중,10179,1
E10128000003,천안 왕림리 복합물류센터 신축공사 소규모 지하안전영향평가,170000.00,13.61,0.00,20220113,20220512,55000.00,진행중,33370,1
E00109000028,마포구 상암동 6-1 오피스빌딩 신축공사 / 사전조사 및 소규모지하안전영향평가 용역,12600.00,14.40,0.00,20211116,20220413,62700.00,진행중,864,1
E00228000039,동탄1지구 택지개발사업 C3-2-1블럭 오피스텔 신축공사 소규모 지하안전 영향평가,48000.00,15.30,0.00,20220131,20220411,49500.00,진행중,0,1
E00039000026,시화 MTV 주상2블록(시흥시 정왕동) 주상복합 신축공사 소규모지하안전영향평가 용역,560000.00,15.63,0.00,20210715,20220325,77000.00,진행중,50565,1
E00142000009,사상구 모라동(270-3번지 일원) 공동주택 신축공사,300000.00,13.80,0.00,20211217,20220225,71500.00,진행중,0,1
E00035000069,용두동1구역 주택재개발정비사업 소규모지하안전영향평가,124300.00,12.48,0.00,20180601,20190423,52800.00,진행중,15549,1
E00098000034,행복중심복합도시 6-3생활권 UR1BL 통합형 민간참여 공공주택 건설사업 소규모 지하안전영향평가 용역,27500.00,18.11,0.00,20210909,20220426,18700.00,진행중,158443,1
E00098000035,행복중심복합도시 6-3생활권 UR2BL 통합형 민간참여 공공주택 건설사업 소규모 지하안전영향평가 용역,27500.00,17.78,0.00,20210909,20220426,18700.00,진행중,4178,1
E00203000087,"광진구 군자동 361-26,19 근린생활시설 및 오피스텔, 다세대주택 신축공사 소규모 지하안전영향평가",4000.00,15.64,0.00,20211231,20220401,69300.00,진행중,327,1
E00131000056,시흥시 대야동 652-3번지 오피스텔 및 근린생활시설 신축계획 소규모지하안전영향평가용역,6800.00,12.84,0.00,20211203,20220401,66000.00,진행중,0,1
E10097000029,서울시 강북구 미아동 138-19 신축공사 소규모지하안전영향평가,2700.00,16.56,0.00,20211014,20220411,41800.00,진행중,480,1
E00122000022,안양동 622-143번지일원 업무시설(오피스텔)신축공사,25000.00,14.20,0.00,20210825,20220217,42350.00,진행중,0,1
E00015000009,제주특별자치도 보훈회관 건립 신축공사  소규모 지하안전평가 용역,89.18,13.50,0.00,20211101,20220228,35612.00,진행중,516,1
E10114000002,인천 청라동 151-1 업무시설 신축공사,62500.00,17.54,0.00,20211224,20220329,35200.00,진행중,1889,1
E10080000006,여수 만흥동 공동주택 신축사업(만흥동 1441-1번지 일원) 소규모 지하안전영향평가,198200.00,15.19,0.00,20211029,20220704,88000.00,진행중,0,1
E10114000003,인천 청라동 151-2 업무시설 신축공사,62500.00,17.54,0.00,20211224,20220329,35200.00,진행중,1889,1
E00024000025,평택시 화양지구 5BL 공동주택 소규모 지하안전영향평가용역,510300.00,12.51,0.00,20210223,20220428,55000.00,진행중,65200,1
E00057000046,봉덕대덕지구 주택재개발정비사업,10000.00,14.08,0.00,20220103,20220218,93500.00,진행중,0,1
E00114000029,인천 서구 한들구역 BL16-1 근린생활시설 설계용역,9000.00,14.80,0.00,20211127,20221206,38500.00,진행중,7741,1
E00218000030,부산광역시 대저동 2347-2번지 일원 아파트 신축공사,75300.00,14.62,0.00,20210104,20220221,55000.00,진행중,5782,1
E00243000058,부산광역시 범일동 830-179번지외 6필지 소규모 지하안전영향평가 및 추가지반조사 용역,32000.00,13.60,0.00,20220113,20220418,44000.00,진행중,1616,1
E00246000003,한양C.C 골프장 클럽하우스 증축공사,40000.00,16.67,0.00,20211207,20220331,27500.00,진행중,6711,1
E00205000032,광주 주월동88 공동주택 신축사업,65000.00,10.00,0.00,20220222,20220522,85000.00,진행중,6217,1
E10047000018,인천광역시 중구 중산동 1886-24 근린생활시설 신축공사,13500.00,14.82,0.00,20211228,20220216,49500.00,진행중,1648,1
E00163000022,남방공공하수처리시설 증설사업 소규모 지하안전영향평가 용역,28000.00,18.30,0.00,20211206,20220522,61524.00,진행중,9135,1
E00243000059,강서구 공항동 8-5 주상복합 신축공사 中 소규모지하안전영향평가 용역,13700.00,13.21,0.00,20211201,20220408,41800.00,진행중,0,1
E00057000047,포천 정교리 물류센터 신축공사,0.00,10.42,0.00,20211127,20220221,93500.00,진행중,0,1
E00106000045,한강하류권(4차) 급수체계조정사업 소규모 지하안전평가,216332.00,14.70,0.00,20210929,20220327,27874.00,진행중,245,1
E10128000004,고양삼송 도시지원시설용지 9-1BL 물류센터 소규모 지하안전영향평가,52400.00,19.89,0.00,20210728,20220407,78650.00,진행중,5945,1
E10097000030,서울시 금천구 가산동 345-89번지 신축공사 소규모지하안전영향평가,24800.00,16.46,0.00,20220104,20220413,41800.00,진행중,0,1
E00247000026,대전학하 공공지원 민간임대주택 1단지 조성사업 신축공사,206480.00,13.86,0.00,20210713,20220428,46200.00,진행중,0,1
E00218000031,창원시 EAC창원요양병원 지하안전영향평가 용역 ,30000.00,18.10,0.00,20211031,20220530,46200.00,진행중,2397,1
E00117000014,신림동 1432-23 오피스텔 및 다세대 신축공사 소규모 지하안전영향평가용역,5500.00,13.65,0.00,20220103,20220429,38500.00,진행중,347,1
E00060000058,"하남위례신도시 일반상업용지 9-1, 9-2블럭 오피스텔 신축공사 지하안전영향평가 용역",360500.00,19.85,0.00,20210430,20220408,181500.00,진행중,12686,1
E00134000087,부산 용호6지구 민간참여 주거환경개선사업	소규모지하안전평가,147500.00,17.96,0.00,20220221,20220720,62700.00,진행중,0,1
E00198000038,용산구 한남동 739-18 근린생활시설 신축공사 중 소규모 지하안전 영향평가 용역,4600.00,12.21,0.00,20220125,20220408,57200.00,진행중,492,1
E00097000017,서대구지구 주택재개발정비사업 소규모 지하안전평가,915000.00,15.82,0.00,20211201,20220430,70000.00,진행중,96837,1
E00176000019,청주 테크노폴리스 S1블록 주상복합 소규모 지하안전영향평가 용역,553400.00,15.14,0.00,20210906,20220519,66000.00,진행중,44040,1
E10063000041,"검단지구 C4-1-3,4 신축공사 소규모 지하안전평가",39000.00,19.84,0.00,20220115,20220531,40000.00,진행중,2832,1
E10053000030,와동동 1440외 1필지 월드플러스 신축공사,8000.00,17.16,0.00,20200228,20200603,44000.00,진행중,1179,1
E00055000102,강남구 논현동83-7 소규모지하안전평가,4000.00,16.09,0.00,20211001,20220411,33000.00,진행중,0,1
E00164000030,인천 송도 G5-11블럭 주상복합 신축공사 소규모 지하안전평가,161200.00,11.20,0.00,20200825,20220228,40000.00,진행중,0,1
E00164000031,인천 송도 G5-1블럭 주상복합 신축공사,372800.00,12.05,0.00,20200825,20220228,44000.00,진행중,54255,1
E00149000050,세종시 3-3생활권 소담동 571번지 신축공사 소규모지하안전영향평가,12000.00,15.11,0.00,20210628,20220517,44000.00,진행중,1447,1
