evalNo,evalNm,constCost,maxDigDepth,digCapacity,startYmd,endYmd,evalCost,proStage,digArea,no
E00203000045,인천광역시 서구 검단신도시 C11-3-2 상업시설 신축공사,11000.00,18.60,0.00,20201125,20210531,55000.00,진행중,1195,1
E00143000017,수원시 장안구 정자동 지식산업센터 신축공사 소규모지하안전평가 용역,17900.00,18.11,0.00,20201216,20210608,35200.00,진행중,7007,1
E00122000010,대전효자구역 민간참여 주거환경개선사업,393268.00,19.38,0.00,20201010,20201224,49500.00,진행중,0,1
E10063000012,태전4지구 E1-2 근린생활시설 신축공사 소규모 지하안전영향평가,10000.00,19.95,0.00,20201205,20210228,30000.00,진행중,0,1
E00239000004,"강남구 논현동 242-52,49번지 오피스텔 신축공사",23000.00,19.46,0.00,20201102,20210326,64900.00,진행중,0,1
E00228000020,논현동 89-10 복합시설 신축공사,25000.00,18.36,0.00,20201109,20201224,48400.00,진행중,0,1
E10086000004,서울시 서초구 방배동 751-11 주상복합 신축공사 소규모지하안전영향평가,4270.00,11.56,0.00,20200917,20201221,36300.00,진행중,269,1
E00031000030,황금동 디에이치홀딩스 주거복합 신축공사 소규모지하안전영향평가,66000.00,17.44,0.00,20201123,20210222,110000.00,진행중,0,1
E00198000018,하남시 하남감일공공주택지구 상2-1블록 근린생활시설 및 의료시설 신축공사,16000.00,19.60,0.00,20201116,20201230,55000.00,진행중,0,1
E00222000006,이천 부발읍 신원리 617-16번지 물류창고 신축공사 소규모 지하안전영향평가서,20000.00,10.60,0.00,20200820,20201228,77000.00,진행중,0,1
E00042000029,남원시 월락동 공동주택 신축공사 소규모지하안전영향평가,107500.00,15.73,0.00,20191106,20201230,49500.00,진행중,0,1
E00023000041,논현동 근생 및 업무시설 신축공사,25300.00,19.93,0.00,20200219,20200629,67000.00,진행중,2085,1
E00226000014,구수산공원 화성파크드림 공동주택 신축공사,222500.00,12.65,0.00,20201111,20211231,71500.00,진행중,0,1
E00116000020,안양 호계동 데이터센터 신축공사,267400.00,17.22,0.00,20201130,20210614,49500.00,진행중,5400,1
E00243000033,"성남고등지구 상업지역 2-2, 3 오피스텔 신축공사 소규모지하안전영향평가 용역",17000.00,19.09,0.00,20200415,20200819,72600.00,진행중,1656,1
E00203000046,안산시 단원구 선부동 1071번지 근린생활시설 신축공사,41480.00,15.89,0.00,20200701,20210301,60500.00,진행중,0,1
E00024000008,풍원화학(주) 마곡연구소 신축공사 소규모 지하안전영향평가(재협의),9000.00,18.59,0.00,20201116,20210218,41800.00,진행중,0,1
E00113000007,인천 부평구 삼산동 325-370외 부평정수장 도수관로 정비공사,19200.00,12.00,0.00,20180903,20190226,29473.00,진행중,48,1
E00243000034,마곡일반산업단지 D32-8 연구시설 신축공사 중 소규모지하안전영향평가 용역,8500.00,13.82,0.00,20201109,20210414,34100.00,진행중,1214,1
E00137000009,양동 지역주택조합아파트 신축공사,60100.00,14.49,0.00,20200930,20210228,105000.00,진행중,7752,1
E00137000010,남구 월산동 36-8번지 일원 주상복합 신축공사 소규모 지하안전영향평가,37000.00,12.80,0.00,20201125,20210331,49500.00,진행중,4716,1
E00149000038,천안시 서북구 불당동 1486번지 업무시설 신축공사,75000.00,19.57,0.00,20201015,20210517,40700.00,진행중,5833,1
E10053000008,미추홀구 도화동 986-2 번지 근린생활시설 신축공사,7000.00,17.77,0.00,20201014,20210316,57200.00,진행중,1332,1
E00012000034,만안구 안양동 688-22 외 3필지 신축공사 소규모 지하안전영향평가,20000.00,15.61,0.00,20201120,20210419,53900.00,진행중,0,1
E00131000021,서울 충정수도 주택건설사업 소규모지하안전영향평가,66700.00,19.98,0.00,20201022,20210223,36300.00,진행중,2340,1
E00010000029,공덕 역세권 청년주택 신축공사,69400.00,19.88,0.00,20191113,20210225,75570.00,진행중,1624,1
E00102000087,금곡역 지역주택조합 아파트 신축공사,120500.00,19.36,0.00,20200311,20200810,99000.00,진행중,8108,1
E00097000010,중구 대봉동 공동주택 신축공사 소규모지하안전영향평가,305100.00,15.46,0.00,20201112,20210305,40000.00,진행중,19136,1
E00084000011,고당지구 수리시설 개보수사업,3900.00,14.57,0.00,20200827,20201224,38362.00,진행중,1434,1
E00224000009,평택합정주공주택재건축정비사업,508800.00,14.91,0.00,20200908,20210112,104500.00,진행중,60809,1
E00117000004,5호선 방이외 2역 승강편의시설 설치공사 지하안전영향평가 - 5호선 방이역 ,5800.00,12.60,0.00,20200813,20210724,55042.80,진행중,227,1
E10063000013,(고덕국제화계획지구)여염리 4328-1번지 근생 및 업무시설 신축공사 소규모 지하안전영향평가,12000.00,16.20,0.00,20201201,20210331,25000.00,진행중,0,1
E00117000005,5호선 방이외 2역  승강편의시설 설치공사 지하안전영향평가 - 6호선 화랑대역 ,0.00,14.97,0.00,20200813,20210724,55573.70,진행중,94,1
E00084000012,아산 배방읍 장재리 1717 복합시설 신축공사,35000.00,19.70,0.00,20201210,20210429,36300.00,진행중,2224,1
E00155000004,교문동 244-5 복합 오피스텔 신축공사 소규모 지하안전영향평가,20000.00,19.85,0.00,20200922,20210527,38500.00,진행중,592,1
E00012000035,"청라동 152-16, 17번지 오피스텔 신축공사 소규모 지하안전영향평가",32000.00,18.90,0.00,20191104,20200602,52800.00,진행중,0,1
E00102000088,반포동 94-3외 1필지 주거복합 신축공사,9000.00,19.80,0.00,20200914,20210413,93500.00,진행중,858,1
E00060000021,화성동탄 2 C2-BL,230000.00,19.88,0.00,20200204,20200805,123456.00,진행중,10199,1
E00222000007,기흥구 영덕동 974-2 근？생 업무시설 신축공사 소규모 지하안전영향평가,18000.00,14.62,0.00,20201125,20210107,70400.00,진행중,1852,1
E00012000036,케이씨 마곡R&D센터 신축공사 소규모 지하안전영향평가,13000.00,18.19,0.00,20200201,20200526,33000.00,진행중,0,1
E10047000005,경기도 광주시 신월리 651-2 냉동창고 신축공사,30000.00,19.44,0.00,20200914,20210110,49500.00,진행중,0,1
E10007000007,"의정부시 고산지구 상2-2,3 오피스텔 신축공사",43000.00,18.45,0.00,20200504,20200617,39600.00,진행중,2762,1
E00203000048,인천광역시 검단지구 일상C12-1-1BL 판매시설 및 근린생활시설 신축공사,15070.00,15.51,0.00,20200128,20200205,65000.00,진행중,1388,1
E00203000050,인천광역시 검단 신도시  (C6-1-1) 근린생활시설 신축공사,5500.00,14.36,0.00,20191016,20191121,54000.00,진행중,553,1
E00085000001,청주시 복대동 주거복합건물 신축공사,56300.00,19.71,0.00,20200615,20211231,44000.00,진행중,0,1
E00044000028,용인 서울우유부지 공동주택 신축공사에 따른 소규모 지하안전영향평가,207000.00,19.90,0.00,20180801,20200220,69300.00,진행중,0,1
E00004000013,등촌동 어울림플라자 건립사업 소규모 지하안전영향평가 용역,77200.00,19.20,0.00,20190412,20210308,55000.00,진행중,0,1
E00205000021,화정동 23-191 일원 주상복합 신축공사,78000.00,15.96,0.00,20201201,20210428,55000.00,진행중,8410,1
E00047000048,SK네트웍스 주유소부지 청년주택 개발사업 설계용역 (서울시 중랑구 중화동 207-22),43500.00,16.50,0.00,20200814,20210226,45980.00,진행중,0,1
E00149000039,고덕국제화계획지구 중상6-1-1 근린생활시설 및 의료시설 신축공사,10000.00,14.08,0.00,20201112,20210315,42900.00,진행중,1238,1
E00198000019,"판교 제2테크노밸리 브이원텍, 소만사 사옥 신축공사",48000.00,19.80,0.00,20190730,20210302,44000.00,진행중,0,1
E00039000010,고양시 화정동(1002-4일원) 오피스텔 신축공사 소규모지하안전영향평가 용역,168000.00,19.96,0.00,20201201,20210329,104500.00,진행중,0,1
E00164000011,제주 프라이빗 리조트 증축공사 소규모 지하안전영향평가,50000.00,16.50,0.00,20201116,20210602,77000.00,진행중,0,1
E00023000042,신사동 근생 및 업무시설 신축공사,8000.00,12.34,0.00,20200219,20200522,60000.00,진행중,0,1
E00062000017,파주 운정 3지구 태산w-tower 신축공사,25000.00,19.41,0.00,20201112,20210409,45000.00,진행중,1427,1
E00043000023,"중랑구 상봉동  90-3, 20 역세권 청년주택 신축공사",30000.00,17.18,0.00,20190801,20200616,55000.00,진행중,1261,1
E00084000013,"하남시 위례택지개발사업지구 C3-1-5,-6블럭 근린생활시설 신축공사",9000.00,14.67,0.00,20190601,20190830,29700.00,진행중,1004,1
E00154000029,화도읍 묵현리 296-3 주상복합 신축공사,16500.00,14.63,0.00,20201215,20210120,130000.00,진행중,1227,1
E00084000014,서울 영등포동3가17외2필지 주상복합 신축공사,3500.00,12.40,0.00,20190601,20190814,33000.00,진행중,321,1
E00038000086,화성 향남 2지구 13BL 공동주택 신축공사 소규모 지하안전영향평가,400000.00,13.84,0.00,20201101,20210118,88000.00,진행중,76134,1
E00027000018,과천지식정보타운 4-1BL 지식산업센터 신축공사,48100.00,19.98,0.00,20200316,20210113,21912.00,진행중,2110,1
E00027000019,과천지식정보타운 4-2BL 지식산업센터 신축공사,48000.00,19.98,0.00,20200316,20210113,20262.00,진행중,1988,1
E00027000020,과천지식정보타운 4-4BL 지식산업센터 신축공사,40000.00,19.98,0.00,20200316,20210113,23826.00,진행중,2309,1
E00036000010,부산광역시 부산진구 부암동 705-1번지 일원 주거복합 소규모 지하안전평가 ,333000.00,13.71,0.00,20191121,20200321,348700.00,진행중,0,1
E00106000026,"대전시 유성구 도룡동 385-20, 385-21번지 주상복합 신축공사",11520.00,19.14,0.00,20201222,20210121,52800.00,진행중,806,1
E00020000017,학잠1구역 주택재개발 정비사업 소규모 지하안전영향평가,146000.00,14.00,0.00,20191021,20210305,99000.00,진행중,2301,1
E00004000015,가산디지털단지 E/S설치공사,2500.00,13.70,0.00,20190520,20200724,35750.00,진행중,44,1
E00025000021,논현동 267-3근린생활시설 신축공사 소규모 지하안전영향평가,30000.00,19.80,0.00,20180312,20180622,51700.00,진행중,0,1
E10084000001,경기도시공사 융복합센터 소규모 지하안전 영향평가 용역,58.00,18.86,0.00,20200128,20200730,58000.00,진행중,0,1
E00133000026,대구광역시 북구 칠성동2가 321외 주상복합 신축공사,417200.00,17.18,0.00,20201210,20210720,58300.00,진행중,8822,1
E00025000022,마포구 서교동 363-5 근린생활시설 신축공사 소규모지하안전영향평가,3100.00,17.05,0.00,20191014,20200331,41800.00,진행중,0,1
E00060000022,"양주 회천 상업용지 E6-2-1,2BL 주상복합 신축공사",33250.00,19.94,0.00,20201118,20210120,48000.00,진행중,1732,1
E00057000023,송내 1-1구역 주택재건축정비사업 소규모 지하안전영향평가,188600.00,16.76,33038.50,20190130,20200730,49500.00,진행중,0,1
E00057000024,한강삼익아파트 주택재건축정비사업 소규모 지하안전영향평가,110000.00,14.04,12995.00,20190510,20200630,93500.00,진행중,0,1
E00247000006,중구 광희동2가 37번지 외 3필지 신축공사,4000.00,17.59,0.00,20200601,20210518,41800.00,진행중,251,1
E00036000011,인천시 중구 운남동 1599-2 지하안전영향평가 용역,29000.00,19.80,0.00,20190930,20210104,55000.00,진행중,2093,1
E00131000022,"경기도 부천시 원종동 271-24번지 외 3필지 아파트, 오피스텔 신축공사",4609.80,16.74,0.00,20201101,20211213,77000.00,진행중,1002,1
E00150000011,당감동 복합국민체육센터 소규모 지하안전영향평가 용역,16309.00,15.51,0.00,20201130,20210319,19360.00,진행중,1046,1
E00036000012,인천시 중구 운남동 1599-4 신축공사,32500.00,19.80,0.00,20190930,20210913,55000.00,진행중,0,1
E00080000032,성동구 도선동 116번지 외 1필지 복합시설 신축공사,4400.00,19.53,0.00,20201101,20210521,35750.00,진행중,0,1
E00061000015,신촌동 주민센터 복합화사업 소규모 지하안전영향평가 용역,15800.00,13.76,0.00,20200506,20211031,36872.00,진행중,2115,1
E00180000001,한누리 공영주차장 복합화사업 소규모 지하안전영향평가,10500.00,11.92,0.00,20200313,20210511,36904.00,진행중,0,1
E00066000050,대흥동 업무시설 신축공사,9000.00,16.81,0.00,20201207,20210122,40000.00,진행중,1332,1
E00143000018,화성새마을금고 회관 신축공사 소규모 지하안전평가,27900.00,18.40,0.00,20190919,20200304,55000.00,진행중,1415,1
E00224000010,신림동 1644-3번지 청년주택 신축공사,49600.00,19.60,0.00,20191201,20200729,45100.00,진행중,1242,1
E00167000006,인천부평 도시재생뉴딜 복합개발사업 소규모 지하안전영향평가용역,69200.00,18.66,0.00,20200812,20210811,33347.00,진행중,8439,1
E00143000019,응암동 OO주상복합 신축공사 중 소규모지하안전영향평가용역,21500.00,17.00,0.00,20200226,20200323,27500.00,진행중,0,1
E00082000009,대전 유성구 봉명동 생활숙박시설 신축공사,70000.00,19.12,0.00,20200531,20210622,148500.00,진행중,2644,1
E00226000017,중구 공평동 00주거복합 신축공사,250000.00,16.35,0.00,20201020,20210531,44370.00,진행중,7861,1
E00123000003,"송도 6,8공구 A14BL 공동주택 신축공사",721000.00,10.34,0.00,20190919,20200618,82500.00,진행중,0,1
E00044000029,영등포구 신길동 역세권 청년주택 신축 관련 신풍역 지하철 연결통로 설치공사,1000.00,13.07,0.00,20191014,20241231,55000.00,진행중,69,1
E00075000013,인천 가정지구 상업 C7-2 근린생활시설 신축공사,11000.00,14.37,0.00,20180228,20180403,55000.00,진행중,1560,1
E00082000010,문래진주아파트 주택재건축정비사업,81600.00,14.46,0.00,20190603,20210323,44000.00,진행중,9584,1
E00082000011,남성아파트 주택재건축정비사업,98819.00,14.06,0.00,20191112,20210721,46200.00,진행중,13956,1
E00099000023,수원 인계동 752-11외 오피스텔 신축공사 소규모 지하안전영향평가,1500.00,15.75,0.00,20201001,20210228,52800.00,진행중,0,1
E00017000039,경기도 김포시 통진읍 마송리 180-3번지 일원,18400.00,18.76,0.00,20201106,20210615,110000.00,진행중,7848,1
E00055000048,마천4구역 주택재개발 정비사업,340000.00,16.80,0.00,20190429,20191128,53460.00,진행중,44185,1
E00005000015,광주광역시 치평동 1208-5 주거복합 신축공사,154700.00,17.00,0.00,20200401,20210127,33000.00,진행중,6206,1
E00050000003,월전동~무진로간 도로개설공사 소규모지하안전영향평가,75300.00,12.49,0.00,20201028,20210118,59650.00,진행중,1638,1
E00055000049,방배동 795-23번지 신축공사,3500.00,15.65,0.00,20191028,20200604,46200.00,진행중,0,1
E00118000007,대구시 달서구 두류동 주거복합 신축공사,25000.00,19.10,0.00,20201214,20210128,55000.00,진행중,9238,1
E00055000050,하남시 미사지구 종교용지,25000.00,17.04,0.00,20190718,20200305,53900.00,진행중,3173,1
E00055000051,"시흥시 은계지구 상업10-2BL, 3BL 신축부지 ",12600.00,17.41,0.00,20191105,20200217,49500.00,진행중,0,1
E00055000052,신사동 525-12번지 신축공사,2000.00,19.01,0.00,20200325,20200617,49500.00,진행중,270,1
E00055000053,평택 고덕 국제화계획지구 C1-2 중상11블럭 2-1 신축공사,30000.00,19.95,0.00,20191030,20200403,44000.00,진행중,0,1
E00055000054,구의동 587-62 역세권 청년주택 신축공사,4000.00,11.86,0.00,20191001,20200407,40700.00,진행중,0,1
E00055000055,국민대학교,35000.00,19.26,0.00,20190823,20200313,29700.00,진행중,2478,1
E00044000030,부산 수영구 민락동 181-79 도시형생활주택 및 오피스텔 신축공사에 따른 소규모 지하안전영향평가 용역,42000.00,17.06,0.00,20180401,20180620,77000.00,진행중,3030,1
E00075000014,성남 판교대장지구 상업 2B-2L 오피스텔 신축공사 지하안전영향평가,22000.00,18.72,0.00,20200217,20200908,41250.00,진행중,1545,1
E00055000056,KOTITI시험연구원 과천신사옥 건립공사,114000.00,19.79,0.00,20200115,20200428,35200.00,진행중,7153,1
E00044000031,이태원 근린생활시설 신축사업 소규모 지하안전영향 평가 용역,30000.00,19.86,0.00,20180412,20190306,79200.00,진행중,0,1
E00055000057,김해 율하2지구 상업용지,28100.00,15.00,0.00,20190220,20200207,40700.00,진행중,1072,1
E00075000015,성남 판교대장지구 상업 3B-1L 오피스텔 신축공사 지하안전영향평가,18500.00,18.44,0.00,20200217,20200908,41250.00,진행중,1203,1
E00044000033,안양시 호계지구 05BL 지식산업센터 소규모 지하안전영향 평가 용역,11111100000.00,18.70,0.00,20180528,20181116,41800.00,진행중,51098,1
E00082000013,가산동 459-21 지식산업센터 신축공사,50000.00,19.85,0.00,20190819,20191128,71500.00,진행중,0,1
E00082000014,마곡지구 D9-2 연구소 신축공사,85000.00,18.89,0.00,20190731,20190911,60500.00,진행중,6995,1
E00045000013,홍익대학교 아트&디자인밸리 증축공사,31400.00,18.67,0.00,20201201,20210621,44000.00,진행중,0,1
E00203000051,인천 서구 원창동 근린 및 요양병원 신축계획안,18000.00,17.69,0.00,20201217,20210517,66000.00,진행중,0,1
E10053000009,의정부시 의정부동 127-4번지 주상복합 신축공사,26000.00,19.96,0.00,20201110,20210317,60500.00,진행중,1012,1
E00080000033,성동구 도선동 114번지 외 1필지 복합시설 신축공사,4600.00,19.53,0.00,20201101,20210510,35750.00,진행중,2723,1
E00062000018,서울시 서초구 서초동 1598-7번지 신축공사,3000.00,19.36,0.00,20201102,20210312,40700.00,진행중,0,1
E10047000006,경기도 광주시 신월리 651-2 냉동창고 신축공사(재접수),30000.00,19.44,0.00,20200914,20210325,49500.00,진행중,7347,1
E00164000012,시흥시 시화 MTV 스트리트몰2 특화거리 조성사업 설계용역(지하안전영향평가),83000.00,17.22,0.00,20200810,20210330,49500.00,진행중,0,1
E00024000009,화성동탄2 A94블록 민간참여 주택건설사업,457984.00,17.11,0.00,20201228,20210106,60500.00,진행중,62033,1
E00001000029,경기도 과천시 주암동 63-9번지 일원 소규모 지하안전영향평가,271951.00,17.21,0.00,20200317,20210809,134200.00,진행중,0,1
E00117000006,서울대학교 의과대학 의학도서관 재건축사업 소규모 지하안전영향평가 용역,14060.00,13.15,0.00,20190508,20191129,52305.00,진행중,15155,1
E00042000030,강남구 대치동 994-9 신축공사 소규모지하안전영향평가 용역,31000.00,16.36,0.00,20201217,20210528,38500.00,진행중,429,1
E00154000030,종로구 혜화동 163-24 공연장 신축공사,11000.00,19.76,0.00,20201228,20210201,65000.00,진행중,0,1
E00210000015,"용인시 신갈동 68-3,4,5 업무시설 신축공사",8400.00,19.50,0.00,20180720,20180905,49500.00,진행중,335,1
E00210000017,화곡중앙시장정비사업 복합시설 신축공사,270000.00,18.60,0.00,20190111,20190412,64900.00,진행중,0,1
E00210000018,남양주시 진접읍 진접3지구 00아파트 신축공사,82460.00,14.11,0.00,20180902,20181102,72820.00,진행중,12191,1
E00106000027,충주 제1-4산업단지 완충저류시설,28900.00,17.30,0.00,20201101,20201230,35346.00,진행중,0,1
E10096000001,서초구 양재동 (주)제일엔지니어링 사옥 신축공사 소규모 지하안전영향평가,2000.00,12.61,0.00,20201208,20210407,64350.00,진행중,402,1
E00131000023,부개동 152-1번지 외 10필지 주상복합 신축공사,24300.00,14.29,0.00,20201201,20210428,28600.00,진행중,1359,1
E00065000028,시흥시 오복동 도시개발사업조합 1동 복합빌딩 신축공사 소규모지하안전영향평가,85000.00,19.76,0.00,20201101,20210128,94050.00,진행중,4548,1
E00038000091,용인시 죽전동 876번지 공동주택 신축공사 소규모지하안전영향평가,15000.00,14.45,0.00,20201202,20210202,52800.00,진행중,0,1
E00218000018,부산진구 부암동 80-53번지 일원 주상복합 신축공사 수규모지하안전영향평가,31500.00,18.80,0.00,20201205,20210203,58300.00,진행중,0,1
E00121000032,한남동 공동주택 신축공사,250.00,11.64,0.00,20201221,20210128,49500.00,진행중,217,1
E00022000032,순천시 덕암동 공동주택 신축공사,311400.00,19.26,0.00,20201210,20210721,93500.00,진행중,0,1
E00223000005,7호선 하계외 2역 승강편의시설 설치공사 소규모 지하안전영향평가 용역(하계역),2556.00,11.79,0.00,20201023,20210731,28375.00,진행중,181,1
E00218000019,가야동 3-11 주상복합 신축공사 소규모지하안전영향평가,365400.00,18.30,0.00,20201105,20210402,53900.00,진행중,9050,1
E00223000006,7호선 하계외 2역 승강편의시설 설치공사 소규모 지하안전영향평가 용역(중화역),2444.00,12.95,0.00,20201023,20210731,32265.00,진행중,205,1
E00149000040,오송 스타플렉스 신축공사,40000.00,19.78,0.00,20200920,20211129,44000.00,진행중,3875,1
E00133000027,오산세교 도시지원시설 자족4블럭 개발계획,110000.00,17.36,0.00,20210105,20210804,60500.00,진행중,24826,1
E00157000006,양양군 조산리440-7번지 외 1필지 생활숙박시설 신축공사,42000.00,19.75,0.00,20210203,20210504,41800.00,진행중,1633,1
E00198000020,"광주 태전7지구 E3-10,11블럭 신축 중 소규모 지하안전 영향평가 용역",24000.00,17.96,0.00,20201201,20210330,49500.00,진행중,13614,1
E00001000030,일원개포한신아파트 재건축정비사업 소규모지하안전영향평가,168958.00,17.84,0.00,20190723,20210818,62700.00,진행중,16600,1
E10083000001,문현동 지역주택조합 공동주택 신축공사,123000.00,16.71,0.00,20200318,20210209,47000.00,진행중,0,1
E00042000031,안양시 호계동 1029-4 지식산업센터 신축공사 소규모지하안전영향평가,18500.00,14.56,0.00,20201217,20210531,55000.00,진행중,0,1
E00126000035,여수 봉산동 생활형숙박시설 신축공사에 대한 소규모지하안전영향평가,6780.00,17.71,0.00,20201229,20210129,66000.00,진행중,0,1
E00151000006,포항 용흥4구역 주택재개발정비사업 소규모지하안전영향평가,244600.00,16.71,0.00,20190916,20210205,72600.00,진행중,0,1
E00134000037,화성동탄 A58블럭 공동주택 신축공사 소규모 지하안전영향평가 용역,603000.00,15.50,0.00,20200907,20201231,66000.00,진행중,82800,1
E10063000014,인천광역시 서구 가정동 305-2번지 루원시티 근린생활시설 신축공사 소규모 지하안전영향평가,12000.00,19.43,0.00,20201228,20210430,26000.00,진행중,0,1
E10083000002,대구광역시 동구 신기동 주거복합시설 신축공사,64000.00,14.60,0.00,20201215,20210122,30000.00,진행중,2741,1
E10083000003,양산사송 공공주택지구 조성사업,995900.00,15.74,0.00,20201215,20210201,77000.00,진행중,40,1
E00220000004,흥덕청소년문화의집 및 기흥국민체육센터건립사업,2500.00,14.37,0.00,20201028,20210209,34739.00,진행중,2712,1
E00062000019,안성 산정지구 물류센터 신축공사 소규모지하안전영향평가,140000.00,17.52,0.00,20201218,20210727,66000.00,진행중,37149,1
E00042000032,풍무2지구 환지부지 업무시설 신축사업 소규모지하안전영향평가,37000.00,18.78,0.00,20201012,20210731,55000.00,진행중,2716,1
E00190000029,시흥장현지구 업무 5블럭 업무시설 신축공사,30000.00,19.40,0.00,20210104,20210215,70400.00,진행중,3332,1
E00143000020,"파주시 와동동 1434, 1434-1 근린생활시설 신축공사 중 소규모지하안전영향평가용역(재협의)",11000.00,14.05,0.00,20201224,20210401,16500.00,진행중,1651,1
E10086000006,강남구 신사동 519-13 근린생활시설 신축공사 소규모지하안전영향평가,3000.00,15.92,0.00,20210111,20210510,33000.00,진행중,319,1
E00098000013,천안 주공4단지 주택재건축정비사업,238000.00,11.78,0.00,20201223,20210430,44000.00,진행중,0,1
E00196000007,분당선 야탑역외 6개역사 승강설비 설치 소규모 지하안전영향평가,2429.00,18.67,0.00,20220225,20220610,13391.00,진행중,0,1
E10085000003,전라남도 순천시 덕암동 000 공동주택 신축공사 ,38000.00,11.86,0.00,20201221,20211029,44000.00,진행중,0,1
E00015000006,연동 오피스텔 및 근린생활시설 신축공사(제주시 연동 283-18번지외 1필지)지하안전영향평가 용역,25000.00,18.60,0.00,20190829,20210228,55000.00,진행중,0,1
E00043000025,포레스트원 건립공사,70000.00,16.40,0.00,20200228,20210727,66000.00,진행중,6541,1
E00122000011,고양 향동지구 지원11 오피스텔 신축공사,38000.00,19.95,0.00,20201030,20210223,44000.00,진행중,0,1
E00131000025,경기도 부천시 심곡동 141-5번지 신축공사,2000.00,15.18,0.00,20210104,20210830,33000.00,진행중,0,1
E00025000024,2018 승강편의시설 설치 소규모 지하안전영향평가 대행용역(1차),1100.00,12.14,0.00,20180801,20191031,202860.00,진행중,19,1
E00025000025,가산디지털단지역 4번출입구 확장공사 소규모 지하안전영향평가,4400.00,13.22,0.00,20180817,20190308,35494.00,진행중,262,1
E00017000040,경기도 의정부시 고산지구 00법조타워 신축공사,19000.00,17.66,0.00,20201215,20210602,59400.00,진행중,1762,1
E00066000052,대구 동구 신천동 주상복합 신축공사,322000.00,18.80,0.00,20201207,20210217,60000.00,진행중,17869,1
E10011000002,신흥2동 행정복지센터(성남시 수정구 수정남로 241번길3)신축공사,11500.00,11.34,0.00,20200812,20210531,35188.00,진행중,840356,1
E00062000020,"인천검단지구 C11 -4-2 블록 근린생활시설, 업무시설 신축공사 소 규 모 지 하 안 전 영 향 평 가",10000.00,19.48,0.00,20201112,20210215,49500.00,진행중,0,1
E00131000026,부평동 515-1외 3필지 근린생활시설 및 오피스텔 신축공사,35800.00,12.83,0.00,20210104,20210610,55000.00,진행중,2151,1
E00163000014,"고양지축지구 B1-3 1, 2LOT 오피스텔 신축공사",42000.00,19.85,0.00,20200727,20210630,50000.00,진행중,925,1
E00248000004,반월지구 도시지원시설 E1 지식산업센터,100000.00,14.94,0.00,20201130,20210520,44000.00,진행중,0,1
E00022000034,화양동 18-12 주거복합시설 신축공사,13000.00,19.30,0.00,20210105,20210222,39600.00,진행중,575,1
E00030000016,당산동5가 (9-9) 00지식산업센터 신축공사,347300.00,19.96,0.00,20200602,20210224,46000.00,진행중,8904,1
E00149000041,평택시 고덕면 4320-3 근생 및 숙박시설 신축공사,13000.00,18.44,0.00,20201207,20210917,42900.00,진행중,955,1
E00080000035,성수동2가 299-243외 1필지 복합시설 신축공사,9000.00,14.74,0.00,20201001,20210714,49500.00,진행중,0,1
E10009000006,우주빌라 소규모 재건축사업,3583.00,14.65,0.00,20200526,20210610,32450.00,진행중,0,1
E00049000011,화성 신남동 근린생활시설 신축공사,25000.00,19.25,0.00,20180810,20210421,35000.00,진행중,4297,1
E00017000041,충남 아산시 염치읍 서원리 72-16일원 GH물류센터 ,14000.00,10.40,0.00,20210104,20211215,66000.00,진행중,0,1
E00116000021,인천광역시 삼산 대보아파트 재건축정비사업,190000.00,14.81,0.00,20201223,20210511,110000.00,진행중,13904,1
E10006000009,장림동 동일 아파트 신축공사 소규모 지하안전영향평가 작성 및 협의,65000.00,13.60,0.00,20210131,20210510,28600.00,진행중,0,1
E10093000001,"아산시탕정지구 도시형생활주택 신축공사(3-G1-5,6블럭)",40000.00,13.11,0.00,20200918,20210515,33000.00,진행중,0,1
E10093000002,"아산시탕정지구 도시형생활주택 신축공사(3-G1-7,8블럭)",40000.00,13.43,0.00,20200918,20210515,33000.00,진행중,0,1
E00154000032,대구 중구 동인동 주거복합 신축공사(재협의),393900.00,18.25,0.00,20210216,20210515,60500.00,진행중,7423,1
E00027000022,하남시 신장동 복합빌딩 신축공사  소규모지하안전영향평가,61000.00,19.94,0.00,20201214,20210224,40700.00,진행중,0,1
E00203000054,고양지축지구 상업C1-1-1 근생 신축공사 ,8700.00,15.54,0.00,20201201,20210531,66000.00,진행중,922,1
E00186000011,"인계동 1033, 1033-1번지 주상복합 신축공사 소규모지하안전영향평가",20000.00,19.70,0.00,20201116,20210514,44000.00,진행중,1056,1
E00137000011,프라임시티 지역주택조합 아파트 신축공사,90000.00,12.46,0.00,20190910,20200219,110000.00,진행중,23179,1
E00212000008,용인 포곡 스마트 물류단지 조성사업 (물류 2동) 소규모 지하안전영향평가,400000.00,14.40,0.00,20200831,20210831,40000.00,진행중,0,1
E00212000009,용인 포곡 스마트 물류단지 조성사업 (물류 1동) 소규모 지하안전영향평가,400000.00,19.20,0.00,20200831,20210831,40000.00,진행중,0,1
E00066000054,경기도 수원시 영통구 원천동 아파트 신축공사,78500.00,18.23,0.00,20201210,20210225,60000.00,진행중,7190,1
E00035000042,한강맨션 재건축정비사업 소규모지하안전영향평가 용역,913400.00,13.56,0.00,20190923,20210812,66000.00,진행중,67620,1
E00060000023,속초시 조양동 주상복합 신축공사,83000.00,19.43,0.00,20201120,20210224,55000.00,진행중,2855,1
