evalNo,evalNm,maxDigDepth,proStage,no
E00150000012,휴먼파크장전 지역주택조합 주상복합 신축공사 지하안전영향평가,21.10,진행중,661
E00023000043,울산 남구 신정동 주상복합 신축공사 ,29.25,진행중,662
E10007000008,서초구 방배동 908-12외 6필지 교육연구시설 신축공사 지하안전영향평가,25.06,진행중,663
E00130000010,진접선(4호선연장) 차량기지 건설사업 지하안전영향평가용역,90.00,진행중,664
E00205000022,광주 금남로5가 생활숙박시설 신축공사,30.51,진행중,665
E00047000050,가산동 양지사부지(451-1번지) 지식산업센터 신축공사,25.81,진행중,666
E00047000051,가산동 양지사부지(452-1번지) 지식산업센터 신축공사,25.81,진행중,667
E00060000025,스타필드수원 복합쇼핑몰 신축공사,38.47,진행중,668
E00066000055,화성 동탄2택지 일상 11블럭 복합시설 신축공사,36.00,진행중,669
E00066000056,화성 동탄2택지 일상 12블럭 복합시설 신축공사,36.05,진행중,670
E00066000057,논현동 114 주상복합 신축공사,44.53,진행중,671
E00038000093,"동탄2택지개발지구 문화복합 11-1,2,3,4(MC1) 신축공사",26.56,진행중,672
E00097000011,달서구 감삼동 170-1일원 주거복합 신축공사 지하안전영향평가,29.47,진행중,673
E00201000003,덕산-화명 비상연계 노후관개량공사(4공구) 지하안전영향평가용역,9.40,진행중,674
E00133000031,인천광역시 중구 운서동 3094-1번지 오피스텔 신축공사,29.18,진행중,675
E00106000028,서울시 서초구 서초동 오피스텔 신축공사 지하안전영향평가 용역,34.70,진행중,676
E00023000044,동국대학교 교육연구시설 신축공사,28.41,진행중,677
E00224000011,강서구 화곡동 1064번지 오피스텔 신축공사,29.38,진행중,678
E00190000030,천안시 동남구 문화동 ,27.62,진행중,679
E00082000017,은평구 대조동 2-9번지 일원 청년주택 신축공사,29.16,진행중,680
E00047000054,"서초동 1321-7,8번지 신축공사",35.91,진행중,681
E00047000055,"양천구 신정동 922-1,2 복합시설 신축공사",24.40,진행중,682
E00047000056,고양 덕은 도시개발구역 업무4BL 업무시설 신축공사,23.86,진행중,683
E00243000039,동부간선도로(창동 상계구간) 지하차도 건설공사 지하안전영향평가용역,19.00,진행중,684
E00001000032,묵동 역세권개발사업(오피스텔) / 지하안전영향평가,22.79,진행중,685
E00038000095,인천광역시 영종하늘도시 C8-10-5BL 업무시설 신축공사 지하안전영향평가,25.70,진행중,686
E00222000010,이천시 설성면 행죽리 44-7번지 물류창고 건립사업 지하안전영향평가,22.64,진행중,687
E00022000038,태봉공원내 공동주택 신축공사,25.03,진행중,688
E00030000017,방이동 38-3외2필지 업무시설 신축공사 중 지하안전영향평가,28.48,진행중,689
E00133000033,남양주 수동면 운수리 물류센터 신축공사 기술용역(지하안전영향평가),25.76,진행중,690
E00151000008,구포3차 봄여름가을겨울 드림아파트 신축공사 지하안전영향평가,31.00,진행중,691
E00080000036,성수동2가 276-8 지식산업센터 신축공사,24.18,진행중,692
E00047000058,서울특별시 서초구 잠원동 28-6번지 외 2필지 신축공사,40.45,진행중,693
E10071000002,광주지역 전기공급시설 전력구공사(신광주-일곡 지중화) 사후지하안전영향조사,33.28,진행중,694
E00133000034,다산신도시 진건지구 자족용지 3BL 지식산업센터 신축공사,26.00,진행중,695
E00098000014,선화1구역 재개발사업 지하안전영향평가 용역,22.10,진행중,696
E00039000012,만도 NEXT M 신축공사,23.48,진행중,697
E00127000004,도루코 신사옥 지하안전영향평가,28.29,진행중,698
E00115000012,경기도 평택시 장당동 3블럭 신축공사,32.93,진행중,699
E00102000101,반포 주유소 부지 오피스텔 신축공사,23.35,진행중,700
E00176000011,양재동 오피스텔 신축공사,28.26,진행중,701
E00222000011,군포시 도수관로 복선화 사업 지하안전영향평가,10.85,진행중,702
E00017000042,양양군양양읍남문리142번지 오피스텔 신축공사지하안전영향평가,28.20,진행중,703
E00031000033,노곡동 공동주택건립에 따른 지하안전영향평가 용역,22.86,진행중,704
E00055000063,고덕강일공공주택지구 자족기능시설용지 5-8BL 신축공사,23.17,진행중,705
E00055000064,"고양시 지축지구 업무 B1-4-1,2오피스텔 신축공사 지하안전영향평가",22.98,진행중,706
E10071000003,익산지역 전기공급시설 전력구공사(낭산S/S 배전인출) 지하안전영향평가,21.07,진행중,707
E00022000040,부산진구 부전동 오피스텔 신축공사,31.26,진행중,708
E10085000004,영천에코(주)폐기물최종처리시설 조성사업 사후 지하안전영향조사 용역,35.82,진행중,709
E00126000039,의왕시 포일동 506-1번지 복합시설 신축공사,27.50,진행중,710
E00066000059,지에프 R&D 과천사옥 신축공사,25.01,진행중,711
E00134000038,인천검단 AA14블럭 공동주택 신축공사,25.77,진행중,712
E00115000013,판교 제2테크노벨리 GMP 공장 신축 지하안전영향평가 용역 계약,25.10,진행중,713
E00021000010,인천 주안동 주상복합 지하안전영향평가 용역,30.50,진행중,714
E00164000014,하나드림타운 헤드쿼터 지하안전영향평가,34.00,진행중,715
E00121000035,"청라국제도시 C4-1-5,6BL 근린생활시설 및 오피스텔 신축공사",33.04,진행중,716
E00024000011,과천지식정보타운 지식기반산업용지 1-A-2블럭 신축공사,30.76,진행중,717
E00133000036,"문정동 미래업무용지 3-9,10블럭 지식산업센터 신축공사",22.96,진행중,718
E00056000013,신길-독산 전력구 이설공사 지하안전영향평가,6.50,진행중,719
E00022000041,당산동6가 주상복합시설 신축공사,35.98,진행중,720
E10083000004,동래구 온천동 공동주택 신축공사,44.50,진행중,721
E10097000001,대구 신천동 주상복합 신축공사 지하안전영향평가,29.25,진행중,722
E00118000008,대구시 달서구 감삼동 553 주거복합 신축공사,27.05,진행중,723
E00055000066,양양군 강현면 전진리 7-30 신축공사 지하안전영향평가,27.73,진행중,724
E00017000044,인천검단신도시 AA15BL 공동주택 신축공사,26.40,진행중,725
E00119000002,맑은샘병원 증축공사 지하안전영향평가,26.22,진행중,726
E00130000012, SR7 신축공사 지하안전영향평가 용역,30.70,진행중,727
E00044000035,로지스포인트 진위 복합물류센터 신축공사,25.32,진행중,728
E00044000036,을지로3가 제12지구 도시환경정비사업,37.30,진행중,729
E00133000038,이수 역세권 청년주택 신축공사,27.61,진행중,730
E00083000019,울산광역시 중구 우정동 우성스마트시티뷰 신축공사,24.42,진행중,731
E00176000012,내곡동 소리박물관 신축공사,24.20,진행중,732
E00017000045,금천구 독산동 역세권 청년주택 신축공사,30.60,진행중,733
E00121000038,다산지금지구 상2BL 신축공사,21.03,진행중,734
E00127000006,서초동 1303-34번지 개발사업 지하안전영향평가 용역,30.52,진행중,735
E00039000014,서초구 서초동(1448-1일대) 역세권 청년주택 신축공사 지하안전영향평가 용역,22.96,진행중,736
E00060000030,대구광역시 달서구 본리동 주거복합 신축공사,23.21,진행중,737
E00004000017,서울 동남권지역 전기공급시설 전력구공사(동서울#2~강남 5차),21.89,진행중,738
E00082000018,용해3단지 주택재개발정비사업,23.41,진행중,739
E00035000047,역삼동 651-2 주거복합시설 신축공사 지하안전영향평가서,24.91,진행중,740
E00022000042,더 게이트 센텀 복합시설 신축공사,36.60,진행중,741
E00102000105,청담동 주상복합 신축공사,28.87,진행중,742
E00096000023,인천 청라지구 C17-1-1BL 오피스텔 신축공사,27.05,진행중,743
E00001000033,마곡 MICE 복합단지 특별계획구역 건설사업 CP-1 - 지하안전영향평가,33.71,진행중,744
E00001000034,마곡 MICE 복합단지 특별계획구역 건설사업 CP-2 - 지하안전영향평가,33.01,진행중,745
E00054000002,광주도시철도 2호선 1단계 지하안정영향평가,36.81,진행중,746
E10056000005,서울특별시 용산구 서빙고동 4-11 번지 외 12 필지 공동주택 신축공사 지하안전영향평가서 작성용역,22.91,진행중,747
E00143000023,용산구 원효로3가 277-1번지 신축공사 중 지하안전영향평가용역,23.96,진행중,748
E00055000068,신내4 컴팩트시티 공공주택사업 지하안전영향평가,11.94,진행중,749
E10003000010,세종지역 전기공급시설 전력구공사(부강~월산 지중화),58.00,진행중,750
E10044000018,천안시 오룡동 주상복합시설 신축공사,19.00,진행중,751
E00043000027,서초구 서초동 오피스텔 신축공사 지하안전영향평가,33.42,진행중,752
E00013000019,고양 화정동 964-4 업무시설 신축공사,32.58,진행중,753
E00133000040,답십리동 493-1 외 2필지 오피스텔 신축공사,29.58,진행중,754
E00017000047,대구 본동 881번지 주상복합 신축공사,23.56,진행중,755
E00114000022,청라동 96-14번지 복합시설 신축공사 지하안전영향평가,28.51,진행중,756
E00002000032,"월곶~판교 복선전철 제5,7공구 지하안전영향평가 용역",30.00,진행중,757
E00047000059,서초동 1584-7 외 4필지 오피스텔 신축공사,33.68,진행중,758
E00039000015,대구시 계산동 1가(2-9일원) 주상복합 신축공사 지하안전영향평가 용역,25.44,진행중,759
E00181000002,인천신항(1단계) 공급인입시설 지하안전영향평가 용역,18.03,진행중,760
E00198000021,남양주 진건지구 상업 3-8-2블럭 신축공사 중 지하안전 영향평가 용역,21.76,진행중,761
E10086000008,남원시 신정동2차 공동주택 신축공사 지하안전영향평가,22.30,진행중,762
E00129000007,부산진구 부암동 공동주택 신축공사 지하안전영향평가,28.63,진행중,763
E00024000012,성수동2가 278-34 지식산업센터 신축공사,24.06,진행중,764
E00009000019,동대구 복합상업시설 신축공사중 지하안전영향평가 용역,22.95,진행중,765
E10044000019,남이도시관리계획(완장지구)물류센터신축공사,33.00,진행중,766
E00106000032,한남2재정비촉진구역 주택재개발 정비사업 지하안전영향평가,35.02,진행중,767
E00010000034,"청라국제도시 GC2-2-2,4BL 오피스텔 신축공사 지하안전영향평가",25.72,진행중,768
E10097000002,시흥시 월곶동 오피스텔 신축공사 지하안전 영향평가,32.01,진행중,769
E00121000040,평택호 횡단도로 건설공사(1-1공구) 지하안전영향평가 용역,10.23,진행중,770
E00068000002,순천지역 전기공급시설 전력구공사(광양-여수T/P) 지하안전영향평가 용역,14.36,진행중,771
E00023000049,화성시 병점지구 S3상6-1 상가 및 숙박시설 신축공사,23.87,진행중,772
E00060000032,안양 Serviced Residence Hotel 복합개발사업,26.10,진행중,773
E00154000035,인천 검단신도시 C8-2-2 근린생활시설 및 오피스텔 신축공사,24.94,진행중,774
E00024000013,여의도동 48-1 오피스텔 신축공사,31.32,진행중,775
E00036000016,마곡 R&D 센터(지식산업센터) D18-A 구역 건립사업,24.95,진행중,776
E00042000035,세종시 부강면 문곡리 물류센터 신축공사 지하안전영향평가,23.48,진행중,777
E00133000042,용인시 수지구 죽전동 지식산업센터 신축공사,40.91,진행중,778
E00024000014,부산국제금융센터 복합개발사업 3단계 지하안전영향평가 용역,29.63,진행중,779
E10003000011,행복중심복합도시 수질복원센터(B증설) 건설공사 소규모 지하안전영향평가,14.70,진행중,780
E00126000042,아산배방지구 11BL 개발사업 지하안전영향평가,29.60,진행중,781
E00242000001,광주지역 전기공급시설 전력구공사(수완-하남),22.50,진행중,782
E10056000006,양평동3가 77-80 데이터센터 신축공사 지하안전영향평가서 작성 및 터널 안정성 검토용역,39.63,진행중,783
E00024000016,여수 신기주공 지역주택조합아파트 지하안전영향평가,34.56,진행중,784
E00083000021,울산광역시 남구 신정동 1133-14번지 일원 주상복합 신축공사,22.75,진행중,785
E10012000002,부천시 심곡동 131-4번지 외 8필지 오피스텔 신축공사,22.49,진행중,786
E00063000045,모충1구역 주택재개발 정비사업,22.87,진행중,787
E10006000011,"창원시 성산구 상남동 74-3,4번지 생활숙박시설 신축공사 지하안전영향평가",25.00,진행중,788
E00154000037,충북 진천군 초평면 은암리 406-8 물류센터 신축공사,23.36,진행중,789
E00102000109,서초동 1603 주거복합 신축공사,30.74,진행중,790
E00173000005,금강횡단 열수송관공사 지하안전영향평가 용역,16.70,진행중,791
E10097000003,홍은8 지역주택조합 아파트 신축공사,25.70,진행중,792
E00055000072,인천 신흥동 지역주택조합 공동주택 신축공사,20.91,진행중,793
E00103000006,평택동부고속화도로 민간투자사업 지하안전영향평가 용역,10.97,진행중,794
E00047000063,역삼동 831-11번지외 오피스텔 신축공사,38.80,진행중,795
E00023000051,폐기물처리시설 조성,40.80,진행중,796
E00038000097,여의도동 15-11번지 오피스텔 신축공사 지하안전영향평가,30.15,진행중,797
E00109000017,구의역세권 청년주택 개발사업 지하안전영향평가 용역,25.56,진행중,798
E10091000003,"판교 대장지구 일상용지 1-1,2,3BL 신축설계 지하안전영향평가",27.38,진행중,799
E00005000018,KB 국민은행 신규합숙소 신축공사,32.66,진행중,800
E00022000045,의왕백운밸리 업무복합시설용지(업복1) 복합시설 신축공사,24.98,진행중,801
E00022000046,의왕백운밸리 업무복합시설(업복2) 복합시설 신축공사,27.88,진행중,802
E00066000065,과천지식정보타운 2-2블럭 가비아사옥 신축공사,27.93,진행중,803
E00060000035,원효로 3가 1-159번지 일원 역세권 청년주택 신축공사,28.06,진행중,804
E00035000050,차움2 신축공사 지하안전영향평가 용역,37.35,진행중,805
E00198000022,고덕강일 공공주택지구 4-2블럭 신축공사 중 지하안전 영향평가 용역(대규모),23.52,진행중,806
E00082000019,양양군 전진리 8-13일원 생활형숙박시설 신축공사,33.30,진행중,807
E00143000025,동탄2신도시 업무시설용지 4BL 오피스텔 지하안전영향평가,21.66,진행중,808
E00045000015,포항융합기술산업지구 A1블록 공동주택 신축공사,27.02,진행중,809
E00039000017,대구시 중구 사일동(15-1일원) 주상복합 신축공사 지하안전영향평가 용역,25.82,진행중,810
E00001000035,남양주 지금·도농6-2구역 주택재개발정비사업 신축공사 설계용역(A블럭),20.42,진행중,811
E00001000036,남양주 지금·도농6-2구역 주택재개발정비사업 신축공사 설계용역(B블럭),29.53,진행중,812
E00001000037,남양주 지금·도농6-2구역 주택재개발정비사업 신축공사 설계용역(C블럭),27.02,진행중,813
E00102000110,신촌2 에피소드 개발사업,34.55,진행중,814
E00005000020,월성산업단지 폐기물 매립장 조성사업 지하안전영향평가,71.50,진행중,815
E00134000041,인천광역시 계양구 작전동 899-3 오피스텔 신축공사 중 지하안전영향평가,27.20,진행중,816
E00084000016,음성군 내산리 461 물류센터 신축공사,21.48,진행중,817
E00020000021,가야1구역 주택재개발 정비사업 지하안전영향평가,23.35,진행중,818
E00126000043,아난티 캐비넷드 이터널저니 신축공사,36.56,진행중,819
E00131000035,용산구 서계동 공동주택(역세권 청년주택) 신축공사,32.04,진행중,820
E00173000006,상화로 입체화 사업 지하안전영향평가 용역,46.50,진행중,821
E00150000014,부산진구 가야동 197번지 공동주택 신축공사 지하안전영향평가,22.39,진행중,822
E00228000023,센터포인트 강남 개발사업  신축공사,29.10,진행중,823
E00164000015,KMH 사옥 신축공사 지하안전영향평가,29.37,진행중,824
E10084000004,수원당수지구 지구외 소하천 정비공사(우수암거) 지하안전영향평가,6.52,진행중,825
E00228000024,역삼동 652 근린생활시설 신축공사 대규모 지하안전영향평가 용역,31.05,진행중,826
E00121000043,식사지구 오피스텔+공동주택 복합빌딩 신축공사,25.56,진행중,827
E00035000052,정릉골구역주택재개발정비사업 지하안전영향평가 용역,24.26,진행중,828
E00157000008,마포로3-1지구 주상복합아파트 신축공사,22.09,진행중,829
E10044000021,강남구 역삼동 719-22번지 업무시설 신축공사,14.50,진행중,830
E00001000038,"서울시 강남구 청담동 48, 48-1 지하안전평가",33.95,진행중,831
E00012000042,안성시 원곡면 외가천리 산19-2번지 일원 지하안전영향평가,26.65,진행중,832
E00190000033,하남 감일지구 상업 C1-2 복합시설 신축공사,28.35,진행중,833
E00066000069,다산 지금지구 자족6BL 지식산업센터 신축공사,21.72,진행중,834
E00017000050,대구 본동 주상복합 신축공사,20.30,진행중,835
E00062000024,남동구 논현동 677-5번지 신축공사 지하안전영향평가용역 외 기술용역,21.96,진행중,836
E00133000043,경기도 시흥시 조남동 655 오피스텔 신축공사,24.11,진행중,837
E00114000023,"경기도 수원기 팔달구 인계동 1035-5,6번지 근린복합시설 신축공사",28.40,진행중,838
E00066000071,대전광역시 중구 선화동 주상복합 신축공사,23.68,진행중,839
E00116000024,남양주 센트럴 N49 주상복합 신축공사,22.86,진행중,840
E00033000018,서울시 서초구 서초동 1365-8 외 7 양재 역세권 2030 청년주택,27.33,진행중,841
E00035000053,청주시 오창읍 복합시설 신축공사 지하안전영향평가,24.79,진행중,842
E00188000006,한국전력공사 서대문은평지사 복합사옥 신축,27.99,진행중,843
E00018000012,목감천(1지구) 하천정비사업,26.43,진행중,844
E00006000015,국도77호선 신안 압해-해남 화원 도로건설공사(1공구) 지하안전영향평가 용역,68.92,진행중,845
E10006000013,대구광역시 달서구 본리동 398-1번지 주상복합 신축공사 지하안전영향평가,20.60,진행중,846
E10060000003,포항시 학잠동 공동주택 신축공사,45.26,진행중,847
E00228000027,경기도 하남시 감일지구 상업1-1BL개발사업 지하안전영향평가(대규모),22.88,진행중,848
E10010000001,군도6호선(진접~수동) 도로개설공사 지하안전영향평가,46.40,진행중,849
E00039000018,용산구 갈월동(98-6일원) 역세권 청년주택 신축공사 지하안전영향평가 용역,28.76,진행중,850
E10111000001,전곡해양일반산업단지 폐기물최종처분업 지하안전영향평가,35.00,진행중,851
E00001000040,"서울시 강남구 청담동 50-1, 50-2 지하안전영향평가",27.40,진행중,852
E00084000017,진천지역 전기공급시설 전력구공사(문백SS배전인출),22.50,진행중,853
E00134000043,인천 송도2공원 비공원시설 조성 중 대규모 지하안전영향평가,24.66,진행중,854
E00190000034,과천지식정보타운 상업1-1BL 신축공사,30.96,진행중,855
E00133000044,구로동 188-5 업무시설 신축공사,34.81,진행중,856
E00010000036,"청라국제도시 GC2-2-1,3BL 오피스텔 신축공사 지하안전영향평가",25.80,진행중,857
E00033000019,원주세브란스기독병원 새병원 외 1 증축공사,31.43,진행중,858
E00047000076,역삼동831-11번지외 오피스텔 신축공사(재협의),38.06,진행중,859
E00133000045,오산 세교지구 상업1BL 오피스텔 신축공사,26.23,진행중,860
E00190000035,검단3구역 도시개발사업 지중화 송전선로 건설공사,24.30,진행중,861
E00133000046,오산 세교지구 상업3BL 오피스텔 신축공사,26.78,진행중,862
E00080000037,성동구 홍익동 역세권 청년주택 신축공사 지하안전영향평가,21.78,진행중,863
E10086000014,군산시 지곡동 공동주택 신축공사 지하안전영향평가서(재협의),27.00,진행중,864
E00056000015,154kv 강서에너지 센터 토건공사 지하안전영향평가,21.87,진행중,865
E00116000025,이천시 안흥동 279-1 주상복합 신축공사,24.70,진행중,866
E00116000026,성수동 2가 324-2 [무신사 P-2],31.60,진행중,867
E10006000014,사상역 광역환승센터 건설사업 지하안전영향평가,10.93,진행중,868
E00086000007,망원배수구역 침수해소사업  지하안전영향평가 용역,22.14,진행중,869
E00033000020,과천 지식정보타운 4-7블럭 광동제약(주) 신사옥 신축사업,28.63,진행중,870
E00047000078,SK네트웍스 주유소부지 청년주택 개발사업 설계용역(서울시 강북구 미아동62-7),21.16,진행중,871
E00164000016,이카운트 사옥 신축공사 지하안전영향평가,25.74,진행중,872
E00042000037,울산 남구 신정동 주상복합 신축공사 지하안전영향평가 용역,24.07,진행중,873
E00164000017,마포구 노고산동 도시형생활주택 신축설계 중 지하안전영향평가,31.97,진행중,874
E00027000030,양산시 어곡동 물류센터 신축공사,28.36,진행중,875
E00057000032,"광주수완 대방디엠시티 C7-1,2블럭 오피스텔 신축공사",1111.00,진행중,876
E00134000044,강원도 춘천 학곡지구 A1-1BL 공동주택 신축공사 중 지하안전영향평가,24.70,진행중,877
E00062000025,"병점복합타운(상업4-1,2BL) 숙박시설 신축공사",24.70,진행중,878
E00096000025,서울시 도봉구 창동 662-7번지 주상복합 신축공사,27.13,진행중,879
E00096000026,낙산 더뷰 컨시어지호텔 신축공사,34.50,진행중,880
E00017000053,영종하늘도시 인천시 중구 중산동 1960-11번지 복합시설 신축공사,43.76,진행중,881
E00017000054,영종하늘도시 인천시 중산동 1960-1번지 복합시설 신축공사,44.38,진행중,882
E00119000003,경남에너지 김해시 진례면 청곡교 주위 추진공사 소규모지하안전영향평가,11.10,진행중,883
E00126000045,성수동1가 13-17외 지식산업센터 신축공사,25.00,진행중,884
E00022000048,서울시 강동구 고덕비즈밸리 알서포트 사옥 신축공사,25.45,진행중,885
E10056000010,경산-수성지역 전기공급시설 전력구공사 외 1건 사후 지하안전 영향조사 용역,21.82,진행중,886
E00022000049,강남구 도곡동(946-11외 2필지) 공동주택 신축공사,28.72,진행중,887
E00047000079,가산동 양지사부지(451-1번지) 지식산업센터 신축공사,25.81,진행중,888
E00047000080,(가칭)가산동 452-1 지식산업센터 신축공사(재협의),25.81,진행중,889
E00022000053,경기도 하남시 감일동 151-2번지 하남감일지구 주상복합 신축공사,21.25,진행중,890
E00022000055,"금천구 가산동 60-26,60-49번지 지식산업센터 신축공사",28.20,진행중,891
E00127000008,화성시 오산동 977-2번지 오피스텔 개발사업 지하안전영향평가,29.47,진행중,892
E00190000036,검단3구역 도시개발사업 지중화 송전선로 건설공사 지하안전영향평가(재협의),24.30,진행중,893
E00190000037,검단3구역 도시개발사업 지중화 송전선로 건설사업(재협의),24.30,진행중,894
E00055000075,대흥동 114-1번지 일대 오피스텔 신축공사 지하안전영향평가,23.22,진행중,895
E00022000057,아산시 모종동 주거복합 신축공사,21.63,진행중,896
E00204000005,대구광역시 중구 봉산동 주상복합 신축공사,20.60,진행중,897
E00189000005,평택시 수월암리 물류센터 신축공사 지하안전영향평가 용역,24.54,진행중,898
E00017000055,경기도 화성시 사창리 647-4번지 물류센터 신축공사,43.13,진행중,899
E00022000058,청라국제도시 상업C-17-1-2블럭 오피스텔 신축공사,24.95,진행중,900
E00063000049,강릉 교동 공동주택 신축공사 지하안전영향평가 용역,27.41,진행중,901
E10104000004,부산광역시 해운대구 우동 648-7외 2필지 생활형숙박시설 신축공사 지하안전영향평가 용역,26.46,진행중,902
E00102000116,가산동 345-48 데이터센터 신축공사,34.23,진행중,903
E00066000075,대구광역시 수성구 범어동 주거복합 신축공사,29.92,진행중,904
E00020000022,시민공원주변 재정비촉진지구 촉진3구역 주택재개발정비사업조합 지하안전영향평가 용역,27.06,진행중,905
E00066000076,대구광역시 수성구 만촌동 주상복합 신축공사,24.65,진행중,906
E10051000004,화성지역 전기공급시설 전력구공사(서서울2-봉담),28.45,진행중,907
E00047000081,안양시 평촌동 934 오피스텔 건립사업,22.70,진행중,908
E00248000008,과천11-2블럭 건축설계 및 감리용역(설계파트),26.97,진행중,909
E00021000014,아산배방지구 업무 17BL 오피스텔 개발사업 대규모지하안전영향평가 용역,24.88,진행중,910
E00021000015,아산배방지구 상업 26BL 오피스텔 개발사업 지하안전영향평가,26.11,진행중,911
E00190000038,구리갈매 자족유통 2BL 지식산업센터 신축공사,25.30,진행중,912
E00247000011,인천시 미추홀구 주안동 107-7외 3필지 오피스텔 신축공사,26.27,진행중,913
E00130000013,순창 인계-쌍치(2공구) 도로시설개량공사 지하안전영향평가 용역,247.20,진행중,914
E00096000030,서초구 1592-11 민간임대주택 건립공사,29.86,진행중,915
E10097000006,"평택 P3 PROJECT 터널공사(배관구, 2.6/4.0) 지하안전영향평가(재협의)",44.12,진행중,916
E00063000053,공릉역세권 활성화 사업 지하안전영향평가 용역,30.13,진행중,917
E00055000077,양양군 강현면 주청리 생활형 숙박시설 지하안전영향평가,23.95,진행중,918
E00111000004,당진생산기지 건설공사 지하안전영향평가 용역,20.80,진행중,919
E00143000027,내부순환(만덕~센텀)도시고속화도로 민간투자사업 중 지하안전영향평가용역(재협의),22.29,진행중,920
E10056000012,용인 신갈 오피스텔 신축공사 지하안전영향평가,25.56,진행중,921
E00027000032,일진 통합R&D센터 신축공사 지하안전영향평가,34.30,진행중,922
E10005000005,천안시 서북구 성거읍 물류창고 신축공사,42.40,진행중,923
E00198000023,파주시 운정택지개발지구 F113 근생 및 오피스텔 신축공사 지하안전영향평가서,25.15,진행중,924
E00133000048,서울특별시 강남구 역삼동 700 업무시설 신축공사,31.96,진행중,925
E00055000079,동탄2신도시 체육 1BL 복합시설 신축공사,21.70,진행중,926
E00141000025,(주)동해종합기술공사 사옥 신축설계용역,24.00,진행중,927
E00133000049,금천구 가산동 371-36 개발사업,29.01,진행중,928
E00246000001,역삼동 734-15 업무시설 및 근린생화시설 신축공사 지하안전영향평가,34.83,진행중,929
E10086000015,송파구 방이동 34-1번지 신축공사 지하안전영향평가,22.71,진행중,930
E00096000032,세운상가 정비촉진지구 6-2-24구역 계발계획_지하안전영향평가,29.86,진행중,931
E00012000046,2020 승강편의시설설치 지하안전영향평가 대행용역(서울대입구역),10.71,진행중,932
E00248000010,"동탄2지구 업무시설용지 9BL1,2,3LT 트리플스페이스 신축공사 지하안전영향평가",33.00,진행중,933
E00017000056,서울시 강서구 마곡동 763-15번지 마곡미라클프라자 신축공사,33.00,진행중,934
E00061000017,광명동부새마을금고(본점) 신축공사 지하안전영향 평가,28.06,진행중,935
E10013000006,고양시 덕양구 주교동 613 오피스텔 신축공사 지하안전영향평가 용역,22.56,진행중,936
E00033000022,마포구 서교동 354-1외 2필지 복합시설 신축공사,36.30,진행중,937
E00057000033,세운재정비 촉진지구 3-8구역 도시환경 정비사업,38.71,진행중,938
E00057000034,세운재정비 촉진지구 3-10구역 도시환경정비사업,39.86,진행중,939
E00036000020,수원도시계획시설사업(대로1-25호선),10.31,진행중,940
E00022000062,이태원동 101-1번지 신축공사,21.61,진행중,941
E00138000002,진주지역 전기공급시설 전력구공사(정촌 송배전) 지하안전영향평가,20.33,진행중,942
E00055000082,인천도시철도1호선 검단연장선 사후지하안전영향조사용역,25.14,진행중,943
E00042000039,대구 달서구 본동 1004번지 주상복합 신축공사 지하안전영향평가 용역,23.49,진행중,944
E00066000081,중랑구 묵동 165 역세권 청년주택 신축공사,35.82,진행중,945
E00060000041,포항 환호공원 개발행위 특례사업 공동주택 신축공사(1BL),25.95,진행중,946
E00024000018,"과천지식정보타운지식7-1, 2BL 신축공사",25.22,진행중,947
E00043000033,미아3재정비촉진구역  주택재개발 정비사업,27.76,진행중,948
E00102000120,(재협의)순화1-2지구 도시정비형 재개발사업 동화약품 사옥 신축공사,24.36,진행중,949
E00063000056,안성시 서운면 물류센터 신축공사 지하안전영향평가 용역,24.22,진행중,950
E00243000049,광양시 마동 공동주택 신축공사 중 지하안전영향평가 용역,34.91,진행중,951
E00066000082,대구광역시 동구 신천동 주거복합 신축공사,30.23,진행중,952
E00189000006,이천시 모가면 신갈리 물류창고 신축설계 지하안전영향평가 용역,23.64,진행중,953
E00066000083,"하남미사 자족 1-1, 2블럭 지식산업센터 신축공사",22.35,진행중,954
E10099000003,경기도 양주00오피스텔 신축공사에 따른 지하안전영향평가 용역,20.80,진행중,955
E00047000082,노들역세권 공공임대주택 건립사업,42.36,진행중,956
E00035000054,대림동 986-4외 역세권 청년주택 개발사업 지하안전영향평가,29.22,진행중,957
E00012000047,호남고속철도2단계(고막원~목포) 건설사업 지하안전영향평가 용역,91.74,진행중,958
E00129000009,삼척시 정상동 공동주택 신축공사 지하안전영향평가,25.00,진행중,959
E00109000020,아산 배방 오피스텔 신축공사 / 사전조사 및 지하안전영향평가 용역,26.06,진행중,960
E00096000034,마포구 노고산동 107-46번지 일대 주상복합 신축공사,31.66,진행중,961
E00025000027,인덕원~동탄 복선전철 제12공구 지하안전영향평가,37.00,진행중,962
E00031000041,노곡동 공동주택건립에 따른 지하안전영향평가 용역,22.64,진행중,963
E10051000006,남양주시 금곡동 687-16번지 일원 금곡 행복주택 신축공사,20.76,진행중,964
E00134000049,고잔동 오피스텔 신축공사 중 대규모 지하안전영향평가,27.16,진행중,965
E10008000017,"월곶~판교 복선전철 제1,6공구 건설공사 지하안전영향평가 용역",48.88,진행중,966
E00022000064,에이치케이 이노엔 R&D 센터 신축공사,25.86,진행중,967
E00134000053,광주광역시 북구 동림동 289-1번지 신축공사 중 지하안전영향평가,20.66,진행중,968
E00060000043,화성병점 복합타운 상업11BL 복합시설 신축공사,26.79,진행중,969
