evalNo,evalNm,constCost,maxDigDepth,digCapacity,startYmd,endYmd,evalCost,proStage,digArea,no
E00126000061,부천지역 전기공급시설 전력구공사(도당S/S 배전인출) 지하안전영향평가서,5462.00,29.95,305.10,20181214,20200307,124341.00,진행중,0,1
E00075000019,인천광역시 검단16호공원 개발행위 특례사업 지하안전영향평가,246033.00,34.70,0.00,20210831,20220630,253000.00,진행중,38317,1
E00198000032,용산구 한남동 W빌딩 신축공사,18200.00,31.89,0.00,20191121,20200224,104500.00,진행중,1271,1
E00190000060,점동지구 농촌용수개발사업 지하안전영향평가 대행 용역,131355.00,10.00,0.00,20211029,20220106,74340.00,작성중,20780000,1
E00012000052,고리본부 비상대응거점 지하안전영향평가,40000.00,21.50,0.00,20210721,20230228,221661.00,진행중,1251,1
E00060000052,이천시 안흥동 284-2 주상복합(3-3블럭) 신축공사 지하안전영향평가 용역,241700.00,26.43,0.00,20210630,20220314,110000.00,진행중,9836,1
E10104000013,위례 154kV 지장송전선로 이설공사 지하안전영향평가 재협의용역,20300.00,45.60,1043.00,20220111,20220310,19800.00,진행중,0,1
E10063000037,인천광역시 서구 청라동 92-1번지 신축공사 지하안전영향평가,200000.00,28.30,0.00,20211215,20220831,40000.00,작성중,8677,1
E10078000002,대전광역시 중구 은행동 142-2번지 일대 오피스텔 신축공사 중 지하안전영향평가 용역,35800.00,35.45,0.00,20210228,20220117,77000.00,진행중,1441,1
E00127000012,마포로 1구역  58-2지구 지반조사 및 지하안전영향평가용역,180500.00,23.24,0.00,20211013,20220310,123200.00,진행중,0,1
E00061000019,남양주 퇴계원 주상복합아파트 개발사업,98200.00,27.87,0.00,20210722,20220114,103840.00,진행중,4319,1
E00047000102,부산광역시 부산진구 부전동 536-8 신축공사,160000.00,36.45,0.00,20210726,20211215,38500.00,진행중,1890,1
E00134000085,(재협의)화성동탄 2지구 일상10블럭 업무복합시설 지하안전영향평가용역,252500.00,28.95,0.00,20200430,20220221,132000.00,진행중,5207,1
E00026000002,신안산선 복선전철 (3-1)공구 작업구#6 변경설계용역,468777.00,62.00,0.00,20210326,20211031,124300.00,진행중,2945,1
E00133000069,시흥장현 업무시설용지 10블럭 업무시설 신축공사,98260.00,38.76,0.00,20211210,20220308,82500.00,진행중,7305,1
E00001000056,대신시장주상복합정비사업 지하안전영향평가,64435.00,25.68,0.00,20201211,20210726,116160.00,진행중,3853,1
E00116000045,화천 위라리 주상복합 신축공사,100900.00,26.19,0.00,20210930,20220526,66000.00,진행중,3899,1
E00243000057,태평2가 가로주택 정비사업,80700.00,25.95,0.00,20210722,20220119,58000.00,진행중,2331,1
E00039000024,울산 강동리조트 개발사업 지하안전영향평가 용역,460000.00,34.92,0.00,20210915,20220307,145200.00,진행중,108985,1
E00134000086,송도 국제업무지구 B2BL 주상복합 신축공사 중 지하안전영향평가 용역,478600.00,25.28,0.00,20180930,20191022,110000.00,진행중,0,1
E00042000044,대전시 용전동 주상복합 신축공사,426000.00,32.21,0.00,20200920,20220511,82500.00,진행중,9156,1
E00150000022,남구 신정동 638-1번지 주상복합 신축공사(1단지) 지하안전영향평가 용역,135000.00,22.89,0.00,20210817,20220427,71500.00,진행중,3436,1
E00060000054,춘천시 약사동 주상복합 신축공사,90000.00,32.13,0.00,20210720,20220117,165000.00,진행중,2742,1
E00150000023,남구 신정동 636-5번지 주상복합 신축공사(2단지) 지하안전영향평가 용역,135000.00,24.61,0.00,20210817,20221115,71500.00,진행중,3344,1
E00186000023,중구(필동) 복합 센터 신축공사 지하안전영향평가,12000.00,31.86,0.00,20191118,20200206,99000.00,진행중,0,1
E00143000036,구리시 수택동 오피스텔 신축공사,33000.00,26.60,0.00,20211129,20220124,44000.00,진행중,1034,1
E00038000116,중구 황학동 1257번지 외 근생 및 오피스텔 신축공사,3100.00,33.40,0.00,20180601,20180831,66000.00,작성중,0,1
E00036000028,인천경제자유구역 청라국제도시 C18블럭 복합시설 신축공사 ,244700.00,26.82,0.00,20200306,20200606,88000.00,진행중,10472,1
E00116000048,춘천시 소양로1가 복합시설 신축공사 ,82200.00,33.56,0.00,20211201,20220125,66000.00,진행중,0,1
E00005000030,당산동 동양타워 기존건축물 리모델링 및 데이터센터 증축사업 지반조사 및 지하안전영향평가 용역,85000.00,30.28,0.00,20211015,20220430,121000.00,진행중,853,1
E00131000054,신내4공공주택 건설사업 및 광역상수도 이설공사 지하안전영향평가 용역,434000.00,15.00,0.00,20210913,20220912,80923.00,진행중,0,1
E00012000058,용인 남사 방아리 물류센터 신축공사 지하안전영향평가,88500.00,33.10,0.00,20210120,20210719,90200.00,진행중,19522,1
E00031000049,본리동 379-1 주거복합 신축에 따른 지하안전영향평가 용역,280000.00,21.92,0.00,20211231,20220321,110000.00,진행중,5928,1
E00096000041,위례 신도시 일상7 오피스텔 및 근린생활시설 신축공사,64000.00,22.83,0.00,20181212,20190422,82500.00,진행중,0,1
E00022000078,응암동 주상복합 신축공사,129300.00,30.81,0.00,20220110,20220204,82500.00,진행중,0,1
E00088000024,동진아파트 가로주택정비사업 지하안전영향평가 용역,55700.00,23.04,0.00,20210705,20220322,74800.00,진행중,3674,1
E00063000072,강남구 역삼동 832-21번지 주거복합시설 신축공사 지하안전평가서,53000.00,43.33,0.00,20220103,20220127,99000.00,진행중,2041,1
E00054000004,북부순환도로 개설공사(1공구) 지하안전영향평가용역,144000.00,77.00,1380.00,20200219,20200717,127860.00,진행중,0,1
E00038000118,GTX-A 운정역 환승센터(지하차도) 지하안전영향평가 용역,84287.00,13.10,0.00,20211207,20220430,143000.00,진행중,34654,1
E00185000004,하남미사지구 중상4블럭 근린생활시설 및 업무시설(오피스텔)신축공사,350.00,29.33,0.00,20210305,20220331,118800.00,진행중,1212,1
E00205000030,"고양지축 C1-4(-1,-2)근생 및 업무시설 신축공사",41000.00,22.48,0.00,20220203,20220429,66000.00,진행중,1701,1
E00205000031,고양지축 C1-4-3 근생 및 업무시설 신축공사,41000.00,22.48,0.00,20220203,20220408,33000.00,진행중,1701,1
E00222000017,이천시 현디앤씨 물류센터 신축공사,90100.00,23.33,0.00,20211215,20220203,143000.00,진행중,17568,1
E10005000012,천안시 물류창고 2부지 신축공사현장 지하안전영향평가 및 기타 용역,140000.00,34.40,0.00,20210915,20220511,137500.00,진행중,0,1
E10008000022,(가칭)성수동1가 22-7 지식산업센터 신축공사 지반조사 및 지하안전영향평가 수행용역,192500.00,25.69,0.00,20220127,20220323,122100.00,진행중,3050,1
E00210000028,금왕테크노밸리 폐기물처리시설 조성사업 지하안전평가,28520.00,43.68,0.00,20210802,20220323,205000.00,진행중,0,1
E00047000104,부산광역시 강서구 명지동 3589-1번지 신축공사,62000.00,21.77,0.00,20210701,20220517,148500.00,진행중,0,1
E00164000028,천안 동남구 주거복합 신축공사 중 지하안전영향평가 용역,153000.00,27.35,0.00,20210430,20220630,99000.00,진행중,4359,1
E00167000010,고속국도 제400호선 김포~파주간 건설공사 제2공구 지하안전영향평가(재협의) 용역,560000.00,25.43,0.00,20220119,20220717,17050.00,진행중,14040,1
E00203000086,성남시 상적동 190-65번지 신축공사 지하안전영향평가(재협의),8000.00,23.25,0.00,20211231,20220501,136400.00,진행중,880,1
E00063000073,청주 매봉근린공원 공동주택 신축공사 지하안전영향평가 용역,550000.00,23.75,0.00,20200421,20200814,268070.00,진행중,103330,1
E00130000017,평택지역 전기공급시설 전력구공사(희곡분기) 설계용역 지하안전영향평가 용역,52100.00,46.70,1192.00,20190918,20201022,95876.00,진행중,0,1
E00080000053,신도림 문화및집회시설 신축공사 지하안전영향평가,18000.00,24.98,0.00,20190311,20190403,70000.00,진행중,1156,1
E00005000031,춘천시 후평동 729-2번지 오피스텔 신축공사,47050.00,29.10,0.00,20191201,20200107,67320.00,진행중,1151,1
E00150000024,"부산진구 가야동 197번지 공동주택 신축공사 지하안전영향평가(동시굴착 고려)용역, 부산진구 가야동 197-3번지외 2필지 지하안전영향평가(동시굴착 고려)용역",225800.00,21.25,0.00,20211130,20220613,99000.00,진행중,10545,1
E00127000013,남대문구역 제7-1지구 도시정비형 재개발사업 신축공사,60000.00,36.72,0.00,20211130,20220329,93500.00,진행중,1714,1
E00022000081,부산광역시 부암동 오피스텔 신축공사,150000.00,26.67,0.00,20220110,20220804,110000.00,진행중,4689,1
E00164000029,대구 북구 칠성동 더퍼스트 주상복합 개발사업 지하안전영향평가,448600.00,25.31,0.00,20210920,20221020,77000.00,진행중,7931,1
E00017000075,금천구 시흥동 역세권 청년주택 신축공사 중 지하안전영향평가용역,44600.00,23.46,0.00,20210211,20220323,55000.00,진행중,1185,1
E00137000019,지산동 지역주택조합 아파트 신축공사 지하안전영향평가 재협의 및 설계용역,191500.00,31.17,0.00,20210924,20220513,160000.00,진행중,20474,1
E00038000119,강남구 청담동 53-5번지 신축공사,7600.00,35.25,0.00,20210813,20231018,130900.00,진행중,402,1
E00123000005,"역삼동 708-7,41번지 업무시설 신축공사",200000.00,32.16,0.00,20220211,20220513,93500.00,진행중,1082,1
E00080000055,(재협의)성북구 하월곡동 역세권 청년주택 신축공사 지하안전영향평가,40000.00,27.94,0.00,20211008,20211228,96800.00,진행중,1332,1
E10007000014,"성남구 수정구 신흥동 3780, 3782 주거복합 신축공사 지하안전평가",50000.00,23.89,0.00,20220103,20220207,58300.00,진행중,761,1
E00139000037,교촌대정로(호남고속도로 통과) 선형개량공사 지하안전영향평가 용역,9171.30,10.26,46.00,20210830,20220920,47520.00,진행중,0,1
E00010000049,이태원동 111번지 신축공사,40000.00,27.10,0.00,20210913,20220401,71500.00,진행중,950,1
E00066000114,부산광역시 가야동 주상복합 신축공사,790000.00,38.33,0.00,20220103,20220217,85000.00,진행중,13480,1
E00098000036,중앙지사 열수송망 성능 보강공사(2단계) 지하안전영향평가용역,26900.00,13.60,0.00,20210622,20220323,134530.00,진행중,68,1
E00114000028,"화성봉담2 공공주택지구 일반상업시설 B3-2,3",25000.00,18.26,0.00,20221025,20221223,68000.00,진행중,0,1
E00056000019,평택시 장당지구 3BL 복합시설 신축공사 지하안전영향평가(재협의),600000.00,30.68,0.00,20220119,20220218,38500.00,진행중,17148,1
E00038000120,건대입구역 역세권 청년주택 신축공사 지하안전평가,116000.00,39.66,0.00,20210901,20220408,92000.00,진행중,29477,1
E00030000035,용인시 수지구 풍덕천동 1080-21 업무시설 신축공사 중 지하안전평가 용역,50000.00,26.09,0.00,20210825,20220407,71500.00,진행중,1126,1
E00038000121,상봉동 역세권 청년주택 신축공사 지하안전영향평가 및 지반조사,61788.00,26.36,0.00,20190625,20220430,144100.00,진행중,949,1
E00010000050,강남중앙침례교회 신축공사 지하안전평가,145000.00,36.00,0.00,20201216,20220408,88000.00,진행중,6640,1
E00012000061,영종 C8-8-4 근생 및 업무시설 신축공사 지하안전영향평가,20000.00,28.51,0.00,20220201,20220731,86900.00,진행중,955,1
E00130000018,위례선 도시철도 건설사업 지하안전영향평가 용역,261400.00,12.18,0.00,20211129,20221118,100960.00,진행중,33194,1
E00031000051,태평로2가 37-3 주거복합 신축에 따른 지하안전영향평가 용역,332200.00,23.15,0.00,20211104,20220406,129800.00,진행중,6304,1
E10080000007,골든에코(주) 황금산단 매립시설 지하안정영향평가,59700.00,39.99,0.00,20191231,20220526,220000.00,진행중,39249,1
E10052000001,장위분기 전력구공사 지하안전평가,8700.00,14.80,254.86,20211215,20220301,66429.00,진행중,0,1
E00096000042,양양 주청리 2-9번지 생활숙박시설 신축공사,50000.00,29.70,0.00,20211130,20220719,88000.00,진행중,1548,1
E00025000029,서울 용산구 문배동 8-5외 6필지 오피스텔 신축공사 지하안전영향평가,55000.00,33.14,0.00,20180731,20190329,77000.00,진행중,0,1
E10132000001,가락동 의료시설 신축공사 지하안전영향평가,16500.00,31.47,0.00,20211223,20220408,159500.00,진행중,1143,1
E00063000075,천안시 서북구 성정동 주상복합 신축공사,80000.00,25.46,0.00,20211115,20220307,80000.00,진행중,3754,1
E00038000122,강남구 청담동 주상복합시설 신축공사 지하안전영향평가,132000.00,24.30,0.00,20210820,20220706,132000.00,진행중,14469,1
E00243000060,서울 강동구 둔촌동 역세권 활성화사업 신축공사,28000.00,31.47,0.00,20210802,20220729,133650.00,진행중,0,1
E00099000034,아산시 온천동 주거복합 신축공사 지하안전평가,358800.00,24.70,0.00,20200930,20220721,162800.00,진행중,19659,1
E10116000001,아산시 배방읍 공수리 주상복합 (1단지) 지하안전영향평가 용역,261800.00,29.66,0.00,20220110,20220830,77000.00,진행중,88832,1
E10116000002,아산시 배방읍 공수리 주상복합 (2단지) 지하안전영향평가 용역,211200.00,28.76,0.00,20220110,20220830,77000.00,진행중,78612,1
E00031000052,신라맨션 가로주택정비사업 신축에 따른 지하안전영향평가 용역,37200.00,23.15,0.00,20210630,20220511,106700.00,진행중,1843,1
E00101000004,송파구(하남시)하천유지용수 공급개선사업 지하안전평가,23200.00,13.40,130.70,20220124,20220307,89628.00,진행중,0,1
E10007000015,천안 성정동 209-1 일원 주상복합 신축공사 지하안전평가,71000.00,20.56,0.00,20220125,20220219,115500.00,진행중,0,1
E00066000116,"안양시 만안구 안양동 627-1,2,3번지 주상복합 신축공사",130000.00,27.57,0.00,20200105,20200706,98000.00,진행중,5458,1
E00163000024,부천 154kV 지중송전선로 지하안전영향평가 용역,90000.00,71.39,3232.00,20211110,20220602,67650.00,진행중,128,1
E10047000019,평택시 서정동 431번지 일원 주상복합 신축공사,60000.00,27.90,0.00,20211101,20220308,86900.00,진행중,0,1
E00118000013,신천동 318-2 주거복합 신축공사 지하안전영향평가,300000.00,22.30,0.00,20210730,20220628,150700.00,진행중,0,1
E00047000106,서울특별시 강남구 삼성동52번지 신축공사,114500.00,27.87,0.00,20220301,20220630,154275.00,진행중,816,1
E00043000044,경상남도 김해시 삼계동 공동주택 신축공사,275000.00,32.36,0.00,20210930,20220519,121000.00,진행중,29970,1
E00134000088,부산광역시 부산진구 범천동 858-6번지 일원 주상복합 신축공사 지하안전평가,120000.00,25.20,0.00,20220111,20220531,88000.00,진행중,0,1
E00127000014,여의도동 오피스텔(임대주택) 개발사업 지하안전평가,60000.00,30.11,0.00,20220128,20220524,71500.00,진행중,2532,1
E00099000035,강서 화곡동 부영주상복합빌딩 신축공사 지하안전평가,1000.00,27.16,0.00,20210503,20220315,47949.00,진행중,2641,1
E00035000070,IMP 평택 국제관광휴양지구 조성사업 프로젝트 지하안전평가,160000.00,32.66,0.00,20210602,20220513,71500.00,진행중,19959,1
E00065000048,수색·DMC역 특별계획구역10 주거복합 신축공사,100000.00,16.25,0.00,20211213,20220311,86000.00,진행중,0,1
E00038000123,"서울시 서초구 서초동 1696-2, 3번지 신축공사 지하안전영향평가",5887.00,33.22,0.00,20191206,20200401,110000.00,진행중,0,1
E00082000025,부산 중앙동 주거복합 신축공사,160000.00,23.98,0.00,20211005,20220317,183700.00,진행중,3989,1
E00066000122,대구광역시 동구 신천동 324일원 주거복합 신축공사,500000.00,24.44,0.00,20211214,20220315,80000.00,진행중,10302,1
E00205000033,남서울종합시장 시장정비사업,83003.00,23.20,0.00,20220317,20220726,120000.00,진행중,4497,1
E10044000029,천안시 동남구 영성동 102 주상복합 신축공사 지하안전평가,32000.00,23.38,0.00,20220131,20220620,58300.00,진행중,30000,1
E00017000077,경기도 용인시 기흥구 영덕동 784 일원 자족기능용지개발사업,680400.00,37.51,0.00,20211020,20220315,221375.00,진행중,0,1
E00133000073,동대문구 전농동 620-56번지 신축공사,96000.00,26.60,0.00,20190330,20191015,54000.00,진행중,1473,1
E00066000123,인천청라 국제금융단지 핵심업무시설 A동 신축공사,120000.00,23.30,0.00,20190401,20190521,110000.00,진행중,5424,1
E00060000061,경기도 광주시 송정지구 B1BL 공동주택 신축공사,381389.00,25.36,0.00,20191203,20200228,99000.00,진행중,34947,1
E00133000074,동대문구 전농동 620-60번지 외 4필지 신축공사,290700.00,25.61,0.00,20190330,20191018,67000.00,진행중,4176,1
E00039000027,대구시 중구 사일동 주상복합 신축공사 지하안전평가(재협의) 용역,126497.00,27.00,0.00,20211201,20220517,47300.00,진행중,4750,1
E00133000075,논현동 주상복합 신축공사,62000.00,31.32,0.00,20191111,20200323,77000.00,진행중,2651,1
E10091000016,다이아 양주 선암리 물류창고 신축공사 지하안전평가,0.00,36.25,0.00,20220201,20220812,82301.20,작성중,0,1
E00190000068,강서구 화곡동 1064번지 오피스텔 신축공사(재협의),49000.00,29.86,0.00,20220101,20220321,49500.00,진행중,2300,1
E00248000019,마곡지구 산업시설용지 D39-2 아이센스 컨소시엄 연구소 신축공사,34410.00,24.04,0.00,20211229,20220706,66000.00,진행중,0,1
E00035000071,울산광역시 중구 학산동 주상복합 신축공사 지하안전평가,445000.00,26.04,0.00,20210905,20240709,180400.00,진행중,0,1
E00057000048,구미시 원평동 1036-9 주상복합 신축공사,0.00,27.60,0.00,20211215,20220316,88000.00,진행중,0,1
E10097000032,대구광역시 달서구 본리동 주상복합 신축공사,294000.00,22.00,0.00,20210630,20220613,75900.00,진행중,10246,1
E00134000089,제주시 노형동 주상복합 신축공사 중 지하안전영향평가용역,50000.00,20.00,0.00,20220208,20220725,71500.00,진행중,1724,1
E10114000004,여의도동 14-23 오피스텔 신축공사,18000.00,32.56,0.00,20220315,20221223,111100.00,진행중,671,1
E10086000023,동작구 노량진동 58-20번지 외 11필지 신축공사 지하안전평가,18800.00,28.95,0.00,20220127,20220321,52800.00,진행중,0,1
E10104000015,충북 청주시 서원구 남이면 부용외천리 물류센터,150000.00,32.71,0.00,20220201,20220321,79200.00,진행중,53672,1
E00035000072,6호선 디지털미디어시티외1역 승강편의시설 설치공사 지하안전영향 평가 용역(긴급),4100.00,13.48,0.00,20210416,20220630,121268.00,진행중,0,1
E00157000011,아산 모종동 556-12 주상복합 신축공사,75800.00,24.66,0.00,20220113,20220801,91300.00,진행중,0,1
E10120000003,경북 구미시 형곡동 145 주상복합 지하안전영향평가,43500.00,24.06,0.00,20220121,20220328,165000.00,진행중,1965,1
E00141000030,"방배동 1009-1,2,3번지 공동주택 및 오피스텔 신축공사 지하안전영향평가 용역",40000.00,25.72,0.00,20220207,20220511,88000.00,진행중,1630,1
E00066000126,대전광역시 동구 삼성동 112-1번지 주거복합 신축공사,232100.00,23.96,0.00,20220207,20220328,133000.00,진행중,7896,1
E00134000090,공평 소단위 개발지구 도시정비형 재개발 지하안전영향평가,160000.00,38.29,0.00,20220207,20220523,110000.00,진행중,0,1
E00066000127,대구광역시 동구 신천동 주상복합 신축공사,96000.00,23.70,0.00,20220207,20220328,90000.00,진행중,46666,1
E00188000010,"터널식전력구 지하안전영향평가 용역(호매실-남수원, 통진-강화)",35711.00,55.50,368.70,20220120,20220321,153406.00,진행중,1083,1
E00150000025,부산시 사상구 괘법동 558-3 주상복합 신축공사 지하안전영향평가 용역,154200.00,23.30,0.00,20210806,20230109,88000.00,진행중,2867,1
E00035000073,6호선 디지털미디어시티외 1역 승강편의시설 설치공사 지하안전평가(복정역),3100.00,11.32,0.00,20210531,20211201,121268.00,진행중,0,1
E00047000108,"마포로 1구역 제28,29지구 도시환경정비사업",375000.00,40.86,0.00,20220210,20220421,55000.00,진행중,2606,1
E00036000032,서울시 중구 황학동 공동주택 및 근린생활시설 신축공사 지하안전영향평가(대규모) 용역,425000.00,28.01,0.00,20200622,20220512,88000.00,진행중,4822,1
E10086000024,강남구 역삼동 721-30 신축공사 지하안전평가,6500.00,24.52,0.00,20220124,20220512,49500.00,진행중,573,1
E00022000085,부산광역시 동구 범일동 주거복합 신축공사,360000.00,24.15,0.00,20220215,20220721,202400.00,진행중,21509,1
E00044000049,아산시 온천동 주상복합 신축공사 지하안전영향평가 용역,126970.00,32.86,0.00,20211231,20220727,77000.00,진행중,3567,1
E00066000128,용인 모현(왕산)지구 B-2BL 공동주택 신축공사,259800.00,22.96,0.00,20200820,20201005,60000.00,진행중,71583,1
E00066000129,용인 모현(왕산)지구 B-3BL 공동주택 신축공사,259300.00,20.41,0.00,20200818,20201005,60000.00,진행중,63247,1
E10128000007,강릉시 교동 OO공동주택 신축공사에 따른 지하안전영향평가,138700.00,25.55,0.00,20220329,20220728,148500.00,진행중,15063,1
E10075000006,대구 북구-서구지역 전기공급시설 전력구공사(팔달-서침산 2차) 지하안전영향평가용역,8591.00,9.88,0.00,20211006,20220403,44346.00,진행중,517,1
E00228000041,서대문구 연희동267-10 번지 지하안전 영향평가,36000.00,25.36,0.00,20220324,20220523,82500.00,진행중,5036,1
E00022000087,장안동 368-1 근린생활시설 및 오피스텔 개발사업,300000.00,34.15,0.00,20220222,20220405,95000.00,진행중,0,1
E00243000062,인천석남1 가로주택정비사업 주상복합아파트 건설공사,39000.00,23.73,0.00,20220207,20220406,113300.00,진행중,0,1
E00063000078,안산시 고잔동 오피스텔 신축공사,234000.00,26.32,0.00,20220305,20220406,114000.00,진행중,0,1
E00224000021,천호동 550 오피스텔 신축공사,19000.00,33.27,0.00,20211201,20220407,139700.00,진행중,817,1
E00239000011,캐피탈랜드 데이터센터(SL3x) 신축공사,150000.00,25.16,0.00,20220408,20220630,162800.00,진행중,4866,1
E00133000076,당산동 5가 9-9번지 지식산업센터 신축공사,348000.00,33.20,0.00,20220228,20220608,93500.00,진행중,6722,1
E00066000133,대구광역시 달서구 본동 743번지 주상복합 신축공사,307300.00,27.67,0.00,20201215,20210209,92000.00,진행중,8639,1
E10132000003,"대치동 OO빌딩(대치동 913-12,13) 신축공사 지하안전평가 용역",10000.00,26.61,0.00,20220314,20220527,103400.00,진행중,479,1
E00023000075,㈜네이처에코 폐기물처리시설 조성,50000.00,34.00,0.00,20220207,20220412,6000.00,진행중,155466,1
E00001000058,여수시 학동 68-15일원 주상복합 신축공사 (지하안전영향평가),177549.00,31.41,0.00,20201231,20220921,143000.00,진행중,3815,1
E00208000016,인덕원~동탄 복선전철 제8공구 지하안전영향평가 용역,148100.00,43.46,2109.47,20201013,20211231,116171.00,진행중,0,1
E00066000136,수표구역 도시정비형 재개발구역 정비계획,730800.00,29.09,0.00,20211205,20220413,80000.00,진행중,10336,1
E00010000052,청담동 1번지 주거복합 신축공사 지하안전영향평가 용역,18500.00,28.45,0.00,20210901,20220718,69300.00,진행중,641,1
E00066000137,대구 동구 신암동 주거복합 신축공사,172400.00,26.25,0.00,20220104,20220413,75000.00,진행중,4659,1
E00036000033,고양덕은 업무시설 1블록 지식산업센터 신축공사 대규모 지하안전평가 용역,63600.00,25.90,0.00,20220214,20220602,93500.00,진행중,0,1
E00030000038,안양 박달(617-12) 하이테크 지식산업센터 신축공사,240000.00,30.58,0.00,20210810,20220408,132000.00,진행중,5750,1
E10076000003,회야계통 송수관로 복선화사업(상개삼거리~명촌교북단)지하안전영향평가,39291.00,7.20,36.90,20210910,20211208,62805.00,진행중,3,1
E00099000036,수원덕산병원 신축공사 지하안전영향평가(재협의서),177000.00,23.51,0.00,20201013,20210630,60000.00,진행중,15045,1
E00194000008,무안지역 전기공급시설 전력구공사 지하안전영향평가용역,9540.00,13.10,71.00,20211117,20220912,45224.00,진행중,86,1
E00099000037,수원덕산병원 신축공사 지하안전평가 재협의(2차),177000.00,23.51,0.00,20220317,20220630,38500.00,진행중,14506,1
E10086000025,검단지구 주수송관 건설공사(김포지역)2공구 지하안전평가,14300.00,14.02,215.00,20220225,20220630,49500.00,진행중,0,1
E00139000041,용수골~남간정사 도로개설공사 지하안전영향평가용역,32600.00,33.20,230.00,20210205,20221219,61185.00,진행중,0,1
E00066000138,판교 641 프로젝트,700000.00,35.53,0.00,20220303,20220421,80000.00,진행중,25720,1
E00102000147,하남 미사지구 자족8-5블록 유통업무설비 신축공사 중 지하안전평가,51100.00,27.99,0.00,20220221,20220607,77000.00,진행중,3658,1
E00137000022,광주 치평동1230 신축공사,57300.00,23.50,0.00,20200505,20230131,110000.00,진행중,1653,1
E00163000025,대전 하수 지하안전영향평가 용역,717617.00,39.81,20.80,20220120,20220804,119900.00,진행중,114151,1
E00099000038,강북구 삼양사거리 특별계획구역III 주거복합 신축공사 지하안전평가(재협의),310000.00,24.45,0.00,20220321,20220831,77000.00,진행중,10914,1
E00249000008,범어동 주거복합 신축공사 지하안전평가,145000.00,26.10,0.00,20210129,20220425,71500.00,진행중,0,1
E00024000026,의정부시 의정부동 436번지일원 주상복합 신축공사,371000.00,26.80,0.00,20220203,20220427,96800.00,진행중,6825,1
E10080000009,속초 청호동 459-122 일대 주상복합 신축공사 중 지하안전영향평가 용역,84500.00,23.45,0.00,20211231,20220811,143000.00,진행중,2337,1
E00247000030,영등포구 당산동5가(9-13) 00지식산업센터 신축공사,600000.00,29.80,0.00,20220430,20220609,77000.00,진행중,0,1
E00102000148,삼성동 169-9번지 소규모 지하안전 영향평가 용역,18000.00,28.34,0.00,20211201,20221130,119061.00,진행중,1037,1
E10104000019,서울시 강남구 역삼동 819-2번지 근린생활 및 업무시설 신축공사,16600.00,27.83,0.00,20220219,20220426,82500.00,진행중,440,1
E10104000020,"중산동 1873-19(C7-8-5)번지 근생, 숙박시설 신축공사",42000.00,24.66,0.00,20220228,20220415,82500.00,진행중,1616,1
E00190000072,천안시 성정동 공공민간임대주택 신축공사 지하안전평가,124000.00,25.43,0.00,20210501,20220427,67100.00,진행중,0,1
E00164000036,당산동 생각공장 개발사업 중 지하안전영향평가,40000.00,22.17,0.00,20190311,20190816,64900.00,진행중,99998,1
E00035000074,마곡D40-2 연구시설 신축공사 지하안전평가 용역,50000.00,21.65,0.00,20211028,20220602,93500.00,진행중,0,1
E00141000033,서울시 영등포구 신길동 1300 청년주택 신축공사 지하안전영향평가 용역,35000.00,29.80,0.00,20210326,20220607,88000.00,진행중,1320,1
E00039000028,서초구 서초동 역세권 청년주택 신축공사 지하안전평가 재협의 용역,350000.00,24.62,0.00,20220302,20220621,41800.00,진행중,7601,1
E00200000046,속초중앙동주택재개발정비사업 지하안전영향평가용역,665800.00,30.82,0.00,20210729,20221117,93500.00,진행중,39550,1
E10075000007,진건~오남간 도로확포장공사 지하안전영향평가용역,93368.00,21.40,0.00,20210825,20230315,89356.00,진행중,156000,1
E00062000039,안양시 만안구 안양동 534-1외 1필지 팬트힐 안양 신축공사,60000.00,29.56,0.00,20220110,20220428,99000.00,진행중,2403,1
E00190000074,대전 도안지구 상업 6-1블럭 오피스텔 신축공사 지하안전평가,35836.00,23.86,0.00,20220404,20220503,77000.00,진행중,2290,1
E00190000075,대전시 도안지구 상업 6-3블럭 오피스텔 신축공사 지하안전평가,35988.00,23.76,0.00,20220404,20220503,77000.00,진행중,0,1
E10122000002,154kV 거제변전소 인출T/L 지장송전선로 지중화 이설공사 중 지하안전영향평가 용역,14966.00,23.69,75.00,20211120,20220531,75900.00,진행중,0,1
E00126000063,하프학당빌딩 신축공사,95227.00,27.34,0.00,20220314,20220429,137500.00,진행중,1064,1
E00062000040,서판교 대장지구 2-1블럭 업무시설 신축공사,50000.00,21.13,0.00,20220216,20220509,99000.00,진행중,0,1
E00176000020,안양시 동안구 비산동 1112번지 오피스텔 신축공사 중 지하안전평가보고서,280000.00,37.06,0.00,20220124,20220509,107800.00,진행중,2324,1
E00033000028,"인천검단신도시 C3-1-4,5 블록 오피스텔 개발사업",100000.00,31.36,0.00,20220405,20220510,135300.00,진행중,402700,1
E00083000034,명장공원 비공원시설 공동주택 신축공사(1단지),160000.00,26.86,0.00,20220112,20220217,0.00,진행중,25843,1
E00116000050,포항 이인지구 주상복합 신축공사,277000.00,30.53,0.00,20220310,20220829,69300.00,진행중,8245,1
E10097000036,대구 대명동 영대병원역 주거복합 신축공사(대규모),154000.00,25.16,0.00,20210930,20220502,99000.00,진행중,596531,1
E00143000043,안양시 동안구 관양동 1505-15 및 31번지 신축공사 지하안전평가,39400.00,23.22,0.00,20220407,20220627,71500.00,진행중,1480,1
