evalNo,evalNm,constCost,maxDigDepth,digCapacity,startYmd,endYmd,evalCost,proStage,digArea,no
E00139000015,유성구 봉명동 552-7 근린생활시설 신축공사,23000.00,28.32,0.00,20190828,20201021,88000.00,진행중,0,1
E00105000015,2019 승강편의시설 설치사업 (동대문역사문화공원역 #4) 지하안전영향평가,4000.00,14.45,0.00,20190717,20200808,93258.00,진행중,0,1
E00151000005,울산공업용수도 노후관 개량공사(3차),98000.00,7.00,20.00,20200122,20200619,59203.00,진행중,0,1
E00105000016,국지도39호선 양주 장흥~광적 도로건설공사 지하안전영향평가 용역,150000.00,19.66,1061.00,20190514,20191201,87228.00,진행중,0,1
E00065000020,금산 중도리00아파트 신축공사,1000000.00,22.16,0.00,20190401,20190813,69300.00,진행중,11229,1
E00099000015,"고양시 덕양구 도내동 972, 973번지 근린생활 시설 및 오피스텔 신축공사",34000.00,20.70,0.00,20180731,20191231,38500.00,진행중,3304,1
E00099000016,"고양시 덕양구 도내동 974, 975번지 근린생활 시설 및 오피스텔 신축공사",15000.00,20.70,0.00,20180731,20191231,38500.00,진행중,3304,1
E00106000016,이천시 안흥동 주상복합 신축공사,10000.00,30.00,0.00,20200305,20200429,110000.00,진행중,0,1
E00102000044,BNK부산은행 수영지점 신축공사 중 지하안전영향평가,30000.00,26.31,0.00,20200304,20200603,79500.00,진행중,1139,1
E00073000002,영등포 당산동2가 역세권 청년주택 지하안전영향평가,135000.00,30.47,0.00,20180305,20180630,187000.00,진행중,5241,1
E00092000003,천연가스 공급시설 건설공사 지하안전영향평가 용역,41900.00,34.70,392.00,20200401,20220331,127342.00,진행중,0,1
E00066000027,대구광역시 북구 칠성동 주상복합 신축공사,340000.00,22.02,0.00,20200409,20200525,80000.00,진행중,6984,1
E00017000017,인천시중구 운서동 3093-5오피스텔 신축공사지하안전영향평가 보고서,28000.00,23.09,0.00,20190305,20200114,89474.00,진행중,1820,1
E00017000018,서초동 1327-34 복합시설 신축공사 지하안전영향평가,1100.00,29.52,0.00,20180526,20190129,71500.00,진행중,65119,1
E00001000015,과천지식정보타운 지식 10BL 지하안전영향평가,265482.00,22.76,0.00,20190228,20201120,178200.00,진행중,4474460,1
E00066000028,대구광역시 수성구 범어동 주거복합 신축공사,75400.00,22.44,0.00,20200220,20200508,75000.00,진행중,4737,1
E00002000023,광양(1)공업용수도 노후관 개량사업 지하안전영향평가,3213.00,17.06,805.30,20200303,20200731,157425.00,진행중,0,1
E00001000017,"고양덕은지구 도시개발사업 업무11,12블럭 지식산업센터 지하안전영향평가",237500.00,29.46,0.00,20190331,20201207,123200.00,진행중,174482,1
E00017000025,대구달성공원역 주상복합 신축공사지하안전영향평가,102000.00,22.10,0.00,20190309,20200922,115390.00,진행중,5183,1
E00050000002,광양지역 전기공급시설 전력구공사(백운-광양항) 지하안전영향평가 용역,8369.00,15.10,186.00,20190924,20191130,44350.00,진행중,0,1
E00080000017,강북구 수유동 역세권 청년주택 신축공사,30000.00,24.70,0.00,20200416,20200615,50000.00,진행중,1895,1
E00167000004,인천지역 전기공급시설 전력구공사(아암분기) 등 3건 지하안전영향평가 용역,68228.00,75.00,487.90,20200218,20210112,141460.00,진행중,122,1
E00072000004,광진구 화양동 116-1 일대 오피스텔 신축공사,35000.00,24.46,0.00,20191017,20200721,77880.00,진행중,1722,1
E00116000013,청주시 서원구 물류센터 1B-1BL 신축공사 지하안전영향평가,93700.00,30.31,0.00,20200515,20200710,93500.00,진행중,0,1
E10013000001,동탄~인덕원 복선전철 제9공구 건설공사 지하안전영향평가 용역,145900.00,46.00,3756.87,20200610,20201209,158200.00,진행중,0,1
E10073000001,광주지역 전기공급시설 전력구공사(신광주-일곡 지중화)지하안전영향평가 용역,5490.00,33.28,0.00,20190108,20200113,41933.00,진행중,698,1
E00141000014,강남구 역삼동 826번지 복합시설 지하안전영향평가,40000.00,25.00,0.00,20190208,20190726,88000.00,진행중,2029,1
E00066000030,"안양시 만안구 안양동 627-1,2,3번지 주상복합 신축공사",130000.00,27.57,0.00,20200105,20200716,0.00,진행중,5458,1
E00243000020,화성지역 전기공급시설 전력구공사(중동탄분기) 지하안전영향평가,20580.00,33.31,1080.00,20190115,20210314,149733.00,진행중,0,1
E00106000017,아산 모종동 562-1외 1 주상복합 신축공사,5260.00,32.96,0.00,20200315,20200703,11000.00,진행중,0,1
E00066000031,대전광역시 중구 선화동 주거복합 신축공사,209200.00,25.02,0.00,20200309,20200717,100000.00,진행중,7298,1
E00202000001,양산~사송 연계2단계 및 사송지구내 열수송관공사 지하안전영향평가용역,14000.00,7.60,36.40,20190723,20200720,84403.00,진행중,2,1
E00165000005,P3-LINE 전력공동구 지하안전영향평가,318890.00,27.70,46.10,20200615,20201231,78540.00,진행중,0,1
E00188000002,"터널식전력구 지하안전영향평가 용역(호매실-남수원, 통진-강화)",44000.00,60.20,1346.00,20190909,20200704,95019.00,진행중,4012,1
E00133000012,대구 삼덕동 주상복합 신축공사,110000.00,26.65,0.00,20200408,20200804,82500.00,진행중,5710,1
E00102000046,중구 순화 1-2지구 도시환경정비사업 신축공사 지하안전영향평가,31400.00,25.36,0.00,20200522,20200717,80300.00,진행중,1637,1
E00066000032,"안양시 만안구 안양동 627-30,32번지 업무복합시설 신축공사",100000.00,31.24,0.00,20200105,20200706,98000.00,진행중,1671,1
E00102000047,강남역 오피스 개발사업 지하안전영향평가 용역,370180.00,30.67,0.00,20200410,20200601,88000.00,진행중,3301,1
E00031000024,만촌네거리 주거복합 신축공사 지하안전영향평가 용역,514500.00,25.95,0.00,20190801,20200722,132000.00,진행중,8779,1
E00066000033,대구광역시 달서구 본동 743번지 주상복합 신축공사,272100.00,27.27,0.00,20200501,20200702,92000.00,진행중,8639,1
E00026000001,신안산선 복선전철 민간투자사업 지하안전영향평가,3346500.00,35.00,40770.00,20190311,20190821,398706.00,진행중,0,1
E00121000023,삼성동 144-6번지 근생 및 오피스텔 신축공사,29000.00,30.02,0.00,20200128,20200904,77000.00,진행중,975,1
E00121000024,운남동 영종하늘도시 00오피스텔 신축공사,32000.00,25.03,0.00,20200510,20200707,60000.00,진행중,2487,1
E00134000016,인천도시철도1호선 검단연장선 건설공사 지하안전영향평가용역,727700.00,29.40,0.00,20190423,20200722,102508.00,진행중,0,1
E10013000002,고덕비즈밸리 자족2-3 00사옥 신축공사 지하안전영향평가,53900.00,25.70,0.00,20190118,20210405,88000.00,진행중,3362,1
E00045000009,대구 동구 신천동 주거복합 신축공사,50000.00,23.34,0.00,20200415,20200701,93500.00,진행중,2995,1
E00163000008,음성~진천지역 전기공급시설 전력구공사(만승~서음성)지하안전영향평가,30570.00,34.67,676.00,20200115,20210426,44074.00,진행중,0,1
E00198000014,서울 중구 필동3가 78-8외 2필지 근린생활시설 신축공사,20000.00,24.39,0.00,20200515,20200728,110000.00,진행중,2720,1
E00017000027,수원발KTX직결사업지하안전영향평가서,15099.00,21.79,1271.00,20200227,20200824,84374.00,진행중,0,1
E00022000020,강남구 논현동 249-9번지 외 1필지 신축공사,19000.00,26.26,0.00,20200420,20200611,126500.00,진행중,744,1
E00137000005,광주지역 전기공급시설 전력구공사(계림-일곡),16340.00,45.59,594.60,20200401,20201001,45577.00,진행중,0,1
E00055000036,판교 제2테크노밸리 행복주택 및 기업성장센터 건설사업,160700.00,40.96,0.00,20200416,20200728,62935.00,진행중,0,1
E00106000018,구리갈매 자족1 지식산업센터 신축공사,17720.00,26.67,0.00,20200626,20200729,198000.00,진행중,17223,1
E00141000016,노량진동 역세권 청년주택 신축공사에 따른 지하안전영향평가 용역,180700.00,34.11,0.00,20200226,20201208,132000.00,진행중,4148,1
E00109000009,여의도 10-3 오피스텔 신축공사,32000.00,25.96,0.00,20200601,20200728,152900.00,진행중,0,1
E00102000048,강남지사 열수송망[탄천구간] 성능보강공사[2단계],2500.00,7.72,37.50,20200410,20200720,143412.00,진행중,0,1
E00035000027,의왕시 오전다구역 주택재개발정비사업 지하안전영향평가,1063300.00,26.73,0.00,20190903,20200630,236500.00,진행중,96641,1
E00066000034,부천 소사역세권 특별계획구역 내 주상복합 신축공사,476000.00,32.06,0.00,20191115,20200630,109000.00,진행중,14195,1
E00133000014,광교 C6블럭 주상복합 개발계획,350000.00,37.44,0.00,20200506,20210108,82500.00,진행중,0,1
E00060000014,덕소 5B구역 도시 환경정비사업 신축공사,145000.00,25.39,0.00,20200625,20200729,1200000.00,진행중,0,1
E00060000015,성내5구역 주상복합 신축공사,162300.00,34.76,0.00,20200506,20200731,87000.00,진행중,6446,1
E00047000034,대구 동구 신암동 주상복합 신축공사,51000.00,29.74,0.00,20200401,20200731,165000.00,진행중,3122,1
E00199000003,울산 무거동 지하안전영향평가 용역,338000.00,26.61,0.00,20190225,20200929,99000.00,진행중,117791,1
E00142000004,울산지역 전기공급시설 전력구공사 외 2건 지하안전영향평가 용역(산하S/S 배전인출),13000.00,37.87,300.00,20200420,20200811,40946.00,진행중,0,1
E00203000014,"화성시 병점복합타운 상업13-2,3,4블록 신축공사",62000.00,23.46,0.00,20200310,20200526,115000.00,진행중,2803,1
E00061000007,SW드림타운 건립공사,120000.00,29.40,0.00,20200525,20200715,77000.00,진행중,78377,1
E00066000035,남양주 도농공원 개발행위 특례사업 공동주택 신축공사,180800.00,23.47,0.00,20200316,20200429,90000.00,진행중,8348,1
E00035000029,신용산역 북측 제2구역 도시환경 정비사업,481040.00,34.20,0.00,20190514,20210106,112200.00,진행중,11423,1
E00035000030,노량진5구역 주택재개발정비사업 지하안전영향평가 용역,100000.00,25.40,0.00,20200701,20201224,163900.00,진행중,20311,1
E00223000002,시흥시 장현택지개발지구 내 상업2-1블럭 소규모지하안전영향평가 용역,50300.00,16.25,0.00,20200227,20200929,47300.00,진행중,2217,1
E00055000038,판교 제2테크노밸리 행복주택 및 기업성장센터 건설사업(성남시청),160700.00,40.96,0.00,20200416,20200806,62935.00,진행중,15599,1
E00022000022,신사동 503-2번지 복합시설 신축공사,32700.00,33.40,0.00,20200522,20200618,107800.00,진행중,1679,1
E00031000026,만촌역 지하연결통로 및 출입구 설치공사,26852.00,13.68,0.00,20190801,20200831,132000.00,진행중,1514,1
E00065000023,지방도 358호선(김포~관산간) 파주구간 개설사업,109500.00,28.30,511.00,20200810,20201210,0.00,진행중,0,1
E00189000003,고양~중앙 연계관로 개선공사 지하안전영향평가,3000.00,9.00,76.00,20200303,20210104,74248.00,진행중,224,1
E00012000025,성북구 길음시장 정비사업 소규모 지하안전영향평가,26000.00,27.31,0.00,20191118,20200804,187000.00,진행중,0,1
E00082000007,하왕십리동 역세권 2030 청년주택 신축공사,103400.00,26.90,0.00,20200629,20200810,93500.00,진행중,2263,1
E00193000007,판교제2테크노밸리 오피스텔 신축공사 (지원시설용지D1-1),8781500000.00,26.51,0.00,20200301,20200818,90200.00,진행중,8904,1
E00102000050,2020 승강편의시설 설치 지하안전영향평가 대행용역(신림역 #5 E/S 설치공사),3100.00,8.94,23.54,20200427,20200903,106100.00,진행중,0,1
E00055000039,성남 성호시장 도시개발사업 오피스텔 신축공사,130000.00,32.12,0.00,20190712,20200930,71500.00,진행중,6950,1
E00208000010,도봉산~옥정 광역철도건설사업 지하안전영향평가,641150.00,52.02,15300.00,20181218,20200818,168410.00,진행중,0,1
E00102000051,판교 제2테크노밸리 PSK CAMPUS 조성사업,95000.00,30.86,0.00,20200630,20200820,82500.00,진행중,3987,1
E00133000016,과천지식정보타운 3-3BL 오피스텔 신축공사,105600.00,34.61,0.00,20200701,20210908,66000.00,진행중,1695,1
E00084000007,마포구 신수동 지역주택조합아파트(역세권SHIFT) 건설사업,107000.00,23.30,0.00,20200301,20200630,73700.00,진행중,12968,1
E00057000012,상계2구역 주택재개발 정비사업,563800.00,23.42,0.00,20190302,20210228,198000.00,진행중,74159,1
E00127000002,여의도동 오피스텔 개발사업 지하안전영향평가,60000.00,27.06,0.00,20200713,20200814,77000.00,진행중,2532,1
E10056000001,"서울특별시 용산구 서빙고동 4-3,15,77신축공사(서호교회)",5000.00,22.21,0.00,20191231,20201007,42900.00,진행중,1066,1
E00167000005,인천지역 전기공급시설 전력구공사(아암분기)  등3건 지하안전영향평가 용역(북안산S/S 배전인출 2차),25355.00,28.52,1100.00,20200218,20210112,141515.00,진행중,0,1
E00243000025,"창원시 성산구 상남동 74-3, 4번지 생활숙박시설 신축공사 지하안전영향평가 용역",134800.00,25.14,0.00,20200609,20200930,77000.00,진행중,5641,1
E00030000010,"강남구 논현동 218-27,28 신축공사",96000.00,29.19,0.00,20200508,20200824,60500.00,진행중,994,1
E00142000005,울산지역 전기공급시설 전력구공사 외 2건 지하안전영향평가 용역(통영-아주),10900.00,24.36,108.50,20200608,20201202,40531.60,진행중,54,1
E00017000028,인천광역시 남동구 구월동 1198번지 외 12 길병원 편의시설 증축공사,1500.00,30.10,0.00,20200204,20211130,88000.00,진행중,0,1
E00115000005,오산세마역 생활형숙박시설신축공사 지하안전영향평가,15000.00,30.96,0.00,20200701,20200813,80300.00,진행중,8163,1
E00027000010,평택~부여~익산(서부내륙)고속도로 예산군통과구간 변경설계 터널 지하안전영향평가 용역,283700.00,202.00,4756.00,20200601,20201022,93500.00,진행중,0,1
E00160000002,2020 승강편의시설 설치 지하안전영향평가 대행용역 (낙성대역),3050.00,11.06,13.00,20200323,20200918,124695.00,진행중,0,1
E00121000026,청담빌딩 복합시설 신축공사,1550.00,33.25,0.00,20200701,20200819,70000.00,진행중,714,1
E00057000014,시흥은계 상업2-3 오피스텔 신축공사,111600.00,38.73,3443.38,20200701,20210131,82500.00,진행중,0,1
E00224000005,대구 중구 남산동 주상복합시설 신축공사 지하안전영향평가,89000.00,25.73,0.00,20200401,20200826,155100.00,진행중,2867,1
E00082000008,황학동 업무시설 및 근린생활시설 신축공사,263400.00,33.45,0.00,20200210,20200820,77000.00,진행중,2905,1
E00247000003,서울특별시 영등포동2가 오피스텔 신축공사,68300.00,26.47,0.00,20200501,20210707,71500.00,진행중,1060,1
E00080000023,"강남구 역삼동 719-16, 17번지 오피스텔 신축공사",8000.00,27.91,0.00,20200620,20200823,70000.00,진행중,3903,1
E00114000015,인천시 서구 청라동 96-15,25000.00,28.51,0.00,20200429,20200610,61600.00,진행중,0,1
E00065000024,동작구 상도동 23-42번지 일원 상도역세권 공공임대 주택사업,367000.00,24.31,0.00,20200707,20200824,84150.00,진행중,13854,1
E00035000032,우방범어타운(2차) 주택재건축정비사업 지하안전영향평가,223500.00,21.00,0.00,20190627,20210806,75900.00,진행중,0,1
E00044000015,서울시 용산구 한남동 76-6 오피스텔 개발사업 지하안전영향평가,134800.00,30.53,0.00,20200827,20210131,88000.00,진행중,19527,1
E00020000011,부산 강서지역 전기공급시설 전력구공사(세산분기) 지하안전영향평가,37000.00,70.15,1818.00,20200601,20201221,57259.00,진행중,5523,1
E00184000012,양정동(399-2번지) 주상복합 신축공사 지하안전영향평가 용역,110000.00,21.46,0.00,20191022,20201215,60500.00,진행중,0,1
E00134000024,인천도시철도1호선 검단연장선 1공구 건설공사 지하안전영향평가용역,192200.00,44.38,0.00,20200213,20200611,105368.00,진행중,0,1
E00133000018,광명시 하안동 일반사업구역 C-3블럭 지식산업센터 신축공사,112000.00,27.80,0.00,20200803,20201030,22000.00,진행중,8268,1
E00095000014,2019년 파주지사 열수송관공사 지하안전영향평가,78.31,9.80,90.00,20190726,20200423,78310.00,진행중,0,1
E00243000026,의정부지역 전기공급시설 전력구공사(신의정부-진접) 지하안전영향평가 용역,46900.00,53.34,4097.00,20190115,20210314,149733.00,진행중,0,1
E00186000007,방이동 50-1 H타워 신축공사 지하안전영향평가,7000.00,23.00,0.00,20190603,20201019,60500.00,진행중,228,1
E00005000011,구리시 수택동 409-25일원 복합시설 신축공사,95400.00,31.16,0.00,20200715,20200903,104500.00,진행중,1560,1
E10003000006,영광단주 행복주택 건설사업,32600.00,25.75,0.00,20200725,20200904,65942.00,진행중,8018,1
E10003000007,오송 지하차도 개설공사,28500.00,15.87,49.00,20200510,20200618,62852.00,진행중,0,1
E00228000013,인천 효성구역 도시개발사업,993770.00,22.40,0.00,20200406,20200518,100000.00,진행중,191849,1
E00111000003,용곡~청수동간 도로개설 및 눈들건널목 입체화공사 기본 및 실시설계 지하안전영향평가용역,37660.00,12.96,0.00,20191025,20200805,82027.00,진행중,0,1
E00210000008,대전 선화동 87-5번지 일원 주상복합 신축공사,341000.00,25.21,0.00,20200629,20200904,214500.00,진행중,0,1
E00228000014,서울시 은평구 대조동 오피스텔 신축공사 지하안전영향평가,29892.50,23.72,0.00,20200702,20200825,67000.00,진행중,1400,1
E00042000026,하남시 신장동 438-10외 4필지 업무시설 신축공사 지하안전영향평가,30000.00,26.35,0.00,20200616,20200909,66000.00,진행중,1351,1
E00035000033,자양1 재정비 촉진구역 개발사업 지하안전영향평가,1600000.00,37.60,0.00,20181217,20190430,81290.00,진행중,42718,1
E00002000028,수유동 복합개발사업 신축공사 지하안전영향평가,95000.00,29.85,0.00,20180710,20181219,77000.00,진행중,5254,1
E00002000029,신촌역 오피스텔 신축공사 지하안전영향평가,37700.00,29.69,0.00,20180710,20190228,77000.00,진행중,0,1
E00035000035,문정지구 8-3BL 오피스텔 신축공사 지하안전영향평가,240000.00,36.89,0.00,20190322,20190917,88000.00,진행중,3641,1
E00187000006,강동천호 노후공공청사 복합개발사업 지하안전영향평가용역,39200.00,25.85,0.00,20200427,20210426,71223.00,진행중,1632,1
E00055000040,양양군 강현면 주청리 2-15외 1번지 생활형숙박시설 신축공사,49000.00,27.71,0.00,20200914,20201130,77000.00,진행중,0,1
E00248000002,명일동 48번지 복합시설 및 공공청사 신축공사,250000.00,37.78,0.00,20200713,20200911,44000.00,진행중,4031,1
E00066000037,파주 운정 복합시설 신축공사,2660000.00,26.11,0.00,20200615,20200910,240000.00,진행중,77388,1
E00022000024,LG 유플러스 NC 센터 신축공사,120000.00,27.30,0.00,20200615,20200914,75000.00,진행중,0,1
E00061000010,태평로3가 221-5 주거복합 신축공사 ,120000.00,21.95,0.00,20200701,20200908,81400.00,진행중,3687,1
E00200000025,의왕 고천가구역 재개발정비사업 지하안전영향평가 용역,414700.00,20.60,0.00,20190604,20191216,68200.00,진행중,18421,1
E00210000010,속초시 동명동 공동주택 신축공사,137000.00,24.99,0.00,20190904,20191129,123200.00,진행중,9285,1
E00114000016,서울시 은평구 불광동 302-13번지 외 1필지 청년주택 신축공사,52246.00,24.80,0.00,20200726,20200915,95000.00,진행중,0,1
E00173000002,답동성당 일원 관광자원화 사업 지하안전영향평가,15800.00,23.65,0.00,20200401,20200629,87979.00,진행중,8371,1
E00102000053,신도림동 오피스텔 및 복합시설 신축공사,150000.00,26.52,0.00,20190617,20201014,159720.00,진행중,2570,1
E00239000002,광주 노곡리 물류창고 신축공사,10000.00,22.81,0.00,20200624,20210325,176000.00,진행중,29847,1
E00134000025,영종도 해저송수관로 건설공사 지하안전영향평가 용역,64800.00,62.20,0.00,20200227,20201211,170388.00,진행중,0,1
E00033000011,청담동 49-8 복합주거 신축공사,36000.00,24.44,0.00,20200427,20200714,65000.00,진행중,1660,1
E00047000038,부산광역시 부산지구 부전동 536-8 신축공사,125000.00,34.90,0.00,20200722,20200911,148500.00,진행중,2074,1
E00024000006,도선동 청년주택개발사업 신축공사,167900.00,31.75,0.00,20200803,20200911,80000.00,진행중,3093,1
E00017000030,서초동 1310-15번지 역세권 청년주택 신축공사,8500.00,25.28,0.00,20200702,20200828,76700.00,진행중,0,1
E00115000009,"안성-평택지역 전기공급시설 전력구공사(고덕-서안성, 원암리)지하안전영향평가",57600.00,62.63,3893.00,20181210,20190819,58946.90,진행중,0,1
E00115000010,"평택지역 전기공급시설 전력구공사(고덕-서안성, 브레인시티)지하안전영향평가",24700.00,63.53,1098.00,20190404,20191105,49051.10,진행중,0,1
E00223000004,은평광역자원순환센터 건립사업 지하안전영향평가 용역,99921.00,26.38,0.00,20200812,20201231,66701.00,진행중,9207,1
E00017000031,서울특별시 서초구 서초동 1593-1번지 외 2필지,35100.00,24.90,0.00,20200603,20200923,52000.00,작성중,0,1
E00164000004,신사동 527-1 복합시설 신축공사,35000.00,42.14,0.00,20200601,20200924,55000.00,진행중,1468,1
E00045000011,용인 모현(왕산)지구 B-2BL 공동주택 신축공사,259800.00,20.96,0.00,20200825,20210607,66000.00,진행중,53468,1
E00045000012,용인 모현(왕산)지구 B-3BL 공동주택 신축공사,259326.00,20.41,0.00,20200825,20210607,66000.00,진행중,47318,1
E00038000083,논현동 60번지 외 3필지 주상복합 신축공사 지하안전영향평가,30000.00,25.28,0.00,20200806,20210119,34000.00,진행중,436,1
E00022000025,과천지식정보타운 지식기반산업용지 9BL(과천 지타운) 신축공사,205000.00,29.29,0.00,20200401,20200528,126500.00,진행중,11149,1
E00044000016,영등포구 여의도동 25-11 복합시설 신축공사,676388.00,33.59,0.00,20200831,20210331,110000.00,진행중,0,1
E00066000038,중랑구 묵동 165 역세권 청년주택 신축공사,212100.00,34.00,0.00,20200727,20200918,65000.00,진행중,4198,1
E00190000025,대구시 달서구 감삼동 599-51번지 외 4필지 주거복합 신축공사 설계용역,42000.00,29.11,0.00,20200824,20200925,80300.00,진행중,2090,1
E10044000010,성복동 555-4일대 운동시설 신축공사 지하안전영향평가,12600.00,25.90,0.00,20200815,20200925,57200.00,진행중,0,1
E10044000011,경기신용보증재단 사옥 건립사업 지하안전영향평가,95430.80,29.12,0.00,20200218,20200928,99911.00,진행중,2271,1
E00210000011,수원 팔달구 인계동 1125-1번지 일대 업무복합시설 신축공사,126100.00,34.35,0.00,20191014,20200105,161150.00,진행중,1450,1
E00188000004,강남권 광역복합환승센터 지하안전영향평가 용역,1745900000.00,51.53,402.85,20200306,20210330,151320.00,진행중,58730,1
E00165000006,한전KDN 서울지역본부 사옥신축 지하안전영향평가 용역,30313.80,22.70,0.00,20200304,20201228,74090.00,진행중,1741,1
E00105000017,춘천 소양로3가 복합시설 신축공사,57400.00,28.41,0.00,20190304,20190903,80300.00,진행중,1264,1
E00106000021,서울시 광진구 화양동 오피스텔 신축공사,35000.00,24.46,0.00,20190704,20200423,77880.00,진행중,0,1
E00118000006,대구시 중구 태평로1가 주상복합 신축공사,54100.00,23.70,0.00,20200618,20200922,113300.00,진행중,2776,1
E00106000022,여주 천송동 주상복합 신축공사,27600.00,24.50,0.00,20180604,20181116,82500.00,진행중,1681,1
E00131000018,"광교 13-4-2,3BL 지식산업센터 개발사업",100000.00,27.58,0.00,20200721,20210122,85250.00,진행중,5648,1
E00102000063,고양 삼송지구 업무시설 신축공사,43700.00,29.10,0.00,20191112,20200330,121000.00,진행중,2795,1
E00102000065,하남시 관광숙박시설 신축공사,32600.00,28.61,0.00,20200311,20200826,103400.00,진행중,1073,1
E00004000011,경기 북부지역 전기공급시설 전력구공사(동두천~양주),70830.00,52.00,1526.00,20200320,20201012,123420.00,진행중,0,1
E00141000018,논현동 40 도서관 신축공사 / 지하안전영향평가,25200.00,27.81,0.00,20191217,20200701,82500.00,진행중,1211,1
E00060000016,서울시 노원구 중계동 청년주택 신축공사,4469000.00,21.86,0.00,20200824,20201207,160000.00,진행중,8365,1
E00047000040,대구광역시 남구 대명동 주상복합 신축공사,213200.00,23.95,0.00,20200723,20201008,99000.00,진행중,6190,1
E00017000033," 평택 P3 PROJECT 터널공사(배관구, 2.6/4.0)지하안전영향평가서",57500.00,41.20,903.00,20200601,20210108,110000.00,진행중,0,1
E00022000026,성동구 용답동 청년주택 ,120000.00,30.75,0.00,20200629,20201011,40000.00,진행중,5901,1
E00102000068,당진 수청동 1048 근린생활시설 신축공사,42000.00,26.73,0.00,20200805,20210129,99000.00,진행중,1577,1
E00098000010,대전 서구 용문동 주상복합 신축사업 지하안전영향평가,120000.00,27.45,0.00,20200611,20201230,66000.00,진행중,3098,1
E00106000024,대구 내당동 주거복합 신축공사,330000.00,27.52,0.00,20190211,20190430,82500.00,진행중,0,1
E00114000018,김포시 구래동 6871-44(한강신도시 MS-8-1) 근린업무복합시설 신축공사,25000.00,24.00,0.00,20200801,20201005,49500.00,진행중,2037,1
E00233000001,덕산~화명 비상연계 노후관 개량공사 지하안전영향평가용역,10000.00,10.50,78.00,20200514,20210113,186499.00,진행중,0,1
E00010000022,"과천지식정보타운 상업1-2,3BL 복합시설 신축공사",170600.00,25.56,0.00,20200504,20200626,64900.00,진행중,3538,1
E00010000023,"과천지식정보타운 상업3-1,2BL 복합시설 신축공사",166000.00,25.86,0.00,20200504,20200626,57200.00,진행중,3678,1
E00200000028,아산 신인지구 공동주택 신축공사 지하안전영향평가용역,168000.00,25.65,0.00,20200901,20201231,93500.00,진행중,0,1
E10063000007,고덕 국제화계획지구 복합시설 신축공사 지하안전영향평가,15000.00,21.67,0.00,20200819,20210115,70000.00,진행중,1644,1
E00088000015,2020년 화성지사 열수송관공사,1420.00,8.45,25.00,20200302,20201102,102828.00,진행중,4,1
E00163000013,동두천 민간임대아파트 신축공사 지하안전영향평가,110000.00,27.68,0.00,20200706,20201005,81400.00,진행중,25700,1
E00188000005,2020 승강편의시설 설치 지하안전영향평가 대행용역(양재역),2820.00,14.43,0.00,20200317,20200717,121792.00,진행중,80,1
E10085000001,수원시 팔달구 지동 367-7번외 4필지 대규모 지하안전평가 용역 ,10200.00,23.33,0.00,20200824,20210105,44000.00,진행중,501,1
E00102000070,고양 일산 풍동2지구 C1-1BL 복합시설 신축공사,248100.00,28.21,0.00,20200820,20201229,88000.00,진행중,13403,1
E00102000071,고양 일산 풍동2지구 C1-2BL 복합시설 신축공사,197500.00,28.21,0.00,20200820,20201229,77000.00,진행중,8758,1
E00102000072,고양 일산 풍동2지구 C2BL 복합시설 신축공사,235200.00,22.86,0.00,20200820,20201229,88000.00,진행중,13802,1
E00096000021,78태평상가아파트 가로주택정비사업 신축공사,121408.00,25.40,0.00,20200206,20201030,134200.00,진행중,0,1
E00017000035,파주시와동동 1431번지 오피스텔 신축공사지하안전영향평가,56000.00,30.86,0.00,20200203,20201022,44000.00,진행중,2766,1
E10047000004,대쌍령리 (주)삼주물류창고 신축공사,50100.00,22.88,0.00,20200801,20201030,49500.00,진행중,3446,1
E00022000028,"시흥 멀티테크노밸리 F6위락상업용지(3-2,3-4합필) 복합(숙박,근생,위락)시설 신축공사",35000.00,28.65,0.00,20200615,20201103,127600.00,진행중,1842,1
E00097000007,서부정류장역 출입구 개선공사 지하안전영향평가,20500.00,14.00,163.00,20200630,20201220,71801.00,진행중,0,1
E00061000012,야탑동 403 물류센터 신축공사,233580.00,32.68,0.00,20200720,20201015,88000.00,진행중,14192,1
E00228000018,서울시 은평구 대조동 오피스텔 신축공사 지하안전영향평가,29892.50,23.72,0.00,20200702,20201105,67000.00,진행중,1400,1
E00100000002,광주도시철도 2호선 1단계 지하안전영향평가(재협의),1269300.00,23.20,0.00,20200630,20210629,281732.00,진행중,0,1
E00176000008,대구 달서구 본리동 주상복합 신축공사 지하안전영향평가,650000.00,29.22,0.00,20200803,20201231,99000.00,진행중,17270,1
E10001000001,대쌍령리(주)삼주물류창고 신축공사,50100.00,22.88,0.00,20200801,20201030,49500.00,진행중,3446,1
E00038000084,장안동 366-7번지 오피스텔 신축공사 지하안전영향평가,83000.00,31.56,0.00,20201102,20210331,132000.00,진행중,3634,1
E00102000075,주안동 110번지 생활숙박시설 신축공사,85000.00,39.68,0.00,20200526,20210225,91300.00,진행중,0,1
E00232000001,성동구 성수동2가 지식산업센터 신축공사 지하안전영향평가서,78000.00,27.30,0.00,20201023,20210122,165000.00,진행중,1873,1
E00210000012,노원구 상계동 690 공공지원 민간임대주택(역세권청년주택) 신축공사,60000.00,30.27,0.00,20200905,20210205,142450.00,진행중,2397,1
