evalNo,evalNm,maxDigDepth,proStage,no
E00121000046,포항 펜타시티 I 대방 엘리움 A1BL 아파트 건설공사,27.02,진행중,286
E00190000055,검단3구역 도시개발사업 지중화 송전선로 건설공사 사후지하안전영향조사,24.30,진행중,287
E00141000027,서울시 은평구 대조동 2-9번지 일원 청년주택 신축공사에 따른 사후 지하안전영향조사 용역,29.16,진행중,288
E10085000014,잠실대교 남단IC 연결체계 개선공사 사후지하안전영향평가 ,19.19,진행중,289
E00004000027,상봉동 주상복합 신축공사 사후지하안전영향조사,30.40,진행중,290
E00030000033,가산동 345-40 지식산업센터 신축공사,28.05,진행중,291
E00047000100,대구 남구 대명동 주상복합 신축공사,22.91,진행중,292
E00150000021,해운대 우동 비즈니스호텔 개발사업 사후지하안전영향조사,35.06,진행중,293
E00066000109,파주운정 복합시설 신축공사,24.97,진행중,294
E00096000038,구례군 백련리 공동주택 신축공사 사후지하안전영향조사 용역,23.67,진행중,295
E00154000054,수진동 근린생활시설 신축공사,31.00,진행중,296
E00133000064,대구 동인동1가 주상복합신축공사,20.62,진행중,297
E00133000065,"문정동 미래업무용지 3-9,10블럭 지식산업센터 신축공사 사후지하안전영향조사",22.96,진행중,298
E00154000055,"서울시 강남구 역삼동 765-18, 28 신축공사",34.99,진행중,299
E00154000056,역삼동 765-17번지 신축공사,26.86,진행중,300
E00062000035,운서동 3093-6번지 메이폴오피스텔II 신축공사 사후지하안전영향조사,25.56,진행중,301
E00006000019,양산 석산지역주택조합 아파트 사후지하안전영향조사,21.00,진행중,302
E00038000115,장안동 366-7번지 오피스텔 신축공사,31.56,진행중,303
E00044000046,신길동 주상복합 사후지하안전영향조사 용역,28.80,진행중,304
E00190000059,강서구 화곡동 1064번지 오피스텔 신축공사 사후지하안전영향조사,29.38,진행중,305
E10071000004,광주지역 전기공급시설 전력구공사(신광주-일곡 지중화) 사후지하안전영향조사 용역,33.28,진행중,306
E00102000137,태평로3가 221-5 주거복합 신축공사 중 사후지하안전영향조사 용역,21.95,진행중,307
E00102000138,태평로3가 211-1 주거복합 신축공사 중 사후지하안전영향조사 용역,22.16,진행중,308
E10104000011,시흥시 은계지구 업무 2-4블럭 오피스텔 신축공사 사후지하안전영향조사 용역,24.45,진행중,309
E10047000015,대쌍령리 (주)삼주물류창고 신축공사 대규모 사후지하안전영향조사,22.88,진행중,310
E00133000068,영등포구 당산동3가 550번지 지식산업센터 신축공사,31.72,진행중,311
E00055000100,부천지역 전기공급시설 전력구공사(도당S/S 배전인출),29.95,진행중,312
E00009000027,역삼동 AMC사옥 신축공사 중 사후지하안전영향조사 용역,27.67,진행중,313
E00198000033,한남동 W빌딩 신축공사 사후지하안전영향조사 용역 ,31.89,진행중,314
E00247000023,하남감일지구 자족시설용지 4BL 지식산업센터 신축공사 중 사후지하안전영향평가,26.18,진행중,315
E00109000027,여의도동 오피스텔 신축공사,25.96,진행중,316
E00190000061,남양주 다산지금 일반상업 3-1BL 오피스텔 신축공사 사후지하안전영향평가,25.46,진행중,317
E00063000069,e편한세상 금산 센터하임 신축공사 사후지하안전영향조사용역,22.16,진행중,318
E00001000057,마곡 MICE 복합단지 특별계획구역 건설사업 CP2 사후 지하안전영향조사 용역,33.01,진행중,319
E10078000005,유성선병원 신신관(I동) 증축공사 사후지하안전영향조사 용역,25.55,진행중,320
E00011000003,김포우리병원 증축공사 사후지하안전영향 조사,20.61,진행중,321
E00038000117,황학동 한양립스 이노와이즈 신축공사,18.94,진행중,322
E10008000021,신길동 JS496타워 신축공사 사후지하안전영향평가,28.46,진행중,323
E00017000074,위례 신도시 일상7 오피스텔 및 근린생활시설 신축공사,22.83,진행중,324
E00190000066,"송파구 방이동 38-3외2 ""더 엘라소프 잠실"" 업무시설 신축공사",28.48,진행중,325
E00009000028,판교 제2테크노밸리 G3-2BL 착공후지하안전영향조사용역,23.07,진행중,326
E00133000071,수원광교 C6BL 주상복합 신축공사,38.44,진행중,327
E00133000072,남양주시 수동면 운수리 물류센터 신축공사 기술용역,31.88,진행중,328
E00020000026,온천2지구 우수저류시설 설치공사 사후지하안전영향조사 용역,5.00,진행중,329
E00141000028,(주)동해종합기술공사 사옥 신축공사 중 착공 후 지하안전조사,24.00,진행중,330
E00190000067,통영천연가스 발전사업 154KV 송전선로 공사 사후지하안전영향조사,22.00,진행중,331
E10104000014,보타니크 논현 주상복합 신축공사 중 사후지하안전영향평가용역,29.19,진행중,332
E00022000080,역삼동 652번지 PSP Tower2 신축공사 중 사후지하안전영향조사,31.05,진행중,333
E00060000055,"대구시 수성구 만촌동 1039번지 일대 오피스텔 신축공사(지하안전영향평가 재작성, 사후지하안전영향조사)",31.16,진행중,334
E00060000056,성내5구역 주상복합 신축공사,34.76,진행중,335
E00060000057,영등포구 양평동 데이터센터 개발사업,39.63,진행중,336
E00057000045,김포시 고촌읍 신곡리 오피스텔 신축공사,28.70,진행중,337
E00047000105,부산광역시 부산진구 부전동 536-8 신축공사,36.45,진행중,338
E00080000052,논현동 카일룸까사 업무시설 신축공사,23.79,진행중,339
E00080000054,신도림 문화 및 집회시설 신축공사,24.98,진행중,340
E10075000004,평택지역 전기공급시설 전력구공사(희곡분기) 설계용역,46.70,진행중,341
E00005000032,춘천시 후평동 생활형숙박시설 신축공사,29.10,진행중,342
E00198000037,진건지구 상업 3-8-2블럭 신축공사 중 사후 지하안전 영향평가 용역,21.76,진행중,343
E10056000018,용산구 서빙고동 4-3 외 5필지 신축공사,22.21,진행중,344
E10112000004,대구 내당동 주거복합 신축공사 사후지하안전영향평가 용역,25.30,진행중,345
E00121000047,"식사지구 E9-1,2 오피스텔+공동주택 복합빌딩 신축공사",25.56,진행중,346
E00022000082,천호 성내3구역 재개발사업,34.52,진행중,347
E00098000037,대전 유성구 봉명동 446-1번지 외 3필지 생활숙박시설 신축공사,25.30,진행중,348
E00075000021,영광단주 행복주택 건설공사 1공구 사후지하안전영향조사,25.75,진행중,349
E10086000022,남원시 신정동2차 공동주택 신축공사 착공후지하안전조사서,22.30,진행중,350
E00098000038,대전 서구 용문동 주상복합 신축사업 사후지하안전영향평가 용역,27.45,진행중,351
E00017000076,서울시 용산구 문배동 8-5번지 외 6필지 오피스텔 신축공사,33.14,진행중,352
E00063000076,성수동2가 314-11번지외 2필지 업무시설 및 판매시설 신축공사 착공후지하안전조사 용역,25.16,진행중,353
E00030000036,광명동 344번지 근린생활시설 및 오피스텔 복합개발,23.91,진행중,354
E00066000117,"안양시 만안구 안양동 627-1,2,3번지 주상복합 신축공사",27.57,진행중,355
E00066000120,판교 제2테크노벨리 G1-1 부지 업무시설 신축공사,23.33,진행중,356
E00102000140,고양 풍동2지구 도시개발사업지구 內 상업용지 C-1-1BL 신축공사 中 착공 後 지하안전조사 용역,28.21,진행중,357
E00102000141,고양 풍동2지구 (C-1-2BL) 복합시설 신축공사,28.21,진행중,358
E10112000005,광양지역 전력구공사(광양항-율촌) 사후지하안전영향조사용역,30.23,진행중,359
E00102000142,고양 풍동2지구 도시개발사업지구 內 상업용지 C-2BL 신축공사 中 착공 後 지하안전조사 용역,22.86,진행중,360
E00098000039,도마변동11 재정비촉진구역 주택재개발정비사업 착공후지하안전조사,20.53,진행중,361
E00010000051,아산시 배방읍 장재리 1752번지 오피스텔 신축공사,26.54,진행중,362
E00013000023,화정동 964-4 신축공사 착공후지하안전조사,32.58,진행중,363
E00154000057,"서초동 1692-2, 3 00빌딩 신축공사 ""지하안전영향평가(공사 후) 용역""",33.22,진행중,364
E00006000020,덕산~화명 비상연계 노후관개량공사 사후지하안전영향조사 용역,9.40,진행중,365
E00002000036,동안양S/S인출 전력구공사 사후지하안전영향조사용역,17.96,진행중,366
E00060000062,경기도 광주시 송정지구 B1BL 공동주택 신축공사,25.36,진행중,367
E00066000125,인천청라 국제금융단지 핵심업무시설 A동 신축공사,23.30,진행중,368
E00203000089,"화성시 병점복합타운 상업 13-2,3,4 신축공사 착공후지하안전조사",23.46,진행중,369
E00164000033,남산N타워 오피스텔 신축공사 착공후지하안전조사 용역,25.05,진행중,370
E00129000012,부산진구 부암동 공동주택 신축공사 착공후지하안전조사 용역,28.63,진행중,371
E00247000028,삼성동 1-2 오피스텔 신축공사,25.63,진행중,372
E10083000010,부산강서지역 전기공급시설 전력구공사(세산분기) 착공후지하안전조사,70.15,진행중,373
E10083000011,부산 강서지역 전기공급시설 전력구공사(세산분기)외 3개 공사 사후지하안전영향조사용역(양산김해),40.00,진행중,374
E10083000012,부산 강서지역 전기공급시설 전력구공사(세산분기)외 3개 공사 사후지하안전영향조사용역(통영아주),24.36,진행중,375
E10060000004,포항시 학잠동 공동주택 신축공사,45.26,진행중,376
E00086000009,송파구(하남시)하천유지용수 공급개선사업 착공 후 지하안전영향조사 용역,13.40,진행중,377
E00022000086,광주 쌍암동 주상복합 신축공사,33.00,진행중,378
E10091000020,"판교 대장지구 일반상업용지 1-1, 2, 3구역 근린생활시설 신축공사 사후지하안전영향조사",27.38,진행중,379
E10008000023,안산지역 전기공급시설 전력구 공사(북안산E/C 배전인출 2차) 착공후지하안전조사서,28.52,진행중,380
E00095000030,고덕국제화배수지 배수관로 매설공사 사후지하안전영향 조사용역,16.67,진행중,381
E00126000062,하남미사 선우실업 풍산동사옥,22.06,진행중,382
E00022000088,의정부 발곡근린공원 민강공원 특례사업 비공원시설 신축공사,30.45,진행중,383
E00214000003,장흥~광적 국지도 건설공사 사후지하안전영향조사 용역,19.66,진행중,384
E10132000002,과천지식정보타운 지식기반산업용지 1-A-2블럭 신축공사,30.76,진행중,385
E00066000130,용인 모현(왕산)지구 B-2BL 공동주택 신축공사,22.96,진행중,386
E00066000131,용인 모현(왕산)지구 B-3BL 공동주택 신축공사,20.41,진행중,387
E00066000132,과천지식정보타운 2-2블럭 가비아컨소시엄 사옥 신축공사,27.93,진행중,388
E00134000091,김포풍무2지구 업무복합시설 신축공사 착공후지하안전조사용역,25.42,진행중,389
E00038000124,영동대로 지하공간 복합개발사업 착공후지하안전조사,51.53,진행중,390
E00066000134,대구광역시 달서구 본동 743번지 주상복합 신축공사,27.67,진행중,391
E00066000135,서울특별시 용산구 한남동 주거복합 신축공사,41.91,진행중,392
E00032000006,천안 불당동 1481 오피스텔 신축공사 착공후지하안전조사,29.55,진행중,393
E00032000007,천안 불당동 1482 오피스텔 신축공사  착공후지하안전조사,30.35,진행중,394
E00158000003,신촌2 에피소드 개발사업 사후지하안전영향조사 용역,34.55,진행중,395
E00038000125,안산시 고잔동 오피스텔 개발사업 착공후지하안전조사,30.21,진행중,396
E00017000079,인천검단신도시 AA15BL 공동주택 신축공사,26.40,진행중,397
E00017000080,함양~산청 천연가스 공급설비 건설공사 중 임천 세미쉴드 사후지하안전영향조사용역,16.00,진행중,398
E00042000047,김포 고촌 신곡리 헤센 스마트 오피스텔 신축공사 사후지하안전영향조사 용역,37.77,진행중,399
E00027000040,평택고덕신도시 11-2-3BL 복합시설 신축공사 사후지하안전영향조사,22.34,진행중,400
E00164000037,당산동 생각공장 개발사업 신축공사,22.17,진행중,401
E00190000073,정촌 S/S 배전인출 전력구 외 2개 공사 착공후지하안전조사,20.33,진행중,402
E10109000004,성수이로 62 업무복합시설 신축공사 착공후 지하안전조사용역,31.60,진행중,403
E00027000041,하남시 신장동 복합빌딩 신축공사 착공후지하안전조사,21.99,진행중,404
E00097000018,죽전역 서편 출입구 건설공사 사후지하안전영향조사 용역,14.56,진행중,405
E00043000047,서초구 1362-27번지 오피스텔 신축공사,36.22,진행중,406
E00133000078,용인 죽전동 퍼시픽써니 방송통신시설 데이터센터(지식산업센터)신축공사,40.91,진행중,407
E00024000027,부산문현혁신도시 복합개발사업 3단계 착공후 지하안전조사 용역,30.16,진행중,408
E10012000008,화성지역 전기공급시설 전력구 공사(중동탄 분기),33.31,진행중,409
E00214000004,강남 도루코 신사옥 신축공사 착공후 지하안전영향평가,28.29,진행중,410
E00134000093,서해안 우회도로 건설공사 착공후지하안전조사,12.55,진행중,411
E00023000076,"화성 병점복합타운 일반산업 S3 상 6-1, 6-2BL 상가 및 생활형숙박시설",23.87,진행중,412
E00184000025,부산진구 양정동 주상복합 신축공사,21.46,진행중,413
E00102000150,서초구 방배동 오피스텔 신축공사 중 착공 후 지하안전조사 용역,23.35,진행중,414
E00232000008,성동구 성수동2가 지식산업센터 신축공사,27.20,진행중,415
E00109000033,아산 배방 장재리 1720 오피스텔 신축공사 착공후지하안전조사,26.06,진행중,416
E00004000030,아산배방지구 11BL 개발사업 신축공사 착공후 지하안전조사 용역,29.60,진행중,417
E00047000109,고양 덕은 도시개발구역 업무4BL 업무시설 신축공사,23.86,진행중,418
E00114000030,불광동 302-13 청년주택 신축공사에 따른  착공후지하안전조사,24.80,진행중,419
E00002000037,수원-화성지역 전기공급시설 전력구공사(호매실-남수원)착공후 지하안전조사용역,60.20,진행중,420
E00133000079,논현동 106주상복합 신축공사,31.32,진행중,421
E00047000111,태봉공원내 공동주택 신축공사,24.22,진행중,422
E00031000053,대구광역시 달서구 감삼동 553번지 일원 주거복합 신축사업,27.15,진행중,423
E00038000126,2020년 역삼문화공원 지하주차장 건설 사후 지하안전영향평가 용역,22.80,진행중,424
E00176000021,대구 달서구 본리동 주상복합 신축공사 중 착공후 지하안전조사서,29.22,진행중,425
E10075000009,대구광역시 만촌역 지하연결통로 및 출입구 설치공사 사후지하안전영향평가,13.68,진행중,426
E00165000014,용인 반도체 클러스터 일반산업단지 산업단지외 준용사업(전기공급시설) 착공후지하안전조사,45.00,진행중,427
E00062000041,인천 서구 검단지구 C5-1-3(시공),24.57,진행중,428
E00163000027,고덕강일 공공주택지구 자족기능시설용지 5-8BL 신축공사,23.17,진행중,429
E00080000061,동대문구 신설동 98-18  신축공사,25.10,진행중,430
E00022000090,충남 아산시 모종동 주거복합 신축공사,21.63,진행중,431
E00027000043,양산시 어곡동 물류센터 신축공사 사후지하안전영향조사,28.30,진행중,432
E00096000045,인천 청라지구 C17-1-1BL 신축공사 착공후지하안전조사,25.45,진행중,433
E00061000023,과천 지식정보타운 5-1BL 지식산업센터 신축공사 착공후지하안전조사,22.75,진행중,434
E00117000016,역삼동 업무시설 공사중  사후지하안전영향평가 용역,31.96,진행중,435
E00102000154,판교 제2테크노밸리 GMP 공장 신축공사 관련 착공후지하안전조사 용역,25.10,진행중,436
E00030000039,답십리동 493-1 외 2필지 오피스텔 신축공사,29.58,진행중,437
E00199000007,진주 장재공원 민간특례사업 비공원시설 착공후지하안전조사 용역,29.51,진행중,438
E00228000043,강남구 역삼동 824-22번지 업무시설 신축공사 착공후 지하안전조사,29.10,진행중,439
E10116000003,평택 국제화계획지구 중상11BL 생활형숙박시설 신축공사,27.28,진행중,440
E00097000020,대구 도시철도 1호선 하양연장건설 사후지하안전영향평가,17.59,진행중,441
E10092000005,인천광역시 미추홀구 도화동 377-1외5 주상복합 신축공사 사후지하안전영향조사,21.19,진행중,442
E10004000009,부산도시철도 8차 시설개량공사 사후지하안전영향조사 용역,13.28,진행중,443
E10115000009,화성시 오산동 977-2번지 오피스텔 신축공사 착공후지하안전조사서,29.47,진행중,444
E00106000049,광영 스너그시티 영종 오피스텔 신축공사 사후지하안전영향조사,33.38,진행중,445
E00055000110,양양군 숙박시설 신축공사(동산리 84-3번지),22.25,진행중,446
E00075000022,숭인지하차도 및 연결도로 개설공사 착공후지하안전조사,14.30,진행중,447
E00022000095,고덕비즈밸리 알서포트 사옥 신축공사 중 착공후지하안전조사,25.45,진행중,448
E00096000047,마포구 노고산동 107-46번지 일대 주상복합 신축공사,32.66,진행중,449
E10099000012,경주 명계3일반산업단지 폐기물처리시설 조성사업 착공후지하안전조사 용역,56.25,진행중,450
E00176000023,양원지구 주거복합 신축공사 중 사후지하안전영향조사 용역,24.27,진행중,451
E10085000019,고양시 삼송지구(동산동 379) 00 지식산업센터 착공후 지하안전조사,27.41,진행중,452
E00248000022,신길동 주상복합 개발사업 사후지하안전조사 용역,23.44,진행중,453
E00096000048,도봉구 창동 662-7번지 주상복합 신축공사,27.13,진행중,454
E00223000015,지하철 승강편의시설 토목건축공사(3-4공구) 사후지하안전영향조사 용역,10.89,진행중,455
E00223000016,154kV 강서변전소 토건공사 착공후지하안전조사,21.87,진행중,456
E00198000042,고덕강일 공공주택지구 4-2블럭 신축공사 중 사후 지하안전 영향평가 용역,23.52,진행중,457
E00062000042,남동구 논현동 677-5 젠트라움 신축공사 착공후지하안전조사,21.96,진행중,458
E00243000069,부산 해운대구 중동 생활숙박시설 신축공사 착공후지하안전조사,24.89,진행중,459
E00055000111,중랑구 상봉동 109-28 역세권 청년주택 신축공사 중 사후지하안전영향조사 용역,29.42,진행중,460
E10104000023,강원도 속초시 조양동 1379-5외2필지 착공후지하안전조사용역,26.21,진행중,461
E00010000054,판교 제2테크노밸리 G3-1 BL 신축공사 착공후지하안전조사,23.28,진행중,462
E10092000006,용인시 백봉리 물류창고 증축공사 착공후지하안전조사 용역 (용인시 처인구 백암면 백봉리 1382-11번지 일원),20.00,진행중,463
E00056000022,경기도 평택시 장당동 3블럭 신축공사 착공후지하안전조사,30.68,진행중,464
E00084000026,이천 부악근린공원 민간공원 조성사업 내 공동주택 신축공사,25.41,진행중,465
E00021000028,남양주 다산진건 상업 1-2BL 오피스텔 개발사업,27.71,진행중,466
E00164000039,이카운트사옥 신축공사 착공후지하안전조사 용역,25.74,진행중,467
E00051000002,광주 서구 치평동 1230 오피스텔 신축공사 사후지하안전영향조사,23.50,진행중,468
E00226000025,e편한세상 동대구역 센텀스퀘어 신축공사,22.25,진행중,469
E10126000001,광주광역시 금남로3가 한신더휴 주상복합 신축공사,37.95,진행중,470
E00022000097,에이치케이이노엔 R&D센터 신축공사,25.83,진행중,471
E00143000047,용산구 원효로 3가 277-1번지 신축공사 중 착공후지하안전조사(사후지하안전평가)용역,23.96,진행중,472
E10003000014,"동탄~인덕원 제1공구 및 월곶~판교 제8공구, 동탄~인덕원 제9공구 착공후지하안전조사 용역",51.97,진행중,473
E00015000011,제주지역 전기공급시설 전력구공사 사후 지하안전 영향조사용역,32.90,진행중,474
E00004000033,GTX-A 운정역 환승센터(지하차도) 착공후지하안전조사,13.10,진행중,475
E00102000160,서울시 금천구 가산동 345-48번지 가산동 데이터센터 신축공사,34.23,진행중,476
E00102000161,구로병원 외래관 신축사업 사후지하안전영향조사 용역,29.32,진행중,477
E00024000032,"판교 제2테크노밸리 특별3구역 G2-1, 2BL 신축공사 착공후지하안전조사서",28.11,진행중,478
E10003000015,"동탄~인덕원 제1공구 및 월곶~판교 제8공구, 동탄~인덕원 제9공구 착공후지하안전조사 용역",46.00,진행중,479
E00134000107,강원도 춘천 학곡지구 A1-1BL 공동주택 신축공사 착공후지하안전조사,24.70,진행중,480
E00044000052,2021년 강서지사 인입통신구 지장이전공사 사후지하안전영향평가용역,27.61,진행중,481
E00024000033,성수동2가 278-34 지식산업센터 신축공사 착공후 지하안전조사,24.06,진행중,482
E00001000062,"청담동 50-1, 50-2오피스텔 신축공사 착공후 지하안전조사",27.40,진행중,483
E00134000108,영종도 해저송수관로 건설공사 착공후지하안전조사,62.20,진행중,484
E00030000040,영등포구 양평동2가 지식산업센터 신축공사,24.06,진행중,485
E00023000082,울산광역시 남구 신정6지구 주상복합 신축공사 착공후지하안전조사,29.25,진행중,486
E00001000063,신반포21차아파트 주택재건축정비사업 착공 후 지하안전조사,26.56,진행중,487
E00134000109,인천광역시 계양구 작전동 899-3 오피스텔 신축공사 중 착공후지하안전조사,25.20,진행중,488
E10128000011,진천 은암리 물류센터 착공 후 지하안전조사 용역,23.36,진행중,489
E00102000164,고양 식사2지구 오피스텔 신축공사 中 착공 후 지하안전조사 용역,26.65,진행중,490
E00133000085,동대문구 전농동 오피스텔(B블럭) 신축공사,25.61,진행중,491
E00218000041,창원대상공원 비공원시설 공동주택 신축공사 ,26.10,진행중,492
E00134000112,하남 감일지구 상업1-1BL개발사업 착공후 지하안전조사용역,22.88,진행중,493
E10086000035,"서초구 서초동 1595-3,4,6번지 업무시설 신축공사 착공후지하안전조사",28.84,진행중,494
E00133000087,경기도 시흥시 조남동 655 오피스텔 신축공사,23.53,진행중,495
E00063000090,강릉교동공동주택신축공사  착공후지하안전조사용역,27.41,진행중,496
E00063000091,청주 매봉근린공원 공동주택 신축공사 착공후지하안전조사용역,23.75,진행중,497
E00248000024,오산 세마역 오피스텔 신축공사 착공후지하안전조사,30.96,진행중,498
E00005000035,고령 월성산업단지 폐기물매립장 조성사업 착공후지하안전조사용역,71.50,진행중,499
E00022000101,구의동 246-10 역세권 청년주택 신축공사,26.96,진행중,500
E10112000008,대구광역시 수성구 범어동 주거복합 신축공사,28.92,진행중,501
E10132000005,논현동 62-2번지 신축공사 착공후지하안전조사,31.36,진행중,502
E00249000011,대구도시철도1호선 서부정류장역 출입구 개선공사 착공후지하안전조사,14.00,진행중,503
E10003000016,진천지역 전력구공사( 문백S/S배전인출) 착공후지하안전조사 용역,22.50,진행중,504
E10091000027,수원 인계동 오피스텔 신축사업 중 지하안전평가 협의내용 반영 및 착공후지하안전조사 용역,24.27,진행중,505
E10003000017,경부고속도로 하부 횡단공사 착공후지하안전조사 용역,15.74,진행중,506
E10128000014,가락동 112-4번지 OO빌딩 신축공사 ,31.16,진행중,507
E10109000006,마포구 서교동 354-1외 2필지 복합시설 신축공사,36.30,진행중,508
E00055000115,마곡지구 CP4 개발사업,39.70,진행중,509
E00102000169,인천시 부평구 부평동 738-43번지 외1필지 개발,27.70,진행중,510
E10128000015,역삼동 705-22번지 OO빌딩 신축공사 ,33.96,진행중,511
E00063000093,관악 신림동 역세권 청년주택 신축공사 착공후지하안전조사용역,27.01,진행중,512
E00190000081,과천지식정보타운 상업1-1BL 신축공사 착공후지하안전조사,30.96,진행중,513
E00099000040,강북구 삼양사거리 특별계획구역III 주거복합 신축공사 착공후지하안전조사,24.45,진행중,514
E00139000046,대구 수성지역 전기공급시설 전력구공사 외 1건 사후지하안전영향조사 용역,13.00,진행중,515
E10086000038,검단지구 주수송관 건설공사(김포지역)2공구 ,14.02,진행중,516
E00063000094,안성시 서운면 물류센터 신축공사 착공후지하안전조사,24.22,진행중,517
E00039000035,케이스퀘어 데이터센터 개발사업 착공후지하안전조사 용역,28.36,진행중,518
E00098000053,부강~월산 지중화 착공후지하안전조사 용역,58.00,진행중,519
E00133000090,동대문구 전농동 오피스텔(A블럭) 신축공사,26.60,진행중,520
E00022000104,서울시 중구 초동 107-12외 2필지 업무시설 개발사업  중 착공후 지하안전조사 용역,27.33,진행중,521
E00022000105,양양군 강현면 생활형숙박시설(전진리 7-3번지일원)신축공사,33.30,진행중,522
E10086000039,서울시 강남구 역삼동 721-30 신축공사,24.52,진행중,523
E10115000012,음성군 내산리 461 물류센터 신축공사,21.48,진행중,524
E00062000046,오산-평택 등 5개T/L 지중화공사,44.68,진행중,525
E00066000164,대전광역시 중구 선화동 주상복합 신축공사,23.68,진행중,526
E00023000084,성내동 199-23번지 의료시설 신축공사,23.88,진행중,527
E00203000104,성남시 상적동 190-65번지 신축공사,23.25,진행중,528
E00017000087,금천구 독산동역세권 청년주택신축공사,30.60,진행중,529
E00150000029,여수 학동 74번지 일원 주상복합 신축공사 착공후지하안전조사,20.90,진행중,530
E00134000115,인천 송도2공원 비공원시설 조성,24.11,진행중,531
E00056000024,대구 북구지역 전기공급시설 전력구공사 착공후지하안전조사,19.50,진행중,532
E00017000088,대구 본동888-2번지 주상복합신축공사 착공후지하안전조사,20.30,진행중,533
E00001000065,"청담동 48, 48-1 오피스텔 신축공사 착공후지하안전조사",32.53,진행중,534
E00130000022,호남고속철도 2단계(고막원~목포) 건설사업 착공후지하안전조사용역,91.74,진행중,535
E00001000066,마곡 MICE 복합단지 특별계획구역 건설사업 CP3-2 사후 지하안전영향조사 용역,30.79,진행중,536
E00134000116,광주광역시 북구 동림동 289-1번지 신축공사 중 사후 지하안전영향조사,20.20,진행중,537
E00043000054,아현동 275-2외 8필지 주상복합 건립공사 사후 지하안전영향조사,30.76,진행중,538
E00109000039,하남 감일지구 상업 C1-3블럭 복합시설 신축공사 착공후지하안전조사,25.70,진행중,539
E00001000068,중구 남산동2가 6-1번지 근린생활시설 신축공사 착공후지하안전조사,23.30,진행중,540
E00047000134,"마포로 1구역 제28,29지구 도시정비형 재개발사업",40.86,진행중,541
E10013000013,고양시 덕양구 주교동 613 오피스텔 신축공사 착공후지하안전조사 용역,22.56,진행중,542
E10056000022,포항 남구지역 전기공급시설 전력구공사 (남포항분기),21.82,진행중,543
E00190000083,대전 서구 탄방동 오피스텔 개발사업 착공후지하안전조사,33.24,진행중,544
E10123000001,사상역 광역환승센터 건설사업 착공후지하안전조사용역,10.93,진행중,545
E10115000015,과천지식정보타운 4-5BL 지에프R&D 과천사옥 신축공사 착공후 지하안전조사용역,25.01,진행중,546
E00131000079,고양시 향동동 468번지 신축공사 착공 후 지하안전조사용역,23.29,진행중,547
E00022000109,부산광역시 부암동 오피스텔 신축공사,26.64,진행중,548
E10006000035,상남동 생활형 숙박시설 착공후지하안전조사,26.30,진행중,549
E00126000071,의왕시 포일동 506-1번지 복합시설 신축공사,25.99,진행중,550
E00086000010,순화1-2지구 도시정비형 재개발사업 동화약품 사옥 신축공사 착공후 지하안전조사 용역,24.36,진행중,551
E00086000011,노원구 상계동 690 공공지원 민간임대주택(역세권청년주택) 신축공사 착공후 지하안전조사 용역,24.93,진행중,552
E00248000026,과천지식정보타운 지식기반산업용지 11-2BL 업무시설 신축공사 착공후 지하안전조사,27.43,진행중,553
E00224000026,대구 중구 남산동 주상복합시설 신축공사 착공후 지하안전조사 용역,25.73,진행중,554
E00055000120,성동구 용답동 청년주택 ,30.75,진행중,555
E10126000002,광주지역 전력공급시설 전력구공사(수완-하남),22.50,진행중,556
E10097000052,시흥시 월곶동 오피스텔 신축공사 착공후지하안전조사,36.01,진행중,557
E10056000023,경산-수성 전기공급시설 전력구공사(자인-시지),23.00,진행중,558
E10006000037,사천 예수리 사후지하안전영향조사,29.88,진행중,559
E00134000121,천안시 서북구 입장면 용정리 물류창고 신축공사 착공후지하안전조사,30.70,진행중,560
E00065000056,광동제약 과천 신사옥 신축공사 착공후 지하안전조사 용역,28.63,진행중,561
E00150000031,해운대 우동 544-6외 2필지 생활형숙박시설 신축공사 착공후지하안전조사 용역,42.91,진행중,562
E00055000121,안양시 만안구 안양동 생활숙박시설 신축공사,29.63,진행중,563
E00060000074,과천시 별양동 1-21번지 복합시설 신축공사,35.97,진행중,564
E00218000047,울산광역시 남구 신정동 1133-14번지 일원 주상복합 신축공사,22.75,진행중,565
E00001000071,강남구 청담동 53-5번지 신축공사,35.25,진행중,566
E00141000041,동대문구 용두 1-3지구 주상복합 신축공사,28.65,진행중,567
E00176000024,대구광역시 동구 신천동 311-4 주거복합 신축공사 중 착공후 지하안전조사서,25.87,진행중,568
E00163000033,대구시 중구 사일동(15-1일원) 주상복합 신축공사 착공후지하안전조사,27.00,진행중,569
E00163000034,서서울2-봉담 전력구공사 사후지하안전영향조사용역,28.45,진행중,570
E10122000004,154kV 거제변전소 인출T/L 지장송전선로 지중화이설공사,23.69,진행중,571
E00063000099,청담동1번지 복합시설 신축공사 착공후지하안전조사용역,28.45,진행중,572
E00219000004,정부과천청사역 승강설비 설치공사 착공후지하안전조사,16.96,진행중,573
E00022000111,당산동6가 주상복합시설 신축공사,35.98,진행중,574
E00022000113,"공평구역 15,16지구 도시정비형 재개발 사업",37.86,진행중,575
E00004000035,서울 강서지역 전기공급시설 전력구공사(강서S/S인출) 착공후지하안전조사,14.64,진행중,576
E00143000053,안양시 동안구 관양동 1505-15 외 1필지 신축공사 착공후지하안전조사 용역,23.79,진행중,577
E10137000002,서초동 1593-13 오피스텔  신축공사 착공후지하안전조사,40.13,진행중,578
