saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20211210,과천지식정보타운 지식기반산업용지 7블럭 신축공사,건축물의 건축,F03979,프리즘스퀘어피에프브이(주),13840,경기도 과천시 과천대로 121 (갈현동),20200401,20220630,232900.00,25.22,0.00,0.00,,제출완료,1
20211211,미아3 재정비촉진구역 주택재개발정비사업,건축물의 건축,F03977,미아3재정비촉진구역,01208,"서울특별시 강북구 삼양로20길 31-3, 439번지 일대 (미아동)",20221003,20250630,460000.00,27.76,0.00,0.00,,제출완료,1
20211212,정화예술대학교 대학로 캠퍼스 신축공사,건축물의 건축,F03450,정화예술대학교 ,03088,서울특별시 종로구 동숭동 187-3,20211001,20221230,7300.00,18.64,0.00,0.00,,제출완료,1
20211213,장림동 333-1번지 333-8번지 공동주택 및 오피스텔신축공사,건축물의 건축,F03253,(주)동일,49482,"부산광역시 사하구 장림번영로 56, 333-1 (장림동)",20211001,20250301,140000.00,18.00,0.00,0.00,,제출완료,1
20211214,부산광역시 부산진구 부전동 드림아파트 신축공사,도시개발,F03634,(주)지원홀딩스,47253,부산광역시 부산진구 부전로 146 (부전동),20210930,20240330,12200.00,19.50,0.00,0.00,,제출완료,1
20211215,(재협의)부산 감천 우방아이유쉘 신축공사,건축물의 건축,F02042,(주)티케이케미칼,49361,부산광역시 사하구 감천로21번길 25 (감천동),20220103,20250102,142000.00,17.40,0.00,0.00,(주)티케이케미칼,제출완료,1
20211216,서귀포 제주혁신도시 클4-7 지식산업센터 신축사업,건축물의 건축,F03956,유한회사 도욱,63568,제주특별자치도 서귀포시 서호북로 (서호동 1613-6) (서호동),20211101,20231101,50000.00,13.55,0.00,0.00,,제출완료,1
20211217,고잔동 726번지 외 3필지 물류창고 신축공사,건축물의 건축,F03878,주식회사우람,21693,인천광역시 남동구 고잔동 726번지,20220601,20241130,253100.00,11.30,0.00,0.00,,제출완료,1
20211218,속초시 영랑동 148-38일원 숙박시설 신축공사,건축물의 건축,F03983,주식회사미르플래닝,24808,강원도 속초시 중앙로 318 (영랑동),20220301,20250430,100000.00,17.84,0.00,0.00,,제출완료,1
20211219,순화1-2지구 도시정비형 재개발사업 동화약품 사옥 신축공사,건축물의 건축,F02329,동화약품(주),04516,"서울특별시 중구 서소문로9길 14, 일원 (순화동)",20220401,20230831,40600.00,24.36,0.00,0.00,,제출완료,1
20211220,안성시 서운면 물류센터 신축공사,건축물의 건축,F03984,마스턴제113호로지스포인트서운피에프브이 주식회사,17608,"경기도 안성시 서운면 서미로 109-35, 477-7",20211201,20230531,120000.00,24.22,0.00,0.00,,제출완료,1
20211221,"고덕면[고덕국제화지구] 근상13 C3-1블럭 2-4,5롯트 신축공사",건축물의 건축,F03976,(주)해솔디엔씨,18015,경기도 평택시 고덕면 좌교리 176-3 외,20220103,20230331,20000.00,16.24,0.00,0.00,,제출완료,1
20211222,광양시 마흘지구 공동주택 신축공사,건축물의 건축,F03981,주식회사 한국자산개발,57774,전라남도 광양시 중마로 365-5 (마동),20220103,20241031,331000.00,34.91,0.00,0.00,,제출완료,1
20211223,삼성동 오피스텔 신축공사,건축물의 건축,F03968,아벨수강건설주식회사,06160,"서울특별시 강남구 선릉로100길 54, 삼성동 142-17 (삼성동)",20211201,20230228,3590.00,16.60,0.00,0.00,,제출완료,1
20211224,대구광역시 동구 신천동 주거복합 신축공사,건축물의 건축,F03893,(주)지앤디글로벌,41260,대구광역시 동구 신천동 115-5번지 일원,20211101,20250331,185300.00,30.23,0.00,0.00,,제출완료,1
20211225,부천 송내동 595 가로주택정비사업,건축물의 건축,F03988,삼익아파트3동가로주택정비사업조합,14736,"경기도 부천시 심곡로14번길 45 (송내동, 삼익아파트)",20220701,20220801,27800.00,11.53,0.00,0.00,,제출완료,1
20211226,화도읍 묵현리 296-3 주상복합 신축공사,건축물의 건축,F03990,박창용외1,12168,"경기도 남양주시 화도읍 묵현로 11-33, 경기도 남양주시 화도읍 묵현리 296-3번지",20211201,20230901,23700.00,14.68,0.00,0.00,,제출완료,1
20211227,엘리바덴 아파텔 신축공사,건축물의 건축,F03810,주식회사 금홍,42814,대구광역시 달서구서로 8-6 (상인동),20220502,20251231,294000.00,18.06,0.00,0.00,,제출완료,1
20211228,평창읍하리 공동주택사업,건축물의 건축,F03992,(주)평창개발에스피씨,25374,"강원도 평창군 평창읍 군청길 21, 1",20210930,20240530,58000.00,19.00,0.00,0.00,(주)평창개발에스피씨,제출완료,1
20211229,이천시 모가면 신갈리 물류창고 신축설계,건축물의 건축,F03957,(주)힌트21,17406,경기도 이천시 모가면 사실로995번길 28,20220301,20230831,50000.00,23.64,0.00,0.00,,제출완료,1
20211230,"하남미사 자족 1-1, 2블럭 지식산업센터 신축공사",도시개발,F03362,한국자산신탁(주),12902,"경기도 하남시 미사강변한강로 155, 경기도 하남시 망월동 355-5 일원 (망월동)",20181001,20190619,350000.00,22.35,0.00,0.00,,제출완료,1
20211231,대구시 동구 신천동 318-2 주거복합 신축공사,건축물의 건축,F03993,주식회사 유,41251,대구광역시 동구 동부로26길 56 (신천동),20220322,20250730,300000.00,22.30,0.00,0.00,,제출완료,1
20211232,서울 양천구 신정동 919-6 사회복지관 건립공사,건축물의 건축,F03876,양천구청,07940,서울특별시 양천구 신정중앙로 36 (신정동),20180514,20180811,1.00,16.42,0.00,0.00,,제출완료,1
20211233,해운대구 우동 891-3 제네시스 부산 신축공사,건축물의 건축,F03903,현대자동차,48088,부산광역시 해운대구 해운대로 571 (우동),20220103,20240628,50000.00,19.85,0.00,0.00,,사업 등록 완료,1
20211234,대륭 포스트타워 8차 신축공사,건축물의 건축,F04004,대륭종합건설(주),08389,서울특별시 구로구 디지털로26길 29 (구로동),20211101,20240331,79000.00,17.66,0.00,0.00,대륭종합건설(주),제출완료,1
20211235,평택 모산영신지구 오피스텔 신축공사,도시개발,F04000,(주)제이제이홀딩스,18029,경기도 평택시 동삭동 386-25번지 일원,20211201,20240731,240000.00,19.91,0.00,0.00,,제출완료,1
20211236,충무로2가 오피스텔 및 근린생활시설,건축물의 건축,F03989,에스엘홀딩스(주),04553,"서울특별시 중구 삼일대로4길 9, 50-6번지 외 4필지 (충무로2가)",20220301,20240301,25000.00,17.32,0.00,0.00,,제출완료,1
20211237,용인 처인구 남사읍 북리 물류창고 개발사업,건축물의 건축,F03982,베어에셋 유한회사,17118,"경기도 용인시 처인구 남사읍 형제로45번길 33, 20-3필지",20220301,20231031,60000.00,11.07,0.00,0.00,,제출완료,1
20211238,서초동 KID연구원 신축공사 소규모지하안전영향평가,건축물의 건축,F03994,(재)한국산업개발연구원,06711,서울특별시 서초구 남부순환로319길 13 (서초동),20211115,20221115,9500.00,18.76,0.00,0.00,(재)한국산업개발연구원,제출완료,1
20211241,영등포구 대림동 986-4번지외 역세권 청년주택 개발사업,건축물의 건축,F04002,2030청년주택(주),07442,서울특별시 영등포구 시흥대로 641 (대림동),20220101,20240930,158000.00,29.22,0.00,0.00,,제출완료,1
20211242,제주시 연동 272-4번지 신축공사 지하안전영향평가 용역,건축물의 건축,F04009,(주)디도무스,63124,제주특별자치도 제주시 연동7길 4 (연동),20211201,20231231,15700.00,17.70,0.00,0.00,(주)디도무스,제출완료,1
20211243,호남고속철도2단계(고막원~목포) 건설사업,철도(도시철도)건설,F02467,국가철도공단,58533,전라남도 무안군 망운면 공항로 970-260,20210608,20211130,793100.00,91.74,9830.00,0.00,,제출완료,1
20211244,청주 북이산업단지 조성사업 통로암거 설치공사,건축물의 건축,F04008,충북개발공사,28136,충청북도 청주시 청원구 북이면 대길리 일원(장재리 434-1),20220901,20230901,6000.00,9.13,30.00,0.00,,제출완료,1
20211245,안산사동 I-3블럭 지식산업센터 신축공사,도시개발,F03943,안산사동90블록피에프브이주식회사,15596,"경기도 안산시 상록구 해양4로 31 (사동, 그랑시티자이)",20211201,20240831,170000.00,18.44,0.00,0.00,,제출완료,1
20211246,구로구 개봉동 199-4 일원 역세권 공공임대주택 신축공사,건축물의 건축,F03604,림괄지역주택조합,08328,"서울특별시 구로구 남부순환로97길 30, 199-4번지 일원 (개봉동, 임괄아파트)",20220201,20240229,126000.00,19.36,0.00,0.00,,제출완료,1
20211247,지산배수지 건설공사,수자원개발,F02643,광주광역시 도시철도건설본부,61447, 광주광역시 동구 지산동 114 (지산동) 일원,20210420,20241220,26964.00,11.52,0.00,0.00,,제출완료,1
20211249,울산시 남구 야음동 828-9번지 일원 주상복합 신축공사,건축물의 건축,F04001,디에스앤디주식회사,44752,"울산광역시 남구 수암로224번길 23, 일원 (야음동)",20220201,20250901,80000.00,18.55,0.00,0.00,,제출완료,1
20211250,"양주 회천지구 E2-1-2,3BL 주거복합 신축공사",건축물의 건축,F04010,썸매니지먼트 주식회사,11444,경기도 양주시 덕계동 829일대,20220201,20250831,210845.00,19.84,0.00,0.00,,제출완료,1
20211251,남양주시 다산동 6054-1 근린생활시설 신축공사,건축물의 건축,F04011,삼성프라임,12285,경기도 남양주시 다산동 6054-1번지,20220201,20230430,6300.00,13.86,0.00,0.00,,제출완료,1
20211252,기흥IC 물류시설 건설공사,건축물의 건축,F04015,주식회사 미트박스아워냉장,17102,"경기도 용인시 기흥구 동탄기흥로 758, 고매동 532-8 일원 (고매동)",20220131,20230630,38600.00,13.29,0.00,0.00,,제출완료,1
20211253,인천 논현동 근린생활시설 및 업무시설 신축공사,도시개발,F03132,문창미,21674,인천광역시 남동구 논현동 751-2 (논현동),20211001,20230930,90000.00,13.45,0.00,0.00,,제출완료,1
20211254,부천시 원종동 욱일6차아파트 소규모 재건축사업,건축물의 건축,F03996,욱일6차아파트소규모재건축사업조합,14412,"경기도 부천시 소사로 838-15 (원종동, 욱일아파트)",20220701,20241231,29500.00,10.12,0.00,0.00,,제출완료,1
20211255,삼척시 정상동 351일대 공동주택 신축공사,건축물의 건축,F00611,삼척관광호텔(주),25925,"강원도 삼척시 동해대로 4098, (정상동 351 일대)",20190601,20220331,150000.00,25.00,0.00,0.00,,제출완료,1
20211256,양평동1가 218 지식산업센터 신축공사,건축물의 건축,F03985,백현주택주식회사,07272,서울특별시 영등포구 선유서로30길 30(양평동1가 218번지),20220201,20240531,100000.00,19.70,0.00,0.00,,제출완료,1
20211258,둔곡지구 근린생활시설 및 오피스텔 신축공사,도시개발,F04017,(주)수영로지콘,34002,"대전광역시 유성구 과학누리2길 6, 구룡동 354 (구룡동)",20220131,20230525,15000.00,16.20,0.00,0.00,(주)수영로지콘,제출완료,1
20211259,(재협의)수원 고색2지구 C1블록내 오피스텔 복합시설 신축공사 소규모 지하안전영향평가,건축물의 건축,F03570,(주)보원,16623,"경기도 수원시 권선구 권선로 226, 고색동 894-27 (고색동)",20211201,20240831,204100.00,16.36,0.00,0.00,,제출완료,1
20211260,신촌지역 마포4 도시정비형 재개발구역 4-15지구 주상복합 신축공사,건축물의 건축,F00159,케이비부동산신탁(주),04109,"서울특별시 마포구 백범로4길 5, 107-46번지 일대 (노고산동)",20210801,20240731,83100.00,31.66,0.00,0.00,,제출완료,1
20211261,(재협의)노곡 강변타운 신축공사,건축물의 건축,F03378,임산하우징,41482,대구광역시 북구 부엉길 27 (노곡동),20210901,20240831,199200.00,22.64,0.00,0.00,,제출완료,1
20211262,동작구 사당동 부모사랑라이프 사옥 신축공사,건축물의 건축,F04014,부모사랑주식회사,07013,"서울특별시 동작구 사당로 308, 147-8번지 외 4필지 (사당동)",20210820,20230731,4000.00,17.72,0.00,0.00,,제출완료,1
20211263,은평뉴타운 10-2BL 복합시설 개발사업,건축물의 건축,F03897,은평복합개발,03306,"서울특별시 은평구 통일로 1050, 진관동 85-7 (진관동)",20220101,20240930,122000.00,19.75,0.00,0.00,,제출완료,1
20211264,동작구 상도동 장승배기 공공임대 아파트 신축공사,도시개발,F03763,상도스타리움지역주택조합,06958,"서울특별시 동작구 장승배기로9다길 11, 182-13 일원 (상도동)",20221001,20260831,1199.00,26.00,0.00,0.00,,제출완료,1
20211265,"월곶~판교 복선전철 제1,6공구 건설공사",철도(도시철도)건설,F04019,국가철도공단,15006,경기도 시흥시 월곶동 일원,20211001,20250630,3860000.00,48.88,5076.00,0.00,,제출완료,1
20211266,인천 부평동 아파트 및 오피스텔&amp;근린생활시설 신축공사,건축물의 건축,F04639,주식회사 미주기업,21404,"인천광역시 부평구 장제로 53, 부평동 179-1번지 외 2필지 (부평동)",20220101,20230630,17200.00,16.11,0.00,0.00,,제출완료,1
20211267,남양주금곡 행복주택 건설공사 1공구,도시개발,F00394,한국토지주택공사,12234,경기도 남양주시 경춘로 913 (금곡동),20200820,20220722,13000.00,20.76,0.00,0.00,,제출완료,1
20211268,안산시 단원구 고잔동 540-10번지 근린생활시설 및 오피스텔 신축공사,건축물의 건축,F01914,㈜싸이트비전,15361,경기도 안산시 단원구 고잔2길 91 (고잔동),20190401,20210531,44000.00,27.16,0.00,0.00,(주)싸이트비젼,제출완료,1
20211269,군포 금정동 743-22번지 외 5필지 주상복합 신축공사,건축물의 건축,F03788,김성일,15831,"경기도 군포시 당산로135번길 48, 외 5필지 (금정동)",20211101,20220430,17000.00,19.85,0.00,0.00,,제출완료,1
20211270,"서구 루원시티 주상 5,6BL 주상복합 신축 공사",도시개발,F03595,디에스네트웍스(주),22775,"인천광역시 서구 가정동 541-14, 543번지(루원시티 M5, M6) 일원",20190901,20230131,938000.00,19.31,0.00,0.00,디에스네트웍스(주),제출완료,1
20211271,대구 만촌동 주상복합 신축공사,건축물의 건축,F01788,㈜웰메이드하우징,42062,대구광역시 수성구 만촌로3길 19-2 (만촌동),20190701,20220831,196600.00,17.80,0.00,0.00,(주)웰메이드하우징,제출완료,1
20211272,"용인 반도체 클러스터 일반산업단지 용수공급시설(공업, 생활용수) 사업",산업입지 및 산업단지조성,F03430,용인일반산업단지(주),17177,경기도 용인시 처인구 백암면 백원로525번길 135,20220103,20241231,373000.00,17.50,1774.80,0.00,용인일반산업단지(주),제출완료,1
20211273,에이치케이이노엔 R&amp;D센터 신축공사,건축물의 건축,F04025,에이치케이이노엔,13453,"경기도 성남시 수정구 금토로91번길 16-4, 판교제2테크노밸리 E12-1 (금토동)",20220302,20240430,100000.00,25.86,0.00,0.00,,제출완료,1
20211274,남양주 별내동 891 창고시설 신축공사,건축물의 건축,F04027,와이드크릭제4호피에프브이 주식회사,12090,"경기도 남양주시 별내면 송산로 372, 인근 별내동 891번지 창고시설",20211201,20230531,20000.00,19.01,0.00,0.00,,제출완료,1
20211275,장월교 개축공사,건축물의 건축,F04026,서울특별시 북부도로사업소,02760,"서울특별시 성북구 한천로 732, ~ 노원구 월계동 472 (장위동)",20211001,20230930,6500.00,11.35,0.00,0.00,,제출완료,1
20211276,대구광역시 중구 동인동 77번지 외 66필지 신축공사,건축물의 건축,F01760,㈜대원,41908,대구 중구 동인동 77번지 외 66개소,20190909,20230531,26200.00,19.70,0.00,0.00,(주)대원,제출완료,1
20211277,당하 오일간 도로 봉정터널 건설공사,도로건설,F00146,화성시청,18520,"화성시 정남면 관항길 357, 시점 = 경기도 화성시 봉답읍 당하리, 종점 = 경기도 화성시 정남면 발산리",20211201,20231130,19300.00,19.87,240.00,0.00,,제출완료,1
20211278,광주광역시 북구 동림동 289-1번지 신축공사,건축물의 건축,F02731,(주)삼라,61269,광주 북구 동림동 289-1,20191201,20220630,84000.00,20.66,0.00,0.00,(주)삼라,제출완료,1
20211279,화성병점 복합타운 상업11BL 복합시설 신축공사,건축물의 건축,F04028,한산매니지먼트,18371,화성시 병점동 568번지 일원,20220301,20250331,212800.00,26.79,0.00,0.00,,제출완료,1
20211280,경기도 안산시 고잔동 무궁화빌딩 재건축,건축물의 건축,F00887,안산무궁화상가재건축위원회,15361,경기도 안산시 단원구 고잔1길 70 (고잔동),20191101,20211231,35500.00,23.00,0.00,0.00,안산무궁화상가재건축위원회,사업 등록 완료,1
20211281,안산시 단원구 고잔동 540-8번지 근린생활시설 및 오피스텔 신축공사,건축물의 건축,F00887,안산무궁화상가재건축위원회,15361,경기도 안산시 단원구 고잔1길 70 (고잔동),20191101,20211231,35500.00,23.00,0.00,0.00,안산무궁화상가재건축위원회,제출완료,1
20211282,울산광역시 남구 신정동 836-3번지 일원 주상복합 신축공사,도시개발,F04003,(주)마메종,44730,울산광역시 남구 중앙로 117 (신정동),20220103,20240702,309829.00,14.60,0.00,0.00,,제출완료,1
20211283,이천시 호법면 매곡리 (주)유진테크 이천공장 증축공사 소규모 지하안전영향평가,건축물의 건축,F04021,(주)유진테크,17396,경기도 이천시 호법면 이섭대천로 28,20211101,20220831,9500.00,16.26,0.00,0.00,,제출완료,1
20211284,이천 군량리 물류센터 개발사업,건축물의 건축,F03900,정동장,17402,경기도 이천시 대월면 설가로669번길 55,20220215,20240215,106400.00,12.56,0.00,0.00,,제출완료,1
20211285,청주 하수처리장 증설사업(3단계),도시개발,F04013,청주시 환경관리본부,28302,"충청북도 청주시 흥덕구 옥산면 미호로 555, 청주시 하수처리장",20211030,20231130,77000.00,14.25,0.00,0.00,,제출완료,1
20211286,신성북교회 신축공사,건축물의 건축,F04032,신성북교회,01121,서울특별시 강북구 도봉로61길 69-4 (미아동),20220201,20230430,9500.00,12.16,0.00,0.00,,제출완료,1
