"관리코드","구","동","공사명","착공일 ~ 준공일","신청자","처리상태","도로","포장","허가번호"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로 701, 13-3 ~ 종암동   45-215)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로 70-1, 종암동 13-3 ~ 종암동   종암동 45-215, 종암동 15-2)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   23-10도 ~ 종암동   18-346구)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00126"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   12-33도 ~ 종암동   12-23도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00126"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   29-18도 ~ 종암동   136-207도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00126"
"인터넷-200821-26","동대문구","제기동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 제기동   136-207도 ~ 제기동   136-354도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","제기동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 제기동   856도 ~ 제기동   728-3대)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   17-1도 ~ 제기동   856도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   47-1도 ~ 용두동   47-38도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   47-1도 ~ 용두동   791-2공)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200719-01","강남구","청담동","수도권광역급행철도 A노선 본선환기구#24 공사<BR>(강남구 청담동   77도 ~ 청담동   77-4도)","2020-08-27 ~ 2025-06-30","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강남구-2020-개인-00218"
"개인-201123-02","서대문구","연희동","사천 빗물펌프장 터파기<BR>(서대문구 연희동   446-92 ~ 연희동   446-92)","2021-01-07 ~ 2022-06-30","서대문구","착공계 접수","특별시도","차도","서대문구-2020-개인-00145"
"일반-230608-79","마포구","대흥동","6호선 대흥역 승강편의시설 설치공사(60공구)<BR>(마포구 대흥동   161-2 ~ 대흥동   216-5)","-- ~ --","서울교통공사","협의완료","특별시도","차도/보도",""
"일반-230329-22","송파구","잠실동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실대교남단삼거리 횡단) ~ 잠실동   31(잠실대교남단삼거리 횡단))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-21","송파구","신천동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 신천동   송파대로 570 (잠실대교남단사거리) ~ 신천동   올림픽로35길 93(잠실나루사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-20","송파구","신천동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 신천동   올림픽로35길 93(잠실나루사거리) ~ 신천동   올림픽로 417(올림픽회관 사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-17","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실역 북측 횡단) ~ 잠실동   31(잠실역 북측 횡단))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-16","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실대교 남단사거리) ~ 잠실동   31(잠실역사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-14","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(횡단, 올림픽로 지하 196) ~ 잠실동   31)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-14","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   송파대로 551-2(주공5단지 코너) ~ 잠실동   올림픽로 지하196)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","보도",""
"일반-230313-90","용산구","갈월동","경부선 원효가도교 개량공사<BR>(용산구 갈월동   96-1번지 ~ 갈월동   96-1번지)","-- ~ --","국가철도공단 수도권본부","신청자접수완료","구도","차도",""
"일반-230313-90","용산구","갈월동","경부선 원효가도교 개량공사<BR>(용산구 갈월동   96-1번지 ~ 갈월동   96-1번지)","-- ~ --","국가철도공단 수도권본부","신청자접수완료","구도","차도",""
"일반-230221-60","금천구","가산동","7호선 가산디지털단지역 4번 출입구 승강편의시설 설치공사(53공구)<BR>(금천구 가산동   60-66 ~ 가산동   60-15)","-- ~ --","서울교통공사","협의요청","구도","차도/보도",""
"일반-221116-06","종로구","수송동","수송동 80-7 관로공사<BR>(종로구 수송동   80-7 ~ 수송동   80-7)","-- ~ --","㈜KT 서울북부마케팅단 광화문지사","허가","구도","차도/보도","종로구-2022-통신-00098"
"일반-221017-39","도봉구","창동","서울도봉 자운고등학교 통학로 지중화공사 관로<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","SK브로드밴드","허가","구도","차도/보도","도봉구-2022-통신-00029"
"일반-221017-39","도봉구","창동","서울도봉 자운고등학교 통학로 지중화공사 관로<BR>(도봉구 창동   807-1 ~ 창동   1-12)","-- ~ --","SK브로드밴드","허가","구도","차도/보도","도봉구-2022-통신-00029"
"일반-221004-16","종로구","관철동","관철동 조선냉장 고압 신규고객<BR>(종로구 관철동   24 ~ 관철동   24)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","신청자접수완료","구도","차도",""
"일반-220928-22","서대문구","냉천동","교남동 일대 저압선로 고장 복구공사(본)(윤태환)<BR>(서대문구 냉천동   204-1 ~ 냉천동   237)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","특별시도","차도",""
"일반-220927-39","동작구","대방동","@노량진SW 132 변압기라인 간선화공사<BR>(동작구 대방동   338-6@ ~ 대방동   338-6@)","-- ~ --","한국전력공사 관악동작지사","검토완료","특별시도","보도","동작구-2022-전기-00031"
"일반-220923-18","영등포구","양평동3가","목동교~도림천 간 장기사용 송배수관 정비공사<BR>(영등포구 양평동3가   29-3 ~ 양평동3가   29-3)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","구도","보도",""
"일반-220919-81","서초구","반포동","반포동1-19 신반포3차 문화시설 일반용(을)고압A 600kW 신설(기대, 황건웅)<BR>(서초구 반포동   1-19 ~ 반포동   1-19)","-- ~ --","한국전력공사 서초지사","허가","구도","차도","서초구-2022-전기-00114"
"일반-220915-97","영등포구","양평동4가","목동교~도림천 간 장기사용 송배수관 정비공사<BR>(영등포구 양평동4가   20-4 ~ 양평동4가   20-4)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","기타","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-24 ~ 창동   1-24)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808 ~ 창동   808)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808-3 ~ 창동   808-3)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808-1 ~ 창동   808)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1번지 ~ 창동   1번지)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808-2 ~ 창동   808-2)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808-3 ~ 창동   808-3)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   807-1 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220902-05","구로구","구로동","남구로역 승강?의시설 설치공사(51공구)<BR>(구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근)","-- ~ --","서울교통공사","협의요청","구도","차도",""
"일반-220902-04","구로구","구로동","남구로역 승강?의시설 설치공사(51공구)<BR>(구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근)","-- ~ --","서울교통공사","협의요청","구도","차도/보도",""
"일반-220825-06","서초구","서초동","서초동1445-1 마스턴제65호서초 주택용 1500kW 신설(대선, 황건웅)<BR>(서초구 서초동   1445-1 ~ 서초동   1445-1)","-- ~ --","한국전력공사 서초지사","협의요청","구도","차도/보도",""
"일반-220822-22","영등포구","양평동2가","양평동2가29-6 대영채비(주) 저압430kw 신설공사 원흥 정서현<BR>(영등포구 양평동2가   29-6 ~ 양평동2가   29-6)","-- ~ --","한국전력공사 남서울사업본부(직할)","신청자접수완료","구도","보도",""
"일반-220809-39","종로구","원남동","원남동20 서울대학교병원 지장주 공사(더빛남-홍민기)13512<BR>(종로구 원남동   20 전주 ~ 원남동   20 전주)","-- ~ --","한국전력공사 서울사업본부(직할)","협의요청","구도","보도",""
"일반-220809-39","종로구","원남동","원남동20 서울대학교병원 지장주 공사(더빛남-홍민기)13512<BR>(종로구 원남동   20 관로 ~ 원남동   20 관로)","-- ~ --","한국전력공사 서울사업본부(직할)","협의요청","구도","보도",""
"일반-220729-83","서초구","서초동","장기사용 배급수관 정비공사(서초동 1492-13, 관로부설, A-2)-최경철<BR>(서초구 서초동   1492-13 ~ 서초동   1492-13)","-- ~ --","강남수도사업소(시설관리과)","협의요청","구도","차도",""
"일반-220729-79","서초구","서초동","장기사용 배급수관 정비공사(서초동 1492-13, 시험굴착, A-2)-최경철<BR>(서초구 서초동   1492-13 ~ 서초동   1492-13)","-- ~ --","강남수도사업소(시설관리과)","협의요청","구도","차도",""
"일반-220729-79","서초구","서초동","장기사용 배급수관 정비공사(서초동 1492-13, 시험굴착, A-2)-최경철<BR>(서초구 서초동   1492-13 ~ 서초동   1492-13)","-- ~ --","강남수도사업소(시설관리과)","협의요청","구도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   13-4 ~ 노량진동   13-4)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   13-4 ~ 노량진동   13-4)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   13-4 ~ 노량진동   13-4)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   13-4 ~ 노량진동   13-4)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   13-4 ~ 노량진동   13-4)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   19-23 ~ 노량진동   19-23)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   19-23 ~ 노량진동   19-23)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   320-1 ~ 노량진동   320-1)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220627-10","동작구","노량진동","노들로 구조개선사업 전기공사<BR>(동작구 노량진동   320-1 ~ 노량진동   320-1)","-- ~ --","서울특별시 도시기반시설본부 설비부","협의요청","특별시도","차도",""
"일반-220616-30","강남구","도곡동","강남구 도곡동 946-11번지 앞 도시가스 인입관 공사<BR>(강남구 도곡동   946-11 ~ 도곡동   946-11)","-- ~ --","코원에너지서비스(주)","허가증 교부","구도","차도","강남구-2022-가스-00123"
"일반-220608-53","노원구","공릉동","5호선 거여 외 2역 승강편의시설 설치공사(47공구)<BR>(노원구 공릉동   89-2 ~ 공릉동   89-2)","-- ~ --","서울교통공사","신청자접수완료","특별시도","보도",""
"일반-220527-35","종로구","홍지동","홍지동127-36번지 통신전주인입공사<BR>(종로구 홍지동   127-36 ~ 홍지동   127-36)","2022-06-13 ~ 2022-07-30","㈜KT 서울북부마케팅단 홍제지사","착공계 접수","구도","차도","종로구-2022-통신-00033"
"일반-220526-27","은평구","대조동","대조동 일대 침수지역 하수관로 성능향상사업(2차)<BR>(은평구 대조동   연서로18길 150 ~ 대조동   연서로18길 28)","-- ~ --","은평구 치수과","허가","구도","차도","은평구-2022-하수-00011"
"일반-220513-21","강남구","논현동","서울 강남 논현동 40번지 일대 전주철거 지중화 원인자공사<BR>(강남구 논현동   학동로19길 8 ~ 논현동   학동로19길 6)","-- ~ --","SK브로드밴드","허가","구도","차도","강남구-2022-통신-00085"
"일반-220513-21","강남구","논현동","서울 강남 논현동 40번지 일대 전주철거 지중화 원인자공사<BR>(강남구 논현동   논현로131길 43 ~ 논현동   논현로131길 41-6)","-- ~ --","SK브로드밴드","허가","구도","차도","강남구-2022-통신-00085"
"일반-220513-21","강남구","논현동","서울 강남 논현동 40번지 일대 전주철거 지중화 원인자공사<BR>(강남구 논현동   학동로17길 10 ~ 논현동   학동로19길 8)","-- ~ --","SK브로드밴드","허가","구도","차도","강남구-2022-통신-00085"
"일반-220425-51","관악구","신림동","2021년 대학동외 10개동 상수도공사(신림동 1442-4)-소화전<BR>(관악구 신림동   신림동 1442-4 ~ 신림동   신림동 1442-4)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00224"
"일반-220425-49","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 1409-8)-소화전<BR>(관악구 신림동   신림동 1409-8 ~ 신림동   신림동 1409-8)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00220"
"일반-220425-48","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 1431-22)-소화전<BR>(관악구 신림동   신림동 1431-22 ~ 신림동   신림동 1431-22)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00219"
"일반-220425-44","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 10-457)-소화전<BR>(관악구 신림동   신림동 10-457 ~ 신림동   신림동 10-457)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00221"
"일반-220425-42","관악구","신림동","2021년 대학동외 10개동 상수도공사(신림동 92-175)-소화전<BR>(관악구 신림동   신림동 92-175 ~ 신림동   신림동 92-175)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00232"
"일반-220425-41","관악구","신림동","2021년 대학동외 10개동 상수도공사(신림동 1641-2)-소화전<BR>(관악구 신림동   신림동 1641-2 ~ 신림동   신림동 1641-2)","-- ~ --","남부수도사업소(급수운영과)","허가","기타","보도","관악구-2022-상수-00222"
"일반-220425-26","관악구","신림동","2021년 대학동 외10개동 상수도공사(신림동 108-15)-소화전<BR>(관악구 신림동   신림동 108-15 ~ 신림동   신림동 108-15)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00231"
"일반-220425-25","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 408-22)-소화전<BR>(관악구 신림동   신림동 408-22 ~ 신림동   신림동 408-22)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00230"
"일반-220425-21","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 103-172)-소화전<BR>(관악구 신림동   신림동 103-172 ~ 신림동   신림동 103-172)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00229"
"일반-220425-17","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 103-43)-소화전<BR>(관악구 신림동   신림동 103-43 ~ 신림동   신림동 103-43)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00223"
"일반-220425-11","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 1514-11)-소화전<BR>(관악구 신림동   신림동 1514-11 ~ 신림동   신림동 1514-11)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00228"
"일반-220425-09","관악구","신림동","2021년 대학동외 10개동 상수도공사(신림동 1525-1)-소화전<BR>(관악구 신림동   신림동 1525-1 ~ 신림동   신림동 1525-1)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00227"
"일반-220425-08","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 241-34)-소화전<BR>(관악구 신림동   신림동 241-34 ~ 신림동   신림동 241-34)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00225"
"일반-220414-83","서초구","방배동","방배동474-20 일대 하수암거 이설 및 단면확장공사<BR>(서초구 방배동   474-1 ~ 방배동   474-22)","-- ~ --","서초구 물관리과","허가증 교부","구도","차도","서초구-2022-하수-00029"
"일반-220412-67","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 306-18) - 소화전 보수<BR>(관악구 신림동   306-18 ~ 신림동   306-18)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00200"
"일반-220412-59","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 376-18) - 소화전 보수<BR>(관악구 신림동   376-18 ~ 신림동   376-18)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00204"
"일반-220412-26","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 484-33) - 소화전보수<BR>(관악구 신림동   484-33 ~ 신림동   484-33)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00209"
"일반-220412-23","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 463-49) - 소화전 보수<BR>(관악구 신림동   463-49 ~ 신림동   463-49)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00208"
"일반-220412-19","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 1586-1) - 소화전보수<BR>(관악구 신림동   1586-1 ~ 신림동   1586-1)","-- ~ --","남부수도사업소(급수운영과)","허가","특별시도","차도","관악구-2022-상수-00206"
"일반-220412-16","관악구","신림동","2021년 대학동 외 10개동 상수도공사(신림동 1629-44) - 소화전보수<BR>(관악구 신림동   1629-44 ~ 신림동   1629-44)","-- ~ --","남부수도사업소(급수운영과)","허가","구도","차도","관악구-2022-상수-00195"
"일반-220406-66","서초구","서초동","서초구 서초동 1365-8번지 앞 도시가스 인입관 공사<BR>(서초구 서초동   1365-8 ~ 서초동   1365-8)","-- ~ --","코원에너지서비스(주)","허가증 교부","구도","차도","서초구-2022-가스-00035"
"일반-220406-27","강남구","삼성동","선정릉 일대 지중화공사_보도(시도)<BR>(강남구 삼성동   테헤란로87길 21 앞 보도 ~ 삼성동   테헤란로87길 21 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00044"
"일반-220406-27","강남구","삼성동","선정릉 일대 지중화공사_보도(시도)<BR>(강남구 삼성동   테헤란로87길 29 앞 보도 ~ 삼성동   테헤란로87길 29 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00044"
"일반-220406-27","강남구","삼성동","선정릉 일대 지중화공사_보도(시도)<BR>(강남구 삼성동   삼성로 518 앞 보도 ~ 삼성동   삼성로 518 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","특별시도","보도","강남구-2022-전기-00044"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 20 앞 보도 ~ 삼성동   삼성로96길 20 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 20 앞 보도 ~ 삼성동   삼성로96길 20 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   테헤란로83길 21 앞 보도 ~ 삼성동   테헤란로83길 21 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 14 앞 보도 ~ 삼성동   삼성로96길 14 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 12 앞 보도 ~ 삼성동   삼성로96길 12 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   테헤란로81길 26 앞 보도 ~ 삼성동   테헤란로81길 26 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 23 앞 보도 ~ 삼성동   삼성로96길 23 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 19 앞 보도 ~ 삼성동   삼성로96길 19 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로96길 9 앞 보도 ~ 삼성동   삼성로96길 13 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   삼성로 520 앞 보도 ~ 삼성동   삼성로 520 앞 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   봉은사로68길 11 앞 맞은편 보도 ~ 삼성동   봉은사로70길 15 옆 맞은편 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
"일반-220406-25","강남구","삼성동","선정릉 일대 지중화공사_보도(구도)<BR>(강남구 삼성동   봉은사로68길 27 앞 맞은편 보도 ~ 삼성동   봉은사로68길 35 앞 맞은편 보도)","2022-04-29 ~ 2022-10-31","한국전력공사 남서울사업본부(직할)","착공계 접수","구도","보도","강남구-2022-전기-00046"
